Cluster_ID,Number,SiO2,TiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,SR87_SR86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,La,Ce,Nd,Sm,Gd,Yb,Lu,Ba,Hf,Nb,Rb,Sr,Ta,Th,Y,Zr
0,And1,50.75571895,1.582924837,15.11437908,9.426062092,8.843954248,9.354575163,3.053513072,1.868872549,0.70505,0.512613,18.906,15.621,38.815,49,85,44,7.9,5.9,2,0.3,609,4.1,31,39,911,2,8.3,25,185
0,And2,65.34493223,0.799109852,15.77989075,4.491199676,2.20513858,4.127048351,3.944972689,3.30770787,0.70905,0.512314,18.926,15.662,39.092,33,76,30,5.31,4.3,0.82,0.12,655,4,12,132,421,0.9,16.2,13,183
0,And3,64.28284452,0.873844918,15.97026918,4.881478505,2.480916031,4.339092005,4.037766171,3.13378867,0.70872,0.51233,18.982,15.696,39.143,37,87,33,5.71,4.5,0.79,0.11,798,5.6,11,113,525,0.8,14.1,12,236
0,And4,61.4213198,1.015228426,15.93908629,6.335025381,3.360406091,5.431472081,3.695431472,2.802030457,0.70853,0.512375,18.9,15.651,39.03,37,74,33,6.04,5.2,1.33,0.18,717,4.1,20,77,533,1.6,12,19,217
0,And5,59.80166283,1.131924271,15.92707603,6.631273164,4.137032956,5.779825704,4.086947811,2.504257237,0.70802,0.51237,18.917,15.632,38.991,39,84,38,6.67,5.3,0.96,0.14,664,5.4,14,78,607,1.5,11.2,15,233
0,And6,59.76824558,0.742020736,18.53018906,5.793860541,2.907094938,6.373246595,4.238666396,1.646676154,0.70571,0.51255,18.717,15.641,38.776,23,49,23,4.7,4,1.7,0.25,506,3.9,6.7,39,634,0.4,3.37,17,168
0,And7,50.40383236,2.009904885,17.03732846,10.09580894,6.717039643,8.862326722,3.884427576,0.98933142,0.70345,0.512931,18.486,15.571,38.146,14.5,35.1,28.4,5.09,6.18,3.1,0.43,170,4.9,10.2,16,373,0.86,1.8,32,240
0,And8,50.44931621,2.266216965,16.12340602,10.51561634,7.308029939,8.42034744,3.939890963,0.977176123,0.70364,0.512868,18.557,15.576,38.344,17.2,39.9,24.1,5.75,6.39,3.3,0.47,152,5.3,9,22,353,0.94,2.5,30,243
0,And9,55.79064198,2.060868041,16.72878089,8.985337929,3.511887377,7.255096676,3.722180034,1.94520708,0.70569,0.512723,18.597,15.621,38.353,19.6,48,28.4,6.95,7.7,4.39,0.66,415,6.2,9.4,63,277,0.64,5.9,44,251
0,And10,68.10116255,0.611870283,15.65368142,4.262696308,0.68325515,3.191923312,4.385070365,3.110340608,0.70715,0.512624,19.381,15.755,39.154,27.4,62.1,30.8,7.38,7.74,4.47,0.67,553,8,10.4,130,144,0.73,10.1,43,321
0,And11,53.6748101,1.272839253,17.40915623,8.211866147,5.47115582,9.453910901,3.531102443,0.975159105,0.70632,0.512765,18.513,15.606,38.126,13.9,34.8,20.1,4.68,4.93,2.63,0.4,206,4.1,7,24,293,0.44,2.6,25,176
0,And12,69.12137506,0.562711017,15.899144,3.725260609,0.992417611,3.130719474,3.795741585,2.772630646,0.70515,0.512792,18.651,15.597,38.518,18.9,42.4,18,3.7,3.18,2.14,0.28,368,4.7,6.4,86,171,0.68,6.7,16,178
0,And13,59.49131933,0.942376545,16.3243937,6.137269472,5.107072891,6.495305006,3.901236236,1.601026819,0.70435,0.512812,18.626,15.631,38.639,19.3,37.3,16,3.4,3.3,1.9,0.26,395,3.6,14,51,311,1,4.5,18,155
0,And14,59.98443193,0.954390082,15.95049807,6.073801654,5.513125684,6.325372562,3.837866498,1.360513521,0.70636,0.512852,18.558,15.612,38.496,18.2,35.5,15.2,3.4,3.4,1.7,0.24,392,3.2,8,36,312,0.8,3.7,18,135
0,And15,60.67439069,1.121676514,17.6664051,7.430529911,1.132062408,5.629154357,4.673652142,1.672128877,0.70494,0.51274,18.648,15.617,38.628,22.7,45.7,22.6,5.1,5.3,2.9,0.43,451,5.4,13,58,276,0.8,5.4,31,239
0,And16,56.2967581,0.872817955,18.7967581,11.91812136,3.335411471,5.673316708,2.722360765,0.384455528,0.70456,0.512616,18.553,15.579,38.385,8,17.7,10.9,2.97,3.57,2.41,0.38,94,2.6,2.8,13,62,0.21,1.7,65,406
0,And17,51.26373443,1.579806912,17.61784671,12.28072125,3.469575941,9.418848807,3.179611381,1.189854573,0.70355,0.512923,18.492,15.582,38.358,14.8,34.6,19.9,5.15,4.5,2.75,0.38,312,3.57,4.8,24,505,0.27,2.11,35.3,132
0,And18,53.64482873,1.72597273,15.09477885,13.58164283,3.372131693,7.891586299,3.581642833,1.107416029,0.70357,0.512927,18.459,15.581,38.334,15.9,38,23.9,5.89,5.56,3.69,0.57,327,4.39,4.6,10,398,0.34,2.15,35.4,124
0,And19,58.89328943,1.381719473,15.52932538,10.04805981,2.172703809,5.506852973,4.0250089,2.443040228,0.70373,0.512918,18.467,15.585,38.365,19.5,45.5,28,6.48,5.68,3.88,0.61,521,6.04,5.8,48,364,0.47,3.89,37.6,169
0,And20,54.16847084,1.328981114,17.41664724,10.65849515,3.27748726,7.594177797,3.697165506,1.858575092,0.70388,0.512862,18.541,15.61,38.478,17.2,39.3,23.1,5.64,5.05,3.08,0.48,458,4.87,4.5,38,502,0.35,4.45,29.1,135
0,And21,53.66246997,1.061037459,18.05765638,9.751757274,4.514414094,8.127947326,3.333259187,1.491458315,0.70385,0.512862,18.552,15.571,38.367,14.9,33.3,17.9,4.34,3.67,2.24,0.32,505,3.92,4.1,21,500,0.26,3.33,28.5,147
0,And22,55.5676299,1.377214965,16.67627686,10.39120889,3.233461223,7.634561221,3.96198798,1.157658956,0.70369,0.512888,18.471,15.56,38.299,16.5,37.8,21,4.82,4.51,2.24,0.33,340,4.13,4.6,29,545,0.37,3.21,23.7,119
0,And23,56.19489714,1.122094577,17.8032327,9.821667112,2.564787604,6.652417847,3.997461929,1.84344109,0.704,0.512878,18.484,15.553,38.291,14.5,33.2,19.2,4.94,4.13,2.76,0.44,388,3.68,4.1,45,360,0.36,4.48,26.8,141
0,And24,63.52469067,0.94303868,16.77404972,6.167651321,1.605172222,4.283803366,4.5245792,2.177014826,0.70375,0.512856,18.453,15.548,38.262,20.9,46.8,25.1,5.99,5.06,2.98,0.53,484,5.01,6.3,52,364,0.53,5.98,30.4,200
0,And25,55.61971815,1.07941232,17.80030872,7.770213995,4.117758109,7.535897123,3.927861498,2.148830081,0.70385,0.512832,18.565,15.601,38.463,14.6,31.9,16.8,3.5,2.85,1.16,0.17,396,2.85,3.6,42,765,0.22,3.11,16.2,109
0,And26,57.58767836,0.990132018,17.86238165,7.137618349,3.540472063,6.800906788,4.250566742,1.830244033,0.70385,0.512844,18.57,15.576,38.389,16.4,35,18.4,3.35,2.63,1.11,0.18,491,3.45,3.4,44,717,0.28,3.87,12.5,96
0,And27,61.09752029,0.820638274,17.42355165,5.896808629,2.652062715,5.514288891,4.113199155,2.48193039,0.70378,0.512869,18.513,15.59,38.407,16.2,36.1,18,3.95,2.88,1.71,0.27,498,5.83,4,66,494,0.37,6.37,17,159
0,And28,54.035128,1.973367007,14.05119963,13.30616462,5.31052692,5.455171622,3.47147285,2.396969349,0.705983,0.512872,18.496,15.64,38.476,23,52,32,7.8,7.6,3.8,0.57,502,5.3,6.1,81,252,0.45,4.5,37,208
0,And29,55.9732094,0.522826681,19.37534172,8.074767633,3.86481684,6.683980317,4.254373975,1.250683434,0.704523,0.512737,18.457,15.607,38.344,7.8,17,10,2.3,2.4,1.4,0.22,315,1.6,1.6,43,510,0.1,1.3,12,62
0,And30,56.603131,1.215843428,16.24530294,8.525662129,4.945111083,8.091999955,2.89145958,1.481489891,0.705145,0.512689,18.762,15.623,38.707,21,45,24,5.5,5.2,2.6,0.38,279,4.4,7.2,43,303,0.49,5.1,25,151
0,And31,53.3821434,1.209439186,17.5160158,8.322424439,4.816904345,8.747581701,4.691789947,1.313701185,0.705215,0.512921,18.434,15.614,38.331,6.1,17,12,3.2,3.7,2.1,0.31,158,2.4,2.2,47,279,0.16,0.35,20,85
0,And32,49.4334632,1.115201773,17.58587411,9.046716946,4.911177038,12.65325088,3.613682668,1.640633377,0.705174,0.512863,18.421,15.607,38.303,5.6,15,11,3.2,3.2,1.9,0.29,502,1.9,1.8,40,342,0.11,0.29,17,81
0,And33,56.25451584,0.898007868,17.65049947,6.916839655,4.727443717,6.657644536,4.252634959,2.642413955,0.705866,0.512825,18.483,15.602,38.375,10,24,14,3.4,3.5,2.1,0.35,348,3.2,3,79,323,0.22,2.9,20,108
0,And34,50.67975223,1.303193629,17.78962731,10.02792558,6.164312721,7.426135123,4.406035602,2.203017801,0.705291,0.512922,18.438,15.609,38.31,6.9,18,13,3.38,3.9,2.13,0.34,393,2.4,2.6,71,440,0.16,0.37,21,98
0,And35,54.33189933,0.611893235,19.62278306,6.939478836,6.467078503,5.464839583,6.213881302,0.348146151,0.704911,0.512845,19.069,15.621,38.951,6.4,17,8.5,2.2,2.3,1.3,0.22,19,1.4,0.93,11,449,0.1,1.2,12,51
0,And36,55.08561997,1.2378791,17.12399422,9.376934186,3.47637714,9.32535589,3.331957912,1.041881576,0.705761,0.512693,18.985,15.649,38.978,22,50,29,7,6.9,3.8,0.58,307,6.3,7.5,26,308,0.52,10.2,36,219
0,And37,54.93912864,1.218574658,16.83285332,9.670571766,4.223703687,9.036040895,3.263301626,0.815825406,0.705319,0.512759,18.798,15.617,38.718,21,49,28,6.9,6.8,3.7,0.55,310,5.9,6.8,43,480,0.46,9,35,207
0,And38,55.4112246,1.04630058,18.36364283,6.889924908,1.985835795,11.74419018,3.331079398,1.227801701,0.704705,0.512824,18.444,15.616,38.375,17,36,22,5.3,5.3,2.9,0.44,296,4.1,3.8,53,298,0.3,4.6,28,156
0,And39,54.78858628,1.015743454,17.13425826,8.38814852,4.781176256,8.043867349,3.775692837,2.072527047,0.704651,0.512871,18.578,15.614,38.532,14.6,34,21,4.9,5.1,2.77,0.44,334,3.9,3.3,57,369,0.21,4,27,132
0,And40,62.68993069,0.33803394,18.84795302,5.084167037,2.089664356,4.455901936,5.162700174,1.331648854,0.704604,0.512772,18.498,15.614,38.415,10.6,23,12,2.61,2.3,1.46,0.24,388,3.1,4.1,30,488,0.29,2,12,87
0,And41,61.34871421,0.410359292,18.97911727,5.555808864,2.236458143,5.201304031,4.955088455,1.313149736,0.704426,0.512801,18.495,15.604,38.368,10,22,13,2.8,2.7,1.7,0.28,457,1.5,2.1,25,580,0.13,0.93,14,78
0,And42,66.12016832,0.507024765,16.86633402,3.944675665,2.410954494,2.141920946,5.173722091,2.835199706,0.706615,0.512744,18.856,15.647,38.842,13,28,14,2.9,2.7,1.3,0.21,445,2.5,4.2,85,214,0.34,3.1,13,214
0,And44,66.90031955,0.525718998,15.8746521,4.463457376,1.061746212,1.5153077,7.916709618,1.742088444,0.704404,0.512793,18.634,15.621,38.666,14,30,14,2.5,2.1,0.91,0.14,378,3.3,4.2,34,247,0.3,4.3,8.7,118
0,And45,46.77829323,3.590439173,14.56692465,13.77816785,8.309302087,8.12465093,3.631472764,1.220749319,0.70393,0.512876,19.09,15.635,38.815,17,40,27,7.2,7.2,2.3,0.31,242,3.5,30,20,463,1.9,1.9,30,192
0,And46,47.18369063,3.604455654,14.71206389,13.913409,8.354350567,7.440100883,3.551912568,1.240016814,0.70393,0.512876,19.09,15.635,38.815,16,37,26,6.9,7.2,2.3,0.32,142,5.1,29,17,399,1.9,2,29,181
0,And47,59.64383804,0.578098698,17.74164969,6.467617613,3.528395499,6.977053247,3.657969345,1.405377868,0.704081,0.512902,19.098,15.6,38.77,22.9,39.2,18.9,3.95,3.17,1.51,0.24,813,2.55,3.17,21.3,1051,0.19,8.55,15.7,86
0,And48,59.22193553,0.588033355,17.68086732,6.721963212,3.647800135,7.116200264,3.69763347,1.325566716,0.70408,0.512907,19.099,15.606,38.786,23.2,40.1,19.5,4.04,3.23,1.5,0.24,858,2.51,3.18,21.1,1109,0.2,8.89,15.8,87
0,And49,59.09775435,0.587987775,17.45028126,6.998272578,3.667449174,7.245205297,3.697346857,1.255702706,0.704065,0.512926,19.072,15.611,38.766,20.4,35.8,17.7,3.79,3.21,1.52,0.24,705,2.36,2.98,17.9,978,0.19,7.05,16,79
0,And50,59.9236599,0.507827626,16.29031366,6.450185318,5.108148476,6.751120208,3.694197046,1.274547768,0.70412,0.512876,18.921,15.607,38.614,7.77,14.8,8.03,2.05,1.95,1.03,0.15,504,1.91,2.32,23.3,456,0.17,1.95,10.8,67
0,And51,60.66206988,0.508007482,16.48534083,6.197912632,4.572067336,6.693745642,3.675583545,1.205272653,0.70406,0.512915,18.953,15.616,38.657,8.18,15.5,8.25,2.13,2.01,0.93,0.15,501,1.98,2.68,21.3,442,0.17,2.18,10.4,69
0,And52,60.00265528,0.527736596,16.13081672,6.560750559,5.247494081,6.770960104,3.61449782,1.145088841,0.704109,0.512889,18.974,15.629,38.717,8.89,16.9,8.98,2.22,2.16,1.11,0.17,515,2.14,2.75,24.2,438,0.2,2.03,12.1,76
0,And53,58.43302163,0.697172578,17.0110109,6.927460853,4.770652354,7.031483428,3.675095446,1.454102805,0.704199,0.512824,18.913,15.622,38.677,13.1,25.1,13.1,3.16,2.78,0.93,0.15,586,2.47,3.89,27.3,555,0.25,2.62,11.4,89
0,And54,59.87842955,0.528133927,17.53803229,6.809273899,3.368099382,7.144755198,3.647113532,1.086162227,0.704015,0.512905,19.123,15.617,38.833,14.1,25.9,13.4,3.07,2.66,1.34,0.22,495,2.05,2.72,15.6,832,0.16,3.65,14.6,69
0,And55,58.91724329,0.67755328,16.99861611,6.587323554,4.643232771,6.825352892,3.935787434,1.414890673,0.704246,0.512817,18.9,15.63,38.712,12.7,24,12.2,2.88,2.53,0.87,0.13,545,2.41,3.78,28.2,518,0.24,2.7,10.9,86
0,And56,61.53317672,0.478702185,17.80173751,5.895128762,2.702672754,6.69185763,3.859536368,1.037188068,0.704022,0.512898,19.073,15.618,38.784,13.2,24.5,12.8,2.81,2.55,1.3,0.21,466,2.2,2.82,15.8,720,0.17,3.06,13.9,77
0,And57,63.02509849,0.567703953,16.60285069,6.119693683,2.73892258,5.467885441,4.422115002,1.055730158,0.704139,0.512954,18.921,15.595,38.572,7.77,15.6,9.4,2.57,2.51,0.99,0.16,494,2.41,2.95,16.2,419,0.21,1.02,11.7,79
0,And58,63.4598773,0.538217901,16.90402888,5.592593413,2.571485526,5.342311015,4.55491816,1.036567809,0.704139,0.512894,18.921,15.596,38.572,7.83,15.5,9.28,2.4,2.24,0.81,0.12,465,2.38,2.7,16.3,466,0.19,0.96,9.7,79
0,And59,61.06858407,0.617256637,15.83960177,7.013274336,4.360619469,5.993362832,4.042035398,1.065265487,0.704117,0.512911,18.934,15.605,38.61,7.37,15,9.24,2.51,2.5,1.09,0.17,444,2.28,2.64,16.4,423,0.18,1.04,12.2,79
0,And60,61.65038339,0.607441994,16.23164673,6.782549043,3.724316489,5.755761847,4.202303632,1.045596875,0.704139,0.512917,18.893,15.606,38.562,7.4,15.2,9.44,2.52,2.55,1.03,0.17,449,2.3,2.75,15.7,424,0.18,1.05,12.1,80
0,And61,65.87460064,0.459265176,16.96285942,3.893769968,1.996805112,4.522763578,4.672523962,1.617412141,0.704033,0.512861,18.985,15.644,38.75,12.1,22.9,11.4,2.58,2.18,0.72,0.11,589,2.59,3.47,30.9,533,0.29,3.55,8.87,88
0,And62,74.41700351,0.239861413,14.12184071,1.376982188,0.379780571,1.25927242,3.57793275,4.627326434,0.704432,0.512737,18.993,15.668,38.873,32.2,53.7,19.6,3.52,2.64,1.28,0.2,1047,5.25,11.6,182,221,1.23,21.5,12.8,169
0,And63,57.4887238,0.776067923,16.11833378,7.628018042,6.3677368,7.193552666,3.163969223,1.263597771,0.704036,0.512841,18.956,15.613,38.68,10.3,20,10.4,2.77,2.72,1.2,0.19,442,2.32,4.42,34.3,399,0.39,4.23,13.3,77
0,And64,74.55426077,0.209955676,14.21699863,1.210855486,0.279940901,1.19974672,4.379075528,3.949166287,0.704337,0.512776,18.918,15.632,38.732,31.3,51.5,16.9,2.9,2.05,1.02,0.16,1096,4.22,11.2,126,236,1.1,15.6,10.2,145
0,And65,62.24438903,0.718204489,17.07730673,5.486284289,2.683291771,5.516209476,4.139650873,2.134663342,0.704317,0.512768,18.983,15.633,38.755,22.8,40.9,18.6,3.94,3.12,0.88,0.15,822,3.57,5.77,61.3,609,0.4,7.88,11.6,127
0,And66,62.07068635,0.798465173,16.38849767,5.511627649,3.133975802,5.559313764,4.20192297,2.33551063,0.704234,0.512763,19.028,15.688,38.947,27.1,48.7,21.8,4.52,3.52,0.92,0.15,819,3.37,8.72,61.5,777,0.69,9.46,12.3,114
0,And67,62.99311278,0.75859239,16.58921778,5.146006854,2.645091885,5.21033194,4.232147016,2.425499351,0.704269,0.512804,18.925,15.646,38.694,31.9,55.1,22.9,4.42,3.3,0.86,0.14,1021,3.56,8.23,59.9,749,0.6,10.2,11.5,127
0,And68,54.01459854,0.779922008,19.38806119,6.99930007,1.769823018,6.309369063,6.619338066,4.119588041,0.704156,0.512926,18.796,15.583,38.529,141,230,85.6,14.8,10.4,3.02,0.47,2797,6.87,54.3,106,2597,2.98,29.9,38.4,359
0,And69,43.37832867,1.725502436,15.87060961,12.95241492,6.330186261,14.24542708,4.444171971,1.053359045,0.704399,0.5129,18.872,15.602,38.66,102,187,88.5,17.6,13.5,2.73,0.4,1435,5.39,37.9,97.7,2582,1.94,18.3,41.9,231
0,And70,54.19651484,0.769666478,19.66148003,7.230200247,1.769233332,6.087362143,6.327258188,3.958284743,0.70414,0.512889,18.792,15.581,38.52,139,227,84.2,14.5,10,3.01,0.46,2800,6.82,53.4,108,2560,2.95,29.4,37.5,353
0,And71,74.00055571,0.190052792,14.8741317,1.422617394,0.450125035,1.670464018,4.561267019,2.83078633,0.704135,0.512823,18.963,15.631,38.71,20.3,36.3,14.8,2.8,2.11,0.94,0.15,878,3.5,7.39,71.4,288,0.68,7.38,10,119
0,And72,71.96639701,0.250022224,15.62138857,2.011289892,0.610054227,2.310205352,4.570406258,2.660236465,0.704187,0.512839,18.951,15.637,38.716,20.9,36.8,14.9,2.88,2.29,0.99,0.17,912,3.61,6.5,63.6,353,0.53,6.74,10.5,128
0,And73,63.76748834,0.489673551,17.14856762,4.263824117,2.598267821,4.497001999,4.257161892,2.978014657,0.704368,0.512739,18.816,15.644,38.754,28.3,49.6,21.1,4.11,3.19,1.44,0.23,1054,3.85,11,96.6,894,0.95,14.3,15.6,140
0,And74,64.08270452,0.388923977,16.85337234,4.952963468,2.542964465,5.225542665,4.17843965,1.775088921,0.703947,0.512888,18.958,15.597,38.698,12,20.9,9.92,2.28,1.99,0.78,0.12,782,2.39,2.49,40,534,0.18,3.06,9.2,81
0,And75,56.20007987,1.038338658,15.56509585,8.087060703,5.251597444,7.158546326,3.714057508,2.985223642,0.704144,0.512845,18.936,15.618,38.728,60.9,110,52.8,10.5,7.68,1.57,0.24,1283,6.36,11.2,86,1245,0.71,17.1,23.2,240
0,And76,55.54338081,1.05588206,18.1591792,8.367367268,3.924693695,7.112262178,4.163761331,1.673473454,0.704374,0.512751,18.924,15.643,38.762,26.5,49.3,24.3,5.3,4.45,1.47,0.22,782,3.7,7.99,37.5,875,0.49,4.89,18.2,132
0,And77,57.33746473,0.906324351,15.95529243,7.425441266,5.836330438,6.882089304,3.565539755,2.091517734,0.704163,0.512793,18.985,15.703,38.978,24,45.2,21.6,4.79,4.17,1.58,0.24,614,4.08,8.25,73.9,594,0.95,11.9,18,145
0,And78,58.2995549,0.656056372,16.11314211,8.559658055,4.93036304,6.759368684,3.817055257,0.864801582,0.704084,0.512893,18.933,15.602,38.619,11.9,24.4,15,3.97,3.88,1.49,0.24,485,3.43,4.24,21.9,438,0.3,0.99,18.2,120
0,And80,57.93837287,1.21702505,16.17047218,7.725559743,4.26956329,6.174905786,3.840611838,2.663489249,0.706826,0.5123,18.663,15.634,38.587,38.9,73.6,34.6,6.41,4.92,1.48,0.21,912,4.88,16.4,77.1,693,1.11,5.14,18,217
0,And81,76.85984381,0.133579942,12.97780518,0.55487053,0.082203042,0.56514591,2.794903411,6.031648171,0.70713,0.512401,18.886,15.621,38.876,25,48,18,3.4,2.8,1.6,0.26,340,2.3,19,248,46,1.9,28,14,83
0,And82,76.17351215,0.104777871,13.78876781,0.764878458,0.188600168,0.712489522,3.153813915,5.113160101,0.70811,0.512459,18.932,15.641,38.864,17,31,13,2.9,2.6,1.6,0.25,1063,2,29,131,108,1.7,9,14,70
0,And83,71.62275199,0.313676286,15.65244668,1.934337097,0.878293601,1.944792974,3.189042242,4.464659138,0.70781,0.512404,18.954,15.636,38.855,41,75,28,4.8,3.6,1.7,0.28,1024,3,25,131,367,1.4,13,15,177
0,And84,76.34854772,0.114107884,13.08091286,0.736514523,0.197095436,0.829875519,3.298755187,5.394190871,0.70715,0.512504,18.942,15.642,38.888,26,47,19,3.7,3.2,2.1,0.33,596,2.6,23,206,62,1.9,15,19,85
0,And85,68.36531404,0.366991716,14.57481388,2.537485582,1.111460627,5.400020971,3.743315508,3.900597672,0.70669,0.512492,18.962,15.643,39.001,34,59,20,3.2,2.4,1.1,0.19,335,2.8,29,146,301,2.3,27,8,122
0,And86,76.08470002,0.11417895,13.03716006,0.73697322,0.166078472,1.162549305,3.24891011,5.449449865,0.70791,0.512483,18.939,15.639,38.877,29,54,21,4,3.5,2.2,0.34,609,2.5,22,197,61,1.9,15,22,84
0,And87,65.04477612,0.427860697,17.5920398,4.268656716,1.671641791,5.303482587,4.587064677,1.104477612,0.704202,0.512861,18.889,15.587,38.552,6.7,14.3,7.7,1.8,1.5,0.7,0.1,597,1.9,2.6,17.9,481,0.2,1,8.6,94
0,And88,63.39928058,0.509592326,17.29616307,5.355715428,2.338129496,5.555555556,4.556354916,0.989208633,0.704161,0.512886,18.868,15.596,38.565,6.5,13.8,8.3,2,1.8,0.8,0.1,480,1.8,2.8,15.8,524,0.3,0.8,8.9,93
0,And89,64.82442139,0.428970471,17.55786113,4.329608939,1.705905826,5.317238627,4.71867518,1.117318436,0.704165,0.512895,18.906,15.604,38.619,6.5,13.9,7.6,1.6,1.4,0.8,0.1,587,1.9,2.8,17.8,482,0.3,1,8.4,94
0,And90,64.14227196,0.449595364,17.67409332,4.635827755,1.858327505,5.505045459,4.655809771,1.079028874,0.704153,0.51293,18.912,15.587,38.566,6.6,13.7,8,1.7,1.6,0.7,0.1,555,2,2.8,17.1,485,0.3,0.9,8.6,92
0,And91,62.93671391,0.558993811,17.23896985,5.659812338,2.415651827,5.719704532,4.43202236,1.038131364,0.704115,0.512913,18.933,15.609,38.645,7,14.9,9.2,2,2.2,1.1,0.2,589,2.2,3.1,16.8,464,0.3,1,10.2,91
0,And92,62.77,0.48,17.04,5.82,2.7,5.43,3.99,1.77,0.704041,0.512903,19.017,15.593,38.78,14.2,26.5,13.6,2.8,2.5,1.2,0.2,723,2.3,3.3,45,518,0.2,3.4,13.2,105
0,And93,62.60851803,0.480032683,16.7500766,6.066796037,2.726994178,5.627617199,3.921969155,1.817996119,0.704002,0.512889,18.957,15.575,38.69,12.7,23.9,12.4,2.5,2,0.9,0.1,757,2.4,3,44.1,526,0.2,3.4,9.9,105
0,And94,62.95844763,0.487656202,17.04764807,5.628365336,2.885299197,5.221985167,3.901249619,1.869348776,0.704007,0.51287,18.999,15.577,38.738,12,21.9,11.1,2.3,1.8,0.8,0.1,788,2.5,3.3,46.3,492,0.2,3.4,8.4,109
0,And95,61.92568917,0.499400719,16.669996,5.9029165,3.695565322,5.842988414,4.105073911,1.358369956,0.704038,0.512918,18.945,15.589,38.654,8.9,17.2,9,2.1,2.2,0.8,0.1,659,2.2,3.1,28.1,487,0.2,1.9,8.4,95
0,And96,62.05659625,0.508170586,16.46074133,5.858907931,3.746512555,5.858907931,4.165005978,1.345157433,0.704095,0.512891,18.933,15.582,38.63,9.1,17.5,10.2,2.1,1.9,0.8,0.1,600,2.1,3.1,28,495,0.3,1.9,9,96
0,And97,62.5124925,0.469718169,16.95982411,5.676594044,2.918249051,5.656606036,4.02758345,1.77893264,0.70408,0.512874,18.957,15.575,38.69,12.3,23.2,11,2.3,1.9,0.9,0.1,730,2.3,3.3,44.7,524,0.2,3.4,9.5,104
0,And98,62.35270819,0.485196554,16.65511437,5.990692148,3.168630557,5.644123181,3.940984256,1.762550748,0.703992,0.512862,19.018,15.589,38.728,12.9,24,12.2,2.5,2,0.9,0.1,754,2.4,3.2,45,506,0.3,3.6,9.9,103
0,And99,60.22715851,0.613126947,17.47914363,6.563473716,3.829530606,6.31219218,3.990350789,0.98502362,0.704104,0.512866,18.884,15.596,38.578,7.8,14,9.9,2.2,2.2,1,0.2,434,2.1,3.2,16.1,431,0.2,1.3,11.8,94
0,And100,59.58752515,0.613682093,16.99195171,7.484909457,4.004024145,6.468812877,3.963782696,0.885311871,0.704094,0.512934,18.927,15.596,38.638,8.6,13.7,11.4,2.6,3,1.1,0.2,447,1.9,2.8,16.4,376,0.1,0.7,14.8,74
0,And101,61.46641152,0.564004431,17.44385134,5.992547084,2.890522711,6.173834223,4.310605298,1.158223386,0.704071,0.51286,18.934,15.597,38.631,6.7,14,8.7,2,2.1,1.2,0.2,545,2,2.9,21.3,473,0.2,1.1,12.3,92
0,And102,57.1585573,0.759316615,17.12458787,7.952842442,5.235288241,7.003696673,3.746628035,1.019082825,0.704059,0.512838,18.94,15.607,38.652,12.9,20,14.1,3.3,3,1.1,0.2,482,2.3,3.7,15.5,537,0.3,1.8,12.3,96
0,And103,55.28578655,0.880121396,17.72382398,8.497723824,6.079919069,7.384926657,3.601416287,0.546282246,0.704144,0.512819,18.951,15.612,38.695,9.4,21.1,13.4,2.7,2.7,1.1,0.1,553,2.2,4.5,4.9,564,0.3,1.2,12.4,100
0,And104,56.2418136,0.937027708,18.67002519,8.070528967,3.25440806,7.506297229,4.060453401,1.259445844,0.70409,0.512957,18.955,15.621,38.717,20.8,25.7,19.1,4,3.9,1.6,0.3,578,2.7,5.6,24.6,527,0.3,2.3,22.6,132
0,And105,56.95324284,0.774258421,17.14429361,8.02413273,5.208647562,7.159376571,3.740573152,0.995475113,0.704053,0.512845,18.94,15.606,38.647,13.4,18.5,14,3.2,2.9,1.2,0.2,472,2,2.7,16.5,529,0.1,1.6,14.4,93
0,And106,65.79397845,0.926392106,15.75873527,5.880575974,1.258684926,3.484039875,4.138556037,2.759037358,0.704644,0.512548,19.057,15.654,38.872,28.8,58.5,27.5,5.9,5,2.1,0.3,817,5.6,12.6,85.8,418,0.8,9.1,25.2,265
0,And107,63.54292624,0.69528416,16.30390971,5.552196695,2.549375252,4.97783152,3.808948005,2.569528416,0.704562,0.512749,18.933,15.624,38.748,21.2,41.8,17.7,3.4,2.8,1.3,0.2,831,3.3,8.9,82.7,541,0.6,9.3,14.9,164
0,And108,67.83797468,0.698734177,15.5443038,3.665822785,1.346835443,3.230379747,3.817721519,3.858227848,0.704654,0.51271,19.026,15.626,38.763,32.1,63.5,28.8,5.3,4.6,2.1,0.3,987,6.9,12.1,149.4,343,0.8,15.3,27,329
0,And109,60.71285141,0.78313253,17.52008032,6.536144578,3.002008032,5.853413655,3.985943775,1.606425703,0.704454,0.512703,18.953,15.602,38.671,16.3,33.4,16.9,3,2.7,1.3,0.2,635,3.1,5.9,45.5,559,0.4,5,13.9,142
0,And110,57.25098395,0.958724392,16.38914118,7.296397215,5.358764759,7.225754365,3.491775154,2.028458977,0.704094,0.512806,18.977,15.632,38.781,29.2,57.7,26.6,5.3,4.1,1.5,0.3,818,3.9,11.1,52.2,727,0.6,8.6,18.5,187
