SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation,Member,MemberID,Source,FormationID,Polarity
51.53,2.251,16.2,11.9,nan,nan,0.177,4.75,7.86,3.44,1.5,0.394,152,244,35,236,88,3,159,36,18,1.8,13,124,56,0.4,1,4,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
51.1,2.7,15.48,12.83,nan,nan,0.199,4.07,7.42,3.79,1.8,0.6,76,222,42,321,239,5,262,72,25,5.2,19,142,79,1,4,13,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
52.74,2.514,13.84,13.27,nan,nan,0.204,4.24,8.06,3.31,1.46,0.359,208,362,30,321,129,6,344,109,23,4.6,19,91,91,2,7,27,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
51.24,2.885,16.25,12.47,nan,nan,0.204,3.26,7.12,4,1.91,0.664,42,56,44,481,390,10,188,111,40,6.4,19,308,112,3,14,17,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.1,2.43,16.59,12.46,nan,nan,0.196,6.32,9.07,3.44,0.97,0.426,45,153,41,335,206,12,270,112,31,6.2,20,148,94,4,8,19,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
53.11,2.333,15.92,11.46,nan,nan,0.18,3.22,6.43,4.34,2.24,0.756,172,290,30,335,178,6,396,117,25,5.8,20,151,95,2,10,23,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.14,2.101,15.96,11.78,nan,nan,0.182,7.93,10.25,2.9,0.53,0.246,40,135,41,348,193,9,267,119,33,6.5,20,155,99,2,10,26,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.36,1.955,17.52,11.8,nan,nan,0.169,6.57,9.3,3.3,0.72,0.3,60,158,41,320,241,9,318,123,30,8.1,19,128,102,3,14,28,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
52.98,1.784,16.42,10.1,nan,nan,0.159,4.63,7.88,3.58,1.99,0.492,168,315,31,353,183,7,371,124,27,9.1,21,154,96,2,11,24,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.35,2.26,15.26,13.06,nan,nan,0.199,7.43,9.32,3.12,0.7,0.306,40,83,38,321,237,13,321,125,31,7.7,18,130,94,1,13,25,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.15,2.634,16.5,13.39,nan,nan,0.194,5.73,8.55,3.38,1.05,0.425,43,105,36,314,236,10,291,125,33,7.3,19,125,96,3,13,23,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
51.68,2.089,16.05,11.23,nan,nan,0.19,4.78,8.11,3.59,1.79,0.494,101,169,23,270,238,7,523,127,24,9.4,24,173,81,2,15,28,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.32,2.094,18.98,10.71,nan,nan,0.155,4.47,9.45,3.53,0.92,0.381,137,135,27,267,273,27,611,129,27,8.5,20,88,101,3,9,31,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.45,3.238,14.53,14.11,nan,nan,0.229,4.3,7.88,3.83,1.76,0.685,120,127,30,285,238,58,370,133,30,8.1,23,94,99,4,13,28,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.46,1.814,14.69,10.69,nan,nan,0.175,9.68,10.17,2.53,0.59,0.211,116,131,32,317,221,5,408,141,32,9,21,82,104,3,12,28,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.47,1.837,15.97,11.11,nan,nan,0.173,8.69,10.51,2.56,0.48,0.193,32,85,40,368,259,15,236,150,40,9.2,20,163,107,3,18,30,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
52.31,2.633,15.71,11.66,nan,nan,0.183,3.83,7.13,3.75,2.13,0.653,114,191,27,332,268,12,440,154,28,9.2,23,137,97,3,14,30,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.11,1.991,16.4,11.41,nan,nan,0.187,6.03,8.82,3.41,1.24,0.401,14,9,34,320,641,47,328,156,32,10.1,20,20,114,8,22,42,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.42,2.408,14.72,11.58,nan,nan,0.19,6.33,10.33,2.91,0.82,0.29,21,17,36,361,577,38,318,161,35,10.5,23,35,124,9,21,47,3,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.32,2.804,15.17,12.36,nan,nan,0.195,5.12,9.2,3.26,1.19,0.386,15,18,36,383,539,37,315,161,34,9.9,21,20,127,9,23,49,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
51.19,2.636,15.6,11.88,nan,nan,0.195,4.45,8.03,3.24,2.17,0.598,24,35,41,420,399,19,200,161,39,10.5,20,225,107,2,13,31,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.43,2.222,16.47,11.12,nan,nan,0.177,6.35,10.01,3.08,0.83,0.313,63,114,28,266,308,19,399,161,33,11.3,22,93,102,4,15,35,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.64,2.637,15.28,12.19,nan,nan,0.196,5.34,8.18,3.5,1.52,0.524,21,21,37,382,606,31,329,165,36,10.5,22,24,133,7,20,55,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.39,2.002,16.04,11.5,nan,nan,0.181,8.08,10.13,2.91,0.51,0.251,46,96,31,274,343,21,356,165,33,11.8,21,100,103,4,14,44,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.43,2.822,14.87,13.07,nan,nan,0.213,5.36,8.93,3.47,1.3,0.532,47,80,26,256,340,25,375,167,32,12,22,68,111,4,18,40,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.6,1.959,16.12,10.28,nan,nan,0.167,6.75,10.35,2.85,0.69,0.232,14,9,35,370,586,31,320,173,35,10.5,20,37,131,8,23,43,5,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.01,2.971,14.65,13.34,nan,nan,0.209,4.86,8.25,3.47,1.66,0.582,18,13,33,332,594,38,310,176,32,12.1,22,39,122,11,20,46,4,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.38,1.911,16.25,10.96,nan,nan,0.176,7.16,10.21,3.08,0.56,0.305,154,93,24,236,281,17,379,176,33,12.5,21,155,117,5,15,40,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.61,1.974,17.93,10.17,nan,nan,0.158,5.88,10.38,3,0.62,0.282,48,111,36,345,422,27,337,176,33,12.5,21,85,120,6,19,39,3,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
50.73,2.741,14.87,12.5,nan,nan,0.196,5.18,8.95,3.07,1.37,0.393,15,12,31,334,701,47,346,184,35,12,22,13,125,11,27,54,4,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.89,2.969,14.68,13.42,nan,nan,0.211,4.91,8.28,3.37,1.69,0.572,19,16,34,367,577,35,310,187,35,11.9,22,39,122,9,23,50,3,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.35,2.09,17.14,12,nan,nan,0.186,5.82,8.39,3.51,1.13,0.383,90,123,30,269,396,18,374,187,38,12.9,22,127,118,3,22,43,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.81,2.112,16.33,11.5,nan,nan,0.187,6,9.25,3.3,1.12,0.379,31,34,33,341,814,51,349,188,35,12.2,22,76,124,8,24,44,4,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.5,1.951,16.69,11.59,nan,nan,0.188,7.52,9.75,2.77,0.72,0.296,28,52,39,404,320,20,249,188,45,11.6,22,169,121,4,17,35,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.71,1.86,15.26,10.41,nan,nan,0.171,8.66,10.43,2.61,0.68,0.209,26,13,37,380,547,32,311,189,37,12,21,91,129,8,21,49,3,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.46,2.737,15.53,13.38,nan,nan,0.198,6.18,8.58,3.12,1.36,0.464,63,80,26,252,395,17,427,189,34,13.2,21,107,112,5,21,45,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.54,2.14,19.24,10.48,nan,nan,0.163,3.96,9.28,3.71,1.06,0.412,29,19,38,426,506,14,314,189,43,10.7,20,121,132,8,18,46,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.46,1.903,15.87,12.6,nan,nan,0.176,7.99,9.01,3.07,0.64,0.286,23,52,32,298,410,22,345,190,38,13.4,24,65,117,4,19,42,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.39,1.814,14.74,10.46,nan,nan,0.172,9.82,10.29,2.57,0.55,0.207,146,103,27,259,307,20,368,192,36,13.7,23,177,124,3,18,39,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.59,2.577,16.28,13.17,nan,nan,0.196,5.91,8.36,3.43,1.07,0.425,45,78,34,342,374,24,302,194,41,12.8,22,106,122,6,21,47,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.92,2.076,17.27,11.38,nan,nan,0.171,6.11,9.89,3.22,0.67,0.294,83,120,29,267,407,25,370,195,37,12.2,22,118,116,3,22,44,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.57,3.005,15.07,13.41,nan,nan,0.213,5.63,8.76,3.52,1.26,0.563,21,32,39,409,360,25,246,197,46,12.4,21,168,124,5,15,42,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
52.62,2.395,15.35,11.98,nan,nan,0.187,4.2,7.01,3.56,2.21,0.49,74,138,33,387,321,21,373,197,34,12.6,24,172,112,3,17,43,0.1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.02,1.676,14.17,11.35,nan,nan,0.184,10.45,9.99,2.46,0.48,0.217,103,110,29,258,354,22,368,199,35,14.2,24,151,115,3,20,48,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.91,2.755,14.73,12.7,nan,nan,0.202,5.68,9.33,3.18,1.1,0.395,13,9,32,355,695,53,309,203,36,11.9,22,16,131,10,20,56,5,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.86,1.997,17.13,12.19,nan,nan,0.185,6.11,8.66,3.62,0.9,0.349,45,105,37,380,391,23,320,210,45,14.6,23,133,129,4,23,46,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.64,1.644,16.66,10.66,nan,nan,0.168,8.29,10.43,2.69,0.6,0.211,35,55,39,400,391,24,250,211,46,15.5,22,131,132,4,18,45,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.54,2.531,15.59,12.46,nan,nan,0.197,5.46,9.06,3.4,1.29,0.461,27,20,38,410,515,27,287,212,46,13.4,22,79,138,7,21,48,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.19,2.795,15.3,13.24,nan,nan,0.204,5.34,8.71,3.37,1.33,0.514,72,76,29,264,429,26,381,213,39,14.9,21,112,123,5,21,45,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.08,2.006,16.14,11.44,nan,nan,0.17,7.63,9.8,2.92,0.58,0.237,89,108,30,286,429,26,345,214,41,14.7,22,128,123,5,24,48,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.89,2.166,15.95,11.59,nan,nan,0.184,5.83,9.55,3.13,1.28,0.413,21,14,33,371,670,41,300,217,42,13.9,22,41,144,10,25,57,4,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.95,2.895,15.36,13.13,nan,nan,0.214,5.31,8.96,3.48,1.2,0.499,90,96,27,257,405,23,401,227,39,16.6,23,156,129,5,28,51,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.78,2.367,16.44,12.57,nan,nan,0.197,5.86,9.02,3.39,0.98,0.399,18,12,38,444,447,25,259,232,50,15.5,22,104,137,6,20,49,1,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.84,2.227,15.55,11.98,nan,nan,0.186,7.16,10.15,2.89,0.72,0.29,34,70,41,437,436,9,318,237,52,16.1,23,163,144,5,25,53,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.81,3.268,14.23,14.48,nan,nan,0.22,5.05,8.29,3.58,1.47,0.595,18,26,37,400,459,30,261,244,51,17.5,23,74,137,6,27,53,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.03,2.652,15.01,12.83,nan,nan,0.199,6.07,10.03,3.17,0.69,0.319,64,92,30,287,469,30,349,246,43,18.4,22,133,131,7,27,58,2,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
48.79,2.778,15.6,13.07,nan,nan,0.194,5.99,8.73,3,1.38,0.471,21,22,38,408,455,36,262,246,51,16.6,22,79,139,6,28,55,3,nan,Steens,Undifferentiated,47,WolffGRData,0,nan
49.64,1.852,16.55,11.61,nan,nan,0.174,6.98,9.35,2.57,1.03,0.242,133,120,30,256,216,24,527,134,26,10,18,94,92,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
49.24,1.921,16.53,11.48,nan,nan,0.177,6.8,9.36,1.9,2.35,0.246,110,120,29,276,189,65,324,135,30,11.9,20,98,93,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
49.99,2.066,16.17,11.64,nan,nan,0.171,6.45,9.53,3,0.71,0.264,117,128,33,268,244,14,391,149,30,13,20,129,102,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
50.07,2.221,16,12.48,nan,nan,0.203,5.63,7.97,4.7,0.45,0.267,95,137,30,302,163,8,378,151,29,12.3,17,168,107,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
49.31,2.405,16.59,12.57,nan,nan,0.175,6.38,8.75,2.79,0.72,0.309,121,135,30,268,261,12,354,164,31,13.6,24,175,109,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
51.3,2.226,16.38,11.06,nan,nan,0.163,5.48,9.11,3.04,0.94,0.287,43,81,31,259,321,25,368,165,31,14.6,24,106,104,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
51.28,2.703,14.15,13.37,nan,nan,0.206,4.6,9.14,3.19,0.98,0.378,41,111,35,375,371,20,321,198,42,16,21,135,128,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
52.86,2.777,13.33,13.87,nan,nan,0.235,4,8.05,3.25,1.15,0.48,13,25,33,392,447,30,315,228,47,20.1,22,82,135,nan,nan,nan,nan,nan,Imnaha,Undifferentiated,47,Reidel2002,1,1
52.21,1.793,14.94,11.42,nan,nan,0.19,4.87,10.4,3.08,0.66,0.223,65,152,47,346,216,12,269,124,33,9.1,20,160,104,0.4,24,31,0.1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.91,1.56,15.95,11.02,nan,nan,0.183,5.24,10.51,2.74,0.47,0.223,37,105,41,304,198,12,283,124,32,9.2,18,134,92,3,1,29,1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.44,1.85,17.64,12.28,nan,nan,0.189,4.85,9.47,3.2,0.56,0.297,117,44,25,297,252,8,487,127,29,10,21,115,99,4,2,30,1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.53,1.848,16.51,11.59,nan,nan,0.173,6.97,9.33,2.57,1.03,0.242,133,120,30,256,216,24,527,134,26,10,18,94,92,4,21,46,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.14,1.917,16.5,11.45,nan,nan,0.177,6.79,9.35,1.89,2.34,0.245,110,120,29,276,189,65,324,135,30,11.9,20,98,93,6,17,42,3,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.59,1.866,14.73,12.37,nan,nan,0.217,5.19,10.11,2.89,0.56,0.277,29,89,41,371,208,14,235,141,38,10.8,21,169,100,5,6,20,3,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
50.28,2.105,15.65,11.61,nan,nan,0.172,6.51,9.49,3.04,0.66,0.28,102,125,29,315,212,16,376,148,33,12.2,21,95,99,6,2,22,0.1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.88,2.062,16.14,11.62,nan,nan,0.171,6.44,9.51,2.99,0.71,0.263,117,128,33,268,244,14,391,149,30,13,20,129,102,4,21,46,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.97,2.216,15.97,12.46,nan,nan,0.203,5.62,7.95,4.69,0.45,0.267,95,137,30,302,163,8,378,151,29,12.3,17,168,107,4,21,46,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
53.8,1.864,14.5,10.88,nan,nan,0.167,4.87,9.21,3.14,1.07,0.289,24,100,35,333,373,27,346,153,30,11,19,87,101,3,10,38,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.46,2.401,15.63,12.23,nan,nan,0.183,6.32,9.64,2.93,0.69,0.301,101,115,32,322,221,15,363,162,35,11.7,20,132,112,5,12,48,1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.5,2.37,15.89,12.24,nan,nan,0.186,5.92,9.84,2.89,0.64,0.301,102,101,30,308,266,12,385,163,34,12.3,24,137,110,1,20,30,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
49.2,2.4,16.55,12.54,nan,nan,0.175,6.37,8.73,2.78,0.72,0.309,121,135,30,268,261,12,354,164,31,13.6,24,175,109,4,21,46,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.2,2.221,16.35,11.04,nan,nan,0.162,5.47,9.09,3.04,0.94,0.287,43,81,31,259,321,25,368,165,31,14.6,24,106,104,6,17,42,3,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
50.7,2.367,16.27,11.74,nan,nan,0.182,5.66,8.68,3.14,0.71,0.322,100,81,22,256,316,18,383,176,34,12.9,25,127,110,3,18,42,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
50.39,2.603,16.71,12.07,nan,nan,0.14,4.08,9.3,3.2,0.92,0.347,134,90,27,282,327,18,379,183,35,13.7,26,151,128,2,13,37,1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
50.53,2.455,15.47,12.17,nan,nan,0.167,5.48,9,3.12,1.01,0.366,78,118,28,259,372,26,368,184,37,18.4,23,110,113,9,2,46,4,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.16,2.697,14.11,13.34,nan,nan,0.205,4.58,9.12,3.18,0.98,0.377,41,111,35,375,371,20,321,198,42,16,21,135,128,6,17,42,3,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.65,2.58,13.71,13.02,nan,nan,0.216,4.91,9.16,3.08,1.05,0.394,30,84,37,358,376,25,285,204,43,16.8,23,135,123,3,22,47,4,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.61,2.612,13.55,13.35,nan,nan,0.211,4.79,9.09,3.06,1.1,0.397,29,89,40,376,385,24,286,208,44,17.7,22,124,124,10,9,46,4,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
50.67,2.765,14.81,12.58,nan,nan,0.194,4.51,9.66,3.15,0.98,0.418,45,104,37,388,388,22,353,209,45,15.2,23,147,135,6,20,50,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.03,2.598,13.85,12.98,nan,nan,0.217,4.84,8.88,2.94,1.02,0.396,36,73,38,377,400,25,298,215,42,14.6,20,143,132,7,27,47,4,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.37,2.602,13.69,12.99,nan,nan,0.225,4.79,8.77,2.87,1.07,0.396,35,74,38,374,413,26,297,218,42,14.8,21,140,132,9,26,45,6,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.26,2.613,13.73,12.99,nan,nan,0.219,4.79,8.77,2.92,1.08,0.39,31,72,38,378,420,27,295,218,42,15,21,143,133,9,23,49,6,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.93,2.665,13.58,13.41,nan,nan,0.227,4.78,8.62,3.12,1.01,0.393,35,67,37,383,437,25,288,219,43,14.4,19,149,134,9,21,46,5,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.38,2.61,13.59,13.09,nan,nan,0.226,4.74,8.71,2.93,1.09,0.395,34,70,38,376,420,28,295,219,42,15.1,21,142,135,11,24,45,5,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.54,2.618,13.61,13.05,nan,nan,0.221,4.77,8.51,3.01,1.05,0.385,33,64,37,375,434,28,292,219,43,14.9,19,145,128,11,24,45,6,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.94,2.611,13.92,12.35,nan,nan,0.206,4.54,8.75,3.05,0.99,0.394,34,74,39,377,441,22,303,219,40,14.6,21,136,130,13,24,44,4,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
53.41,2.573,13.43,12.86,nan,nan,0.218,4.62,8.31,2.81,1.12,0.39,32,67,37,367,425,29,290,220,43,15.2,20,140,128,8,26,49,5,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.28,2.589,13.75,13.08,nan,nan,0.216,4.74,8.74,2.91,1.04,0.405,41,71,37,376,414,27,299,220,43,15.3,21,144,132,8,25,46,6,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.17,2.619,13.9,12.92,nan,nan,0.216,4.73,8.85,2.95,1,0.405,34,69,38,380,440,26,306,221,43,15.7,20,139,129,8,24,48,6,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.43,2.584,13.97,12.67,nan,nan,0.215,4.73,8.86,2.91,0.98,0.399,35,70,38,370,419,24,309,221,42,15,19,138,134,8,25,49,5,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.02,2.995,13.27,14.02,nan,nan,0.227,4.24,8.26,3.16,1.14,0.447,13,33,38,398,407,37,261,223,50,19.8,22,84,128,7,15,44,2,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.74,2.771,13.3,13.84,nan,nan,0.234,3.99,8.03,3.24,1.15,0.479,13,25,33,392,447,30,315,228,47,20.1,22,82,135,6,17,42,3,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
52.61,3.061,14.27,12.27,nan,nan,0.211,3.75,8.69,3.21,1.22,0.463,41,50,39,385,454,33,299,234,46,18.8,21,98,135,6,18,57,0.1,nan,Imnaha,Undifferentiated,47,WolffDatabase,1,1
51.58,3.005,14.23,13.43,nan,nan,0.223,4.12,8.79,3.14,1.04,0.446,151,236,33,231,72,3,171,39,18,0.4,15,120,56,0.4,2,3,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.59,1.92,16.32,10.87,nan,nan,0.17,5.02,9.9,3.04,0.87,0.305,137,242,36,246,103,4,173,42,19,2.5,16,125,60,0.4,3,1,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.26,1.718,14.75,12.15,nan,nan,0.199,5.88,10.6,2.75,0.48,0.207,102,193,36,300,222,7,204,52,22,3.6,19,127,79,0.4,10,9,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.38,2.426,14.53,12.85,nan,nan,0.21,5.13,9.01,3.15,0.95,0.359,58,185,40,263,159,3,185,54,20,2.8,17,141,64,0.4,2,14,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.41,2.011,14.84,12.62,nan,nan,0.219,4.98,10.07,2.92,0.64,0.287,75,204,41,341,267,3,276,74,25,4.4,20,172,82,0.4,4,13,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.36,1.65,16.29,11.08,nan,nan,0.187,5.08,10.72,2.93,0.47,0.224,73,188,40,306,197,6,232,74,24,4.4,18,153,75,1,10,13,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.36,2.646,13.73,13.74,nan,nan,0.225,4.97,8.82,3.08,1.05,0.389,53,125,43,367,265,7,208,92,31,4.4,19,147,92,2,9,18,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.36,1.571,16.23,10.99,nan,nan,0.189,5.27,10.92,2.8,0.45,0.214,34,29,43,526,465,16,199,96,36,5.3,19,208,117,4,11,22,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.38,2.095,16.6,10.82,nan,nan,0.173,4.81,9.62,3.18,0.96,0.352,32,31,43,469,391,16,201,96,36,5.4,20,231,116,5,10,23,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.4,3.227,13.11,14.61,nan,nan,0.239,4.22,8.38,3.24,1.12,0.453,41,122,47,379,292,6,217,108,33,6.7,19,192,94,2,10,22,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.19,1.928,14.78,12.6,nan,nan,0.225,5.25,10.26,2.93,0.57,0.274,38,91,45,353,301,10,227,109,30,6,19,165,89,0.4,13,20,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
52.4,2.417,14.51,11.95,nan,nan,0.184,4.82,9.5,2.99,0.85,0.368,248,640,31,294,191,8,344,111,23,8.4,19,100,89,2,10,19,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.21,1.627,15.14,11.77,nan,nan,0.2,5.88,10.67,2.82,0.48,0.196,51,43,41,351,489,13,294,115,32,6.9,20,204,96,5,10,26,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.91,2.893,13.28,14.33,nan,nan,0.235,4.24,8.3,3.24,1.14,0.419,264,488,31,299,167,9,305,123,25,8.5,18,113,92,3,10,26,1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
52.43,2.479,14.46,11.94,nan,nan,0.187,4.82,9.38,3.04,0.9,0.374,267,516,29,298,169,11,302,123,25,9.4,17,173,88,2,12,26,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
52.52,2.856,13.25,14.01,nan,nan,0.241,4.04,8.18,3.24,1.17,0.492,205,411,30,305,167,13,301,127,25,11.2,18,129,86,3,11,24,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.77,2.283,14.26,13.31,nan,nan,0.231,4.57,9.51,3,0.72,0.342,249,663,29,296,230,9,337,131,24,10.1,18,132,92,2,10,27,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
52.25,2.18,15.2,11.64,nan,nan,0.195,4.64,9.68,3.04,0.83,0.335,112,158,27,305,237,12,499,131,24,7.1,20,147,87,3,12,33,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
51.86,3.012,13.59,13.8,nan,nan,0.229,4.26,8.33,3.24,1.24,0.44,138,294,30,312,212,14,316,137,28,8.4,20,169,91,3,11,28,1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
52.26,2.366,13.91,13.62,nan,nan,0.232,4.29,8.87,3.09,1.01,0.364,133,242,31,378,270,11,415,147,28,10.7,23,148,102,3,18,34,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
50.61,2.711,15.35,12.85,nan,nan,0.192,4.83,8.68,3.26,1.12,0.406,21,20,35,321,467,33,327,147,30,9.7,20,34,110,7,18,34,1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
50.17,2.505,15.78,12.19,nan,nan,0.169,5.46,9.2,3.15,1.01,0.363,17,34,36,298,484,30,320,148,30,9.2,22,17,115,7,18,37,2,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
49.15,2.496,16.21,12.52,nan,nan,0.168,6.72,8.66,2.9,0.85,0.325,107,127,31,314,244,15,368,148,32,10.1,21,86,106,3,15,33,0.1,nan,Imnaha,Undifferentiated,47,WolffGRData,1,1
