SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation,Member,MemberID,Source,FormationID,Polarity
54.57,2.189,13.91,11.68,nan,nan,0.198,4.15,8.04,3.31,1.35,0.376,10,31,36,367,579,33,329,164,37,11.5,23,22,124,8,19,30,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.67,2.201,13.94,11.42,nan,nan,0.243,4.15,8.01,3.15,1.59,0.38,13,22,40,388,662,34,331,164,40,12.6,21,20,124,4,8,41,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.36,1.996,13.96,10.93,nan,nan,0.214,4.18,7.94,3.31,1.5,0.374,5,32,35,387,529,32,329,164,39,12.3,22,42,127,8,13,41,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.31,2.175,13.96,12.91,nan,nan,0.2,3.84,7.73,2.89,1.4,0.369,70,15,35,356,482,34,330,164,34,13.5,20,21,121,7,20,46,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.84,2.217,14,11.23,nan,nan,0.226,4.04,8.12,3.12,1.55,0.406,9,22,36,387,672,34,335,164,38,11.4,22,19,129,5,31,54,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.99,1.903,14.01,11.95,nan,nan,0.212,4.55,8.53,2.93,1.32,0.397,9,44,33,280,511,33,306,164,37,12,22,31,119,5,31,40,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.09,2.199,14.06,10.85,nan,nan,0.225,4.24,8.06,3.33,1.32,0.365,11,31,39,374,837,32,336,164,39,12.4,22,19,126,8,30,36,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.9,1.825,14.06,11.56,nan,nan,0.209,4.96,8.75,2.99,1.22,0.314,17,41,37,313,495,31,312,164,35,11.7,19,35,118,5,18,41,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.75,1.883,14.19,11.59,nan,nan,0.194,4.41,8.07,2.96,1.38,0.337,9,11,34,363,571,33,335,164,36,10.3,19,39,119,7,20,45,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.99,1.952,14.26,11.17,nan,nan,0.204,3.98,8.65,2.85,1.31,0.42,3,44,35,277,526,29,314,164,36,14.1,22,23,119,10,10,48,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.11,2.204,14.32,10.73,nan,nan,0.199,4.12,8,3.42,1.32,0.345,12,34,35,354,593,32,342,164,37,12.6,21,23,137,4,18,54,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.41,1.957,14.37,10,nan,nan,0.199,4.24,8.8,3.03,1.39,0.393,3,45,32,303,545,30,325,164,40,12.6,22,22,126,4,18,55,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.19,1.995,14.56,9.79,nan,nan,0.21,4.54,8.99,2.82,1.27,0.402,8,48,36,301,518,26,327,164,38,12.4,21,21,128,7,18,35,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.76,1.935,14.62,9.63,nan,nan,0.181,4.39,8.27,3.26,1.39,0.338,5,19,40,337,594,30,345,164,40,13.7,23,30,124,6,37,54,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.03,1.894,14.78,11.83,nan,nan,0.213,5.05,9.08,2.77,0.84,0.288,19,48,37,335,480,24,324,164,36,11,22,38,124,5,17,44,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.96,2.198,13.64,12.05,nan,nan,0.205,3.88,7.75,2.97,1.73,0.382,10,29,34,412,627,39,320,165,35,12.5,21,31,129,6,40,29,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.33,2.112,13.77,11.53,nan,nan,0.192,4.04,7.68,3.34,1.43,0.344,0.5,17,36,363,572,31,320,165,35,11.3,25,8,122,5,25,42,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.79,2.236,13.81,11.52,nan,nan,0.213,4.14,7.94,3.06,1.66,0.401,6,31,36,376,568,34,323,165,39,11.6,21,29,132,8,17,43,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.85,2.014,13.81,12.09,nan,nan,0.219,4.06,7.86,3.13,1.34,0.391,1,32,38,366,577,38,334,165,41,12.9,23,48,124,6,26,44,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.51,2.237,13.9,11.97,nan,nan,0.206,4.03,7.83,3.13,1.57,0.388,0.5,32,34,383,539,31,321,165,38,12.7,21,13,122,2,18,53,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.85,2.269,13.94,11.16,nan,nan,0.211,4.14,8.01,3.17,1.58,0.434,12,29,39,382,607,35,323,165,38,12.7,22,17,127,4,24,48,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.22,1.92,14.02,11.7,nan,nan,0.172,4.23,7.64,3.12,1.45,0.303,4,18,37,348,610,38,325,165,35,11.6,22,22,115,9,15,25,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.32,1.971,14.04,10.92,nan,nan,0.204,4.23,7.94,3.18,1.61,0.363,12,31,36,362,602,36,323,165,39,12.2,22,43,121,7,14,46,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.71,2.145,14.08,11.25,nan,nan,0.202,4.24,8.08,3.12,1.58,0.364,8,7,34,380,579,36,333,165,37,10.2,21,16,129,7,15,42,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.63,1.95,14.2,12.22,nan,nan,0.175,4,7.75,3.26,1.3,0.292,5,23,37,327,616,29,328,165,36,9.7,23,25,113,5,15,36,8,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.87,2.306,14.29,10.23,nan,nan,0.199,3.83,7.95,3.13,1.54,0.405,12,30,38,377,631,36,338,165,38,12.4,22,23,132,9,9,56,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.96,1.956,14.33,10.36,nan,nan,0.215,4.35,8.8,3.05,1.36,0.398,11,48,37,304,542,31,320,165,38,12.1,22,32,126,7,17,55,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.86,2.113,14.34,9.79,nan,nan,0.19,4.14,8.15,3.13,1.66,0.403,5,29,33,333,590,42,342,165,36,13.5,22,23,121,2,31,37,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.18,1.965,14.34,10.42,nan,nan,0.199,4.17,8.82,2.95,1.34,0.403,4,51,34,281,565,30,321,165,37,13,24,21,118,5,2,45,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.13,1.965,14.4,10.17,nan,nan,0.24,4.2,8.85,2.92,1.43,0.439,7,41,33,289,808,31,328,165,36,12.6,24,22,118,6,24,40,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.35,1.979,14.56,10.62,nan,nan,0.203,4.54,8.85,3.05,1.22,0.403,8,48,33,295,607,26,324,165,40,12.7,19,19,123,1,10,53,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.37,1.9,14.69,11.59,nan,nan,0.192,4.87,9.06,2.85,0.94,0.314,18,48,37,330,445,24,320,165,36,11.1,22,39,122,6,20,44,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.43,1.975,15.24,9.48,nan,nan,0.182,4.36,8.27,3.31,1.18,0.325,13,40,33,359,802,28,355,165,42,13.1,26,43,126,6,20,46,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.37,2.225,13.68,11.17,nan,nan,0.212,4.2,7.75,3.22,1.54,0.387,1,26,34,386,660,36,326,166,36,11.7,21,14,128,6,1,62,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.74,2.249,13.7,12.17,nan,nan,0.213,4.01,7.87,3,1.4,0.406,8,28,33,383,584,35,326,166,37,10.9,20,26,125,6,19,44,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.22,2.186,13.73,11.63,nan,nan,0.221,3.97,7.84,3.11,1.48,0.381,10,30,41,395,626,36,323,166,37,10.7,21,7,122,10,6,52,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.61,1.878,13.75,11.93,nan,nan,0.189,4,7.61,3.03,1.53,0.258,6,17,30,312,578,46,326,166,34,13.3,20,18,115,6,12,29,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.01,1.962,13.78,13.12,nan,nan,0.214,4.05,7.62,3.31,1.32,0.38,9,6,36,390,557,30,322,166,38,10.9,20,50,127,8,18,50,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.69,2.191,13.79,12.22,nan,nan,0.209,3.87,7.71,3.12,1.59,0.386,1,26,30,374,606,36,324,166,38,12.9,25,15,123,7,15,41,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.07,1.943,13.87,11.77,nan,nan,0.206,4.06,7.77,3.14,1.59,0.355,4,33,35,385,541,35,313,166,37,13,20,40,119,7,15,45,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.4,2.246,13.9,11.94,nan,nan,0.211,4.02,7.92,3.39,1.35,0.385,10,32,33,382,580,32,318,166,37,10.9,22,21,125,8,33,38,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.11,2.265,13.9,11.31,nan,nan,0.202,3.98,7.85,3.07,1.68,0.391,0.5,29,33,393,630,37,328,166,38,11.9,20,16,126,4,13,49,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.06,2.23,13.91,11.83,nan,nan,0.203,3.76,7.82,3.09,1.45,0.392,10,33,39,367,622,38,337,166,38,11.9,24,20,130,5,17,51,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.83,2.186,13.92,11.6,nan,nan,0.202,4.02,7.98,3.19,1.45,0.371,10,22,34,382,622,34,330,166,37,11.3,23,19,125,6,33,46,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.41,1.893,14.24,10.45,nan,nan,0.19,3.89,7.65,3.16,1.62,0.264,7,19,30,311,686,41,337,166,37,11.2,21,21,112,9,35,45,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.11,2.078,14.33,9.65,nan,nan,0.207,4.17,8.07,3.2,1.55,0.392,9,34,43,405,611,34,336,166,41,10.9,23,59,131,3,19,47,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.04,2.203,13.65,12.43,nan,nan,0.187,3.73,7.3,3.29,1.53,0.408,10,35,32,388,560,42,308,167,35,12.4,20,22,122,7,8,26,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.69,2.204,13.68,12.43,nan,nan,0.203,3.79,7.73,2.99,1.66,0.38,12,33,33,416,631,39,326,167,35,12.5,23,39,125,8,7,40,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.71,2.19,13.72,11.85,nan,nan,0.278,4.04,7.99,3.28,1.34,0.375,24,16,37,385,599,31,334,167,42,10.9,21,22,127,5,22,46,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.39,2.199,13.72,12.59,nan,nan,0.202,3.84,7.77,2.99,1.67,0.387,9,26,27,423,624,39,324,167,34,12.7,20,29,120,7,22,48,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.05,2.243,13.81,11.74,nan,nan,0.2,3.72,7.82,3.31,1.48,0.403,4,19,38,374,563,35,331,167,39,11,23,16,130,8,10,39,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.98,2.21,13.81,11.89,nan,nan,0.196,3.61,7.88,3.11,1.64,0.423,11,29,28,416,632,41,331,167,34,12.3,22,33,122,9,28,63,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.19,2.203,13.9,11.52,nan,nan,0.205,3.77,7.81,3.06,1.7,0.387,21,35,42,413,668,38,321,167,35,12.7,19,41,128,6,31,64,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.48,2.268,13.91,11.12,nan,nan,0.196,3.82,8.04,3.14,1.4,0.388,11,30,42,368,609,34,343,167,38,12.2,24,22,128,10,25,53,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.22,2.261,14.03,12.07,nan,nan,0.193,4.12,8.06,3.05,1.38,0.392,11,29,37,387,551,30,336,167,39,12.5,23,18,125,7,16,44,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.47,1.938,14.09,11.01,nan,nan,0.266,3.96,7.75,3.3,1.65,0.311,14,19,37,333,812,48,332,167,34,11.3,24,23,118,8,19,38,8,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.2,1.913,14.19,10.88,nan,nan,0.186,4.44,8.32,3.09,1.29,0.282,18,17,34,332,526,30,330,167,34,12.1,22,34,109,4,20,43,0.1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.69,2.013,14.19,10.42,nan,nan,0.178,5.1,8.27,3.31,1.3,0.305,15,48,30,332,521,34,334,167,33,11.8,21,54,110,5,27,51,8,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.38,2.076,14.34,10.36,nan,nan,0.204,4.18,8.18,3.35,1.28,0.397,6,32,43,386,681,30,344,167,41,12.6,22,52,131,3,4,40,12,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.11,2.018,14.98,9.19,nan,nan,0.18,3.76,8.68,2.98,1.46,0.394,4,46,31,289,731,32,335,167,38,12.1,22,25,125,5,30,38,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.5,2.235,13.53,12.64,nan,nan,0.21,3.74,7.62,3.1,1.78,0.419,26,27,35,422,554,38,314,168,38,15.4,19,42,122,7,20,46,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.58,2.208,13.66,12.46,nan,nan,0.2,3.8,7.69,3.09,1.68,0.376,13,30,31,413,622,43,325,168,34,13.7,22,41,125,31,25,33,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.1,2.152,13.69,12.72,nan,nan,0.205,4.24,7.68,3.26,1.37,0.367,9,7,35,379,565,34,315,168,36,10.8,21,15,125,8,20,46,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.68,2.228,13.71,11.97,nan,nan,0.209,3.87,7.74,3.29,1.67,0.399,1,18,37,405,555,36,322,168,39,12.1,22,13,128,4,14,51,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.73,2.219,13.79,12.1,nan,nan,0.197,3.77,7.8,3.17,1.59,0.382,12,31,27,426,628,36,327,168,35,12.8,24,31,125,8,0.1,54,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.16,2.195,13.82,12.05,nan,nan,0.177,3.83,7.45,3.34,1.38,0.373,18,16,35,373,587,38,317,168,38,11.8,20,21,125,4,22,43,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.75,2.243,13.82,12.04,nan,nan,0.2,4.02,7.86,3,1.44,0.393,7,24,35,364,606,34,337,168,38,12.9,24,25,125,5,7,32,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.51,2.165,13.83,11.93,nan,nan,0.204,4.09,8.05,3.14,1.49,0.365,21,17,37,382,581,35,332,168,38,10.8,22,24,125,5,19,45,0.1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.53,2.202,13.86,12.61,nan,nan,0.201,3.64,7.73,2.84,1.78,0.377,8,39,33,408,591,35,326,168,37,13.4,21,28,141,9,27,31,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.28,1.931,13.89,12.15,nan,nan,0.202,4.27,8.39,2.96,1.3,0.412,4,38,34,271,485,30,317,168,38,12.3,23,15,121,5,25,55,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.2,2.226,13.95,12.6,nan,nan,0.227,3.92,8.01,2.93,1.31,0.375,10,14,35,384,647,36,327,168,40,10.3,21,18,128,6,20,46,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.27,1.984,13.98,12.86,nan,nan,0.249,4.1,7.77,3.08,1.1,0.362,14,16,35,351,805,24,332,168,42,10,21,38,123,6,27,48,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.06,2.223,14,11.52,nan,nan,0.204,3.86,7.95,3.16,1.39,0.376,7,27,34,407,659,34,325,168,41,11.2,17,11,122,11,0.1,43,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.84,2.183,14.1,11.21,nan,nan,0.25,4.11,8.07,3.26,1.37,0.366,15,16,36,381,606,32,327,168,38,11.2,22,15,128,6,21,47,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.33,1.899,14.28,11.67,nan,nan,0.156,3.77,6.68,3.22,1.51,0.265,5,19,36,307,591,41,316,168,40,11.1,23,22,113,8,31,47,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.45,1.922,14.42,10.81,nan,nan,0.201,4.61,8.73,3.04,1.21,0.395,7,45,33,292,569,25,320,168,39,13.1,22,18,119,7,19,46,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.21,2.017,14.92,9.32,nan,nan,0.168,4,7.87,3.29,1.61,0.355,8,31,38,352,660,36,344,168,40,12.3,21,38,124,3,31,45,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.6,2.228,13.62,12.46,nan,nan,0.207,3.95,7.62,3.14,1.53,0.401,8,22,31,377,617,36,320,169,40,13.5,22,21,128,7,26,44,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.24,2.24,13.65,12.47,nan,nan,0.215,4.02,7.92,3.13,1.45,0.415,12,30,36,368,609,34,328,169,39,11.2,20,24,132,4,27,24,8,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.61,2.148,13.69,12.53,nan,nan,0.2,3.87,7.67,3.01,1.64,0.388,10,26,28,402,651,41,327,169,35,12.3,24,34,120,6,60,47,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.45,2.284,13.72,12.22,nan,nan,0.212,3.84,7.92,3.11,1.57,0.437,22,21,37,379,612,37,340,169,42,11.5,22,26,129,4,22,50,0.1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.67,2.22,13.82,12.14,nan,nan,0.207,3.92,7.68,3.1,1.62,0.385,13,24,35,377,635,37,332,169,40,11.4,21,13,125,10,25,38,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.75,2.184,13.82,12.19,nan,nan,0.2,3.66,7.73,3.01,1.83,0.38,10,27,33,407,646,42,325,169,35,14.8,21,31,130,10,11,34,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.37,2.342,13.87,12.15,nan,nan,0.214,3.88,7.96,3.01,1.51,0.458,24,22,37,384,601,36,346,169,39,11.3,24,22,126,5,21,52,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.36,2.205,13.96,12.09,nan,nan,0.205,4.05,8.01,3.03,1.49,0.373,17,17,36,383,567,34,333,169,38,12.5,23,20,124,5,22,48,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.79,2.291,13.96,12.01,nan,nan,0.203,3.77,7.91,3.03,1.41,0.386,10,29,30,368,610,33,330,169,39,10.7,23,22,129,9,27,50,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.93,1.88,14.05,10.93,nan,nan,0.187,4.03,7.67,3.1,1.72,0.279,5,16,38,311,574,39,329,169,34,11,18,19,109,9,28,36,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.02,2.137,14.07,11.75,nan,nan,0.201,3.83,7.67,3.13,1.5,0.451,19,34,42,366,589,37,313,169,41,13.8,24,30,122,7,35,50,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.74,2.288,14.09,11.08,nan,nan,0.192,3.52,7.83,3.13,1.45,0.4,0.5,26,32,378,889,36,347,169,39,11.3,23,10,133,6,15,60,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.24,2.249,14.12,11.3,nan,nan,0.205,3.53,7.84,2.96,1.91,0.388,14,33,32,411,659,40,331,169,35,12.2,21,32,122,5,10,45,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.74,2.287,14.16,10.49,nan,nan,0.211,3.88,7.82,3.19,1.58,0.397,2,23,36,389,671,38,349,169,36,13.1,25,13,128,5,27,47,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.73,2.076,14.23,12.82,nan,nan,0.219,4.07,8.06,3.15,1,0.397,8,31,37,397,548,26,329,169,39,12.8,23,47,137,9,11,57,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.93,1.973,14.44,10.79,nan,nan,0.179,4.42,8.46,3.01,1.3,0.282,17,18,35,346,505,33,335,169,32,12.4,18,32,109,4,19,42,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.97,1.914,14.61,9.25,nan,nan,0.176,3.98,7.7,3.12,1.76,0.277,6,23,34,313,692,43,338,169,35,11.7,22,21,116,7,18,52,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.17,2.158,13.61,13.2,nan,nan,0.198,3.7,7.72,3.04,1.58,0.385,8,37,36,406,657,39,333,170,36,14.2,23,27,125,7,23,47,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.39,2.226,13.63,12.49,nan,nan,0.208,4.04,7.81,3.01,1.56,0.397,16,31,35,360,622,37,329,170,39,11.5,22,23,129,8,21,42,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.77,2.156,13.87,12.04,nan,nan,0.203,3.8,8.08,3.03,1.44,0.378,17,17,35,374,675,37,340,170,38,12,20,23,124,3,22,48,0.1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55,2.245,13.9,11.77,nan,nan,0.201,3.97,7.7,3.02,1.57,0.383,7,25,39,377,687,38,333,170,39,13.3,22,16,127,5,5,28,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.12,2.246,13.93,11.53,nan,nan,0.209,3.92,7.76,3.1,1.56,0.381,9,27,44,383,608,36,336,170,39,11.3,20,10,121,7,14,47,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.98,2.105,13.94,12.09,nan,nan,0.2,4,7.3,3.2,1.54,0.409,10,16,35,380,591,40,301,170,39,15.7,23,45,120,7,22,48,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.99,2.286,13.97,11.7,nan,nan,0.196,3.87,7.82,3.06,1.47,0.397,9,27,43,374,639,35,331,170,40,11,19,4,125,10,4,45,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.58,1.906,14,11.62,nan,nan,0.21,3.85,7.58,3.22,1.47,0.349,11,27,35,356,537,31,319,170,36,13.5,21,42,115,7,20,46,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.56,2.244,14.39,10.03,nan,nan,0.183,4.02,8.06,3.28,1.61,0.379,9,18,35,389,646,37,340,170,38,11.4,21,22,135,10,26,37,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.15,2.33,14.45,9.58,nan,nan,0.182,3.98,7.94,3.29,1.43,0.405,4,18,44,403,767,31,348,170,39,12.9,22,16,139,5,21,50,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
57.26,2.064,15.24,8.19,nan,nan,0.165,3.91,7.77,3.25,1.52,0.373,11,32,42,387,752,35,348,170,41,12.5,22,37,138,8,19,44,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.36,2.231,13.66,12.57,nan,nan,0.211,3.96,7.85,3.03,1.49,0.401,15,32,31,368,612,35,330,171,39,12.2,21,23,128,6,22,31,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.59,2.251,13.74,11.99,nan,nan,0.263,3.92,7.75,3.38,1.44,0.428,17,19,36,371,600,36,328,171,38,11.3,21,22,125,4,22,46,0.1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.64,2.248,13.74,12.02,nan,nan,0.212,4.04,7.82,3.07,1.59,0.393,13,32,29,379,643,36,335,171,39,12,23,20,123,4,20,40,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.05,2.106,13.91,12.29,nan,nan,0.215,4.38,8.01,3.09,1.31,0.406,17,40,37,363,603,24,313,171,38,12.8,19,57,120,7,31,60,4,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.1,2.244,14.01,12.45,nan,nan,0.188,3.33,7.78,2.94,1.31,0.392,7,37,33,408,615,30,341,171,36,13.7,24,34,144,10,39,59,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.3,2.288,14.12,10.79,nan,nan,0.187,3.9,7.83,3.36,1.58,0.4,5,17,40,377,648,35,344,171,42,10.8,22,15,135,6,29,52,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.81,2.274,14.28,10.54,nan,nan,0.179,3.82,7.88,3.25,1.32,0.389,8,32,36,406,750,29,338,171,41,12.2,23,6,128,7,0.1,62,1,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
53.02,1.974,15.05,11.83,nan,nan,0.198,5.17,8.89,2.63,0.72,0.282,19,47,40,350,497,21,316,171,35,12.2,21,38,126,7,18,40,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.33,1.996,13.72,12.02,nan,nan,0.21,3.9,7.73,3.01,1.57,0.309,27,27,35,323,572,40,317,172,34,14.6,20,39,111,7,20,46,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.59,2.236,13.96,10.65,nan,nan,0.206,4.04,7.89,3.07,1.7,0.402,8,26,41,382,762,34,339,172,40,11.3,24,3,124,6,20,33,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
54.92,2.251,13.98,11.8,nan,nan,0.189,3.88,7.94,2.96,1.42,0.382,8,29,35,407,859,35,338,172,45,12.1,23,9,127,8,21,51,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.74,2.274,13.98,11.33,nan,nan,0.212,3.66,7.24,3.22,1.65,0.451,13,22,33,369,680,37,316,172,38,15.8,20,26,123,9,14,47,6,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.48,2.252,14.01,11.35,nan,nan,0.185,3.42,7.89,3.11,1.65,0.388,9,28,29,414,716,37,340,172,38,12.8,21,34,130,5,19,54,7,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
55.41,2.28,14.04,10.69,nan,nan,0.19,3.88,7.87,3.29,1.69,0.399,6,16,42,374,674,35,339,172,40,11.6,25,28,137,9,25,42,3,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56,1.857,14.04,10.99,nan,nan,0.182,4.08,7.68,3.1,1.58,0.263,5,3,32,317,594,40,336,172,34,11.1,23,17,114,10,21,48,5,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
56.14,1.864,14.17,10.7,nan,nan,0.185,4.03,7.71,3.2,1.52,0.256,12,12,33,317,583,40,334,172,34,11.4,22,18,112,6,18,50,2,nan,GrandeRonde,Undifferentiated,47,WolffDatabase,3,
