SiO2,TiO2,Al2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Cu,Formation,Member,MemberID,Source,FormationID,Polarity
54.84999847,1.863000035,14.31999969,0.180000007,4.389999866,8.229999542,3.019999981,1.309999943,0.252999991,29.0,29.0,34.0,329.0,445.0,37.0,339.0,166.0,34.0,10.5,16.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.25,2.124000072,15.06000042,0.171000004,4.53000021,9.050000191,3.140000105,1.309999943,0.347000003,49.0,49.0,40.0,355.0,536.0,29.0,338.0,166.0,39.0,12.10000038,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.58011499,1.98576618,13.80465254,0.21381929,4.747148425,8.503677425,3.003688883,1.285970441,0.338634273,14.52725407,33.33308298,38.00966477,320.0970983,500.4937534,28.75600293,312.2364608,166.8644184,35.621623,11.64170361,28.85550467,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.52,2.009,14.05,0.213,4.64,8.49,3.06,1.3,0.309,13.0,20.0,37.0,342.0,491.0,33.0,327.0,167.0,36.0,11.9,28.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.75999832,1.996999979,14.18999958,0.202999994,4.409999847,8.590000153,3.0,1.129999995,0.319999993,45.0,45.0,44.0,346.0,512.0,30.0,315.0,167.0,42.0,11.80000019,12.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.79999924,2.049999952,14.46000004,0.187999994,4.409999847,8.920000076,2.950000048,1.309999943,0.326000005,52.0,52.0,44.0,352.0,522.0,29.0,323.0,167.0,40.0,12.39999962,10.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.13999939,1.937000036,14.47999954,0.179000005,4.539999962,8.270000458,3.119999886,1.419999957,0.268999994,28.0,28.0,34.0,327.0,533.0,35.0,352.0,167.0,35.0,11.60000038,27.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.49,2.077,14.35,0.195,4.39,8.83,3.05,1.45,0.344,18.0,33.0,40.0,333.0,525.0,31.0,332.0,176.0,40.0,12.3,31.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.15000153,1.902999997,14.47999954,0.187000006,4.329999924,8.380000114,3.150000095,1.379999995,0.264999986,33.0,33.0,33.0,316.0,511.0,36.0,350.0,167.0,34.0,11.0,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.61586,2.01772,14.14149,0.19695,4.37572,8.70849,2.96235,1.32911,0.33394,6.501150527,35.1,38.8,328.1,570.3,27.6,317.6,167.1,38.3,10.4,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.83,1.983,13.79,0.208,4.55,8.52,2.89,1.15,0.33,18.0,33.0,37.0,321.0,473.0,26.0,316.0,168.0,36.0,12.4,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.41,1.985,13.91,0.211,4.63,8.61,3.03,1.24,0.325,16.0,34.0,36.0,323.0,499.0,29.0,318.0,168.0,36.0,12.3,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.40000153,2.121999979,15.17000008,0.155000001,4.139999866,8.789999962,3.109999895,1.379999995,0.351000011,39.0,39.0,40.0,342.0,686.0,30.0,336.0,168.0,70.0,10.69999981,22.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.17613719,2.042403486,14.46541307,0.203149939,4.499232448,8.703994432,3.073584822,1.422109543,0.318717328,14.09236517,21.68824994,37.77953216,353.208642,536.8091726,33.18202296,343.5138943,168.4087611,39.5785575,11.69366472,28.88435131,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.89734031,2.026663883,14.02862067,0.206505242,4.475133549,8.692444326,3.021757782,1.365592114,0.346692141,14.44301569,33.96598862,38.04987581,330.3964347,524.331273,30.77856447,320.7345553,169.8299431,36.95419876,12.05244757,30.87817147,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.7161847,2.022515983,14.00621792,0.208014891,4.526375691,8.651041282,2.859331907,1.032363078,0.341668633,16.49546447,30.46094973,38.05088737,330.3140861,603.8554386,27.020178,335.3740445,169.913404,58.1895219,11.84030272,30.35975056,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.89108,2.04064,14.39583,0.21395,4.56436,8.71357,2.92263,1.16415,0.33605,190.7938639,34.6,38.5,331.0,518.7,23.6,321.1,170.3,33.8,10.4,150.4,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.93,1.8,14.4,0.203,4.8,8.87,2.85,1.34,0.314,15.0,63.0,37.0,305.0,627.0,31.0,321.0,153.0,35.0,14.6,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
57.11999893,1.934000015,14.82999992,0.165999994,3.920000076,7.630000114,2.980000019,1.710000038,0.324999988,28.0,28.0,36.0,325.0,919.0,49.0,356.0,172.0,37.0,12.19999981,18.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
56.25999832,1.919999957,14.88000011,0.191,4.170000076,7.920000076,3.019999981,1.669999957,0.312000006,30.0,30.0,36.0,323.0,737.0,37.0,332.0,172.0,39.0,13.0,22.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.15999985,2.118999958,14.89000034,0.203999996,4.539999962,8.850000381,2.829999924,0.829999983,0.360000014,47.0,47.0,49.0,347.0,628.0,15.0,328.0,172.0,39.0,12.89999962,30.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.65999985,2.112999916,15.06999969,0.174999997,4.519999981,8.68999958,3.130000114,1.360000014,0.351999998,33.0,33.0,39.0,342.0,551.0,29.0,338.0,172.0,48.0,11.60000038,28.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.58038561,1.882362835,14.63537452,0.189395298,4.241683987,8.556264403,3.036518124,1.530526293,0.357980114,9.2601665,37.6380961,35.94537749,313.6508008,634.4707628,36.84152263,330.1797001,174.0513015,37.53852441,11.25160016,28.97535969,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.04999924,2.14199996,14.60000038,0.199000001,4.550000191,8.800000191,2.970000029,1.25,0.344000012,43.0,43.0,36.0,333.0,635.0,27.0,315.0,167.0,40.0,12.30000019,31.0,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.05,1.786,14.42,0.18,5.07,8.79,3.2,1.01,0.273,7.0,52.0,44.0,311.0,483.0,22.0,320.0,153.0,36.0,11.5,31.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.53,1.829,14.2,0.21,5.19,8.87,2.96,1.12,0.292,16.0,50.0,39.0,325.0,485.0,27.0,309.0,156.0,31.0,12.6,39.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.19,1.81,14.58,0.191,5.29,9.22,2.95,0.96,0.264,8.0,57.0,42.0,328.0,463.0,20.0,318.0,153.0,33.0,10.3,23.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.39,1.91,14.04,0.212,4.55,8.44,2.9,1.48,0.426,13.0,33.0,36.0,283.0,557.0,36.0,320.0,177.0,38.0,12.2,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.61,1.967,15.1,0.196,5.12,9.45,2.79,0.63,0.353,36.0,55.0,40.0,341.0,678.0,11.0,342.0,172.0,40.0,11.3,40.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.79,2.151,14.9,0.19,3.95,9.11,2.71,1.39,0.351,20.0,53.0,45.0,349.0,576.0,29.0,338.0,170.0,39.0,12.3,14.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.12,1.92,14.13,0.197,4.72,8.68,2.81,1.21,0.315,18.0,39.0,36.0,335.0,531.0,30.0,316.0,169.0,36.0,11.8,35.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.31,1.998,13.76,0.214,4.46,8.14,3.36,1.27,0.453,13.0,42.0,35.0,263.0,551.0,30.0,298.0,169.0,38.0,12.0,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.71,2.177,14.77,0.19,4.82,9.09,3.14,0.84,0.319,26.0,69.0,36.0,369.0,316.0,10.0,316.0,168.0,34.0,11.0,26.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.27,1.987,13.89,0.203,4.52,7.93,3.11,1.27,0.452,7.0,37.0,33.0,259.0,511.0,30.0,305.0,168.0,38.0,12.0,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
51.96,2.025,15.99,0.183,4.63,9.55,3.01,0.43,0.295,7.0,59.0,43.0,340.0,321.0,7.0,336.0,167.0,34.0,12.1,31.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.16,1.962,15.56,0.19,4.67,8.23,2.58,0.77,0.302,19.0,70.0,42.0,339.0,538.0,22.0,302.0,167.0,35.0,12.0,43.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.07,2.053,14.07,0.203,4.51,8.48,3.1,1.39,0.425,8.0,38.0,35.0,288.0,501.0,30.0,309.0,167.0,38.0,12.0,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.76,1.981,14.75,0.207,4.98,9.04,2.64,0.75,0.314,18.0,51.0,38.0,342.0,473.0,21.0,319.0,166.0,35.0,11.5,39.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.22,1.881,14.38,0.205,4.28,8.51,2.91,1.42,0.385,8.0,45.0,38.0,290.0,649.0,35.0,318.0,166.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.4,1.993,13.97,0.215,4.65,8.59,2.88,1.31,0.426,10.0,44.0,43.0,301.0,522.0,31.0,310.0,166.0,38.0,12.0,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.63,1.963,13.93,0.217,4.59,8.44,2.9,1.3,0.426,11.0,40.0,35.0,262.0,555.0,34.0,308.0,166.0,38.0,12.0,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.4,1.954,15.51,0.198,5.17,9.17,2.63,0.65,0.293,23.0,52.0,39.0,342.0,498.0,15.0,317.0,165.0,32.0,12.1,33.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.75,1.754,14.24,0.223,4.73,8.43,2.9,1.32,0.328,16.0,53.0,36.0,297.0,520.0,29.0,317.0,165.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.16,1.999,13.92,0.217,4.68,8.73,2.91,1.13,0.342,11.0,48.0,37.0,323.0,463.0,25.0,305.0,156.0,34.0,11.0,26.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.98,1.87,13.94,0.211,4.7,8.53,3.1,1.0,0.311,11.0,40.0,35.0,306.0,458.0,29.0,309.0,156.0,32.0,12.8,32.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.94,1.87,14.0,0.205,4.9,8.72,3.12,0.88,0.307,3.0,41.0,40.0,329.0,459.0,24.0,309.0,156.0,35.0,13.1,23.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.2,1.952,14.01,0.205,4.57,8.69,3.04,0.88,0.285,10.0,33.0,38.0,339.0,452.0,23.0,315.0,156.0,34.0,11.0,26.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.49,1.736,14.15,0.192,4.84,8.48,3.09,1.22,0.315,10.0,48.0,30.0,309.0,503.0,33.0,308.0,156.0,33.0,11.7,18.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.69,1.704,14.2,0.196,4.72,8.49,3.02,1.2,0.315,11.0,49.0,35.0,300.0,488.0,33.0,308.0,156.0,31.0,14.0,27.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.51,1.827,14.26,0.231,5.11,8.95,2.91,1.01,0.289,13.0,47.0,38.0,327.0,492.0,24.0,312.0,156.0,32.0,10.0,36.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.66,1.823,14.27,0.198,4.98,8.93,3.14,1.04,0.292,4.0,54.0,41.0,318.0,510.0,20.0,316.0,156.0,33.0,11.6,26.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.817,14.29,0.195,5.06,8.91,3.04,1.13,0.287,6.0,52.0,44.0,327.0,491.0,25.0,315.0,156.0,33.0,12.7,53.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.37,1.843,14.4,0.179,4.92,8.51,3.26,1.13,0.286,15.0,47.0,43.0,310.0,455.0,29.0,316.0,156.0,33.0,11.3,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.25,1.855,14.47,0.167,4.18,8.35,2.96,1.28,0.321,11.0,39.0,44.0,323.0,481.0,34.0,342.0,156.0,35.0,10.7,20.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.32,1.695,14.48,0.196,4.81,8.56,2.91,1.12,0.297,8.0,45.0,33.0,293.0,511.0,35.0,315.0,156.0,29.0,10.7,32.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.1,1.832,14.58,0.184,4.82,9.12,3.22,1.12,0.285,7.0,49.0,42.0,319.0,483.0,24.0,325.0,156.0,34.0,13.6,27.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.2,1.854,14.67,0.177,5.03,8.96,3.17,1.1,0.281,17.0,58.0,38.0,320.0,499.0,27.0,319.0,156.0,30.0,10.5,34.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.31,1.877,15.09,0.2,5.35,9.28,2.55,0.63,0.262,12.0,58.0,38.0,340.0,401.0,13.0,312.0,156.0,35.0,12.2,20.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.62,1.866,15.16,0.186,5.31,8.98,3.09,0.89,0.288,11.0,62.0,48.0,311.0,571.0,12.0,331.0,156.0,41.0,10.9,27.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.33,1.942,13.72,0.202,4.56,8.26,3.21,1.09,0.3,1.0,25.0,40.0,336.0,468.0,26.0,315.0,157.0,33.0,12.8,14.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.89,1.892,14.04,0.21,5.03,8.81,2.85,1.31,0.299,7.0,37.0,39.0,323.0,481.0,26.0,307.0,157.0,33.0,9.6,34.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.27,1.737,14.24,0.19,4.93,8.49,3.22,1.2,0.306,2.0,43.0,36.0,310.0,509.0,31.0,308.0,157.0,35.0,14.3,19.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.58,1.84,14.28,0.18,4.17,8.15,3.2,1.16,0.308,8.0,49.0,43.0,302.0,469.0,29.0,309.0,157.0,35.0,12.7,33.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.88,1.836,14.32,0.223,5.15,9.1,2.94,1.16,0.281,8.0,50.0,41.0,310.0,643.0,28.0,317.0,157.0,34.0,11.4,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.01,1.736,14.36,0.192,4.86,8.58,3.21,1.13,0.298,3.0,46.0,34.0,317.0,522.0,32.0,313.0,157.0,34.0,12.2,18.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.87,1.817,14.43,0.195,5.16,8.94,2.67,0.9,0.269,22.0,55.0,38.0,327.0,496.0,25.0,316.0,157.0,34.0,12.2,44.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.65,1.865,14.43,0.204,4.96,9.05,2.77,1.04,0.318,17.0,47.0,39.0,334.0,485.0,29.0,317.0,157.0,33.0,11.1,41.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.54,2.018,14.05,0.213,4.65,8.55,2.62,1.36,0.318,7.0,38.0,46.0,344.0,482.0,29.0,312.0,158.0,36.0,10.8,12.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.7,1.825,14.11,0.249,5.05,8.9,2.94,1.14,0.301,16.0,44.0,37.0,324.0,501.0,28.0,312.0,158.0,32.0,11.4,35.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.74,1.832,14.23,0.206,5.16,8.91,3.02,1.12,0.301,15.0,50.0,38.0,324.0,494.0,26.0,310.0,158.0,33.0,14.4,45.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.832,14.27,0.2,5.05,8.88,2.86,1.27,0.289,21.0,44.0,37.0,326.0,492.0,29.0,313.0,158.0,36.0,10.3,36.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.68,2.01,14.33,0.207,4.44,8.86,2.63,1.29,0.302,9.0,35.0,39.0,336.0,470.0,26.0,320.0,158.0,34.0,12.0,16.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.88,1.95,13.9,0.21,4.76,8.67,2.94,1.11,0.289,4.0,22.0,37.0,330.0,464.0,27.0,312.0,156.0,32.0,9.8,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.16,1.912,13.79,0.207,4.47,8.35,3.21,1.1,0.301,5.0,31.0,37.0,339.0,474.0,27.0,313.0,156.0,31.0,12.6,20.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.32,1.955,13.71,0.206,4.62,8.31,3.14,1.14,0.306,1.0,25.0,36.0,341.0,458.0,31.0,312.0,156.0,34.0,12.1,18.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.4,1.839,14.89,0.176,5.03,9.31,3.13,1.22,0.289,12.0,54.0,45.0,323.0,472.0,26.0,325.0,155.0,34.0,11.1,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.77,1.821,14.65,0.188,5.18,9.0,2.93,0.88,0.268,7.0,57.0,38.0,341.0,498.0,20.0,322.0,153.0,32.0,12.2,31.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.59,1.822,14.83,0.205,5.3,9.2,2.93,0.73,0.267,6.0,54.0,43.0,331.0,409.0,17.0,317.0,153.0,30.0,10.4,89.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.31,1.906,13.82,0.21,4.46,8.39,3.19,1.0,0.3,4.0,31.0,37.0,339.0,458.0,33.0,316.0,154.0,32.0,12.8,25.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.95,1.868,13.89,0.203,4.98,8.62,3.1,0.96,0.295,7.0,39.0,40.0,327.0,459.0,27.0,307.0,154.0,34.0,11.1,24.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.13,1.814,14.11,0.189,5.22,8.45,3.24,1.14,0.307,8.0,48.0,40.0,319.0,426.0,28.0,303.0,154.0,33.0,11.3,32.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.48,1.818,14.11,0.19,4.67,8.56,3.11,1.17,0.289,6.0,40.0,45.0,338.0,481.0,30.0,311.0,154.0,33.0,12.0,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.18,1.79,14.14,0.197,4.6,8.67,3.12,1.18,0.291,10.0,45.0,37.0,331.0,456.0,30.0,315.0,154.0,32.0,12.9,32.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.24,1.793,14.18,0.172,4.95,8.38,3.21,1.11,0.293,8.0,51.0,42.0,314.0,456.0,30.0,303.0,154.0,31.0,13.1,32.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.82,1.813,14.18,0.194,5.02,8.82,3.07,1.0,0.286,5.0,48.0,39.0,341.0,438.0,29.0,310.0,154.0,34.0,12.2,22.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.85,1.802,14.21,0.193,4.97,9.02,3.11,1.13,0.288,7.0,50.0,47.0,323.0,525.0,23.0,318.0,154.0,34.0,11.5,30.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.9,1.821,14.23,0.197,4.59,8.86,3.01,1.01,0.298,5.0,51.0,45.0,312.0,441.0,30.0,316.0,154.0,36.0,11.0,25.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.02,1.808,14.3,0.191,4.67,9.46,3.13,1.08,0.29,9.0,51.0,42.0,323.0,450.0,30.0,312.0,154.0,41.0,11.2,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.61,1.694,14.36,0.194,4.77,8.47,2.88,1.2,0.306,11.0,47.0,35.0,303.0,507.0,33.0,310.0,154.0,32.0,11.7,37.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.78,1.823,14.39,0.172,5.04,8.55,3.21,1.13,0.301,13.0,52.0,40.0,328.0,585.0,24.0,312.0,154.0,31.0,13.5,30.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.37,1.861,14.62,0.192,4.73,9.04,2.9,0.88,0.285,6.0,49.0,48.0,313.0,419.0,22.0,319.0,158.0,33.0,12.9,22.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.02,1.884,14.41,0.198,4.72,8.89,3.26,1.19,0.292,14.0,56.0,40.0,331.0,493.0,27.0,305.0,154.0,34.0,12.0,39.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.27,1.84,14.63,0.248,4.99,8.99,2.89,0.88,0.281,4.0,53.0,37.0,325.0,381.0,22.0,316.0,154.0,34.0,13.0,22.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.26,1.925,13.77,0.21,4.52,8.36,3.1,1.14,0.302,4.0,25.0,37.0,337.0,453.0,33.0,311.0,155.0,32.0,11.6,29.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.89,1.838,13.98,0.21,4.78,8.77,3.08,0.88,0.304,8.0,41.0,36.0,311.0,451.0,26.0,313.0,155.0,32.0,12.6,28.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.95,1.843,14.05,0.198,5.04,8.82,2.83,1.24,0.298,16.0,55.0,38.0,317.0,488.0,29.0,302.0,155.0,34.0,12.0,39.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.78,1.794,14.11,0.347,4.82,8.99,2.92,1.05,0.285,6.0,50.0,40.0,307.0,469.0,27.0,317.0,155.0,32.0,11.6,21.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.78,14.17,0.196,5.07,8.97,3.2,1.01,0.285,7.0,52.0,40.0,306.0,520.0,20.0,313.0,155.0,31.0,12.0,24.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.19,1.8,14.19,0.2,5.02,8.83,3.06,1.25,0.311,9.0,48.0,38.0,323.0,523.0,25.0,314.0,155.0,33.0,12.0,25.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.56,1.817,14.33,0.202,5.06,8.88,2.97,1.12,0.288,7.0,51.0,44.0,321.0,491.0,27.0,312.0,155.0,34.0,10.4,20.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.1,1.786,14.34,0.205,5.12,8.98,3.05,1.16,0.293,8.0,51.0,44.0,311.0,551.0,29.0,316.0,155.0,36.0,11.0,19.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.68,1.812,14.36,0.185,4.49,8.48,3.1,1.32,0.321,11.0,38.0,36.0,319.0,571.0,29.0,347.0,155.0,32.0,11.0,23.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.61,1.833,14.4,0.185,4.83,9.06,3.07,0.94,0.291,6.0,50.0,37.0,313.0,463.0,19.0,314.0,155.0,32.0,12.0,27.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.39,1.764,14.4,0.194,4.65,8.82,2.96,1.28,0.32,11.0,45.0,37.0,310.0,542.0,31.0,313.0,155.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.22,1.824,14.54,0.191,5.04,9.12,3.08,0.96,0.294,6.0,47.0,44.0,312.0,448.0,23.0,319.0,155.0,33.0,11.3,22.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.34,1.774,14.73,0.194,4.9,8.81,2.82,1.21,0.366,14.0,47.0,42.0,301.0,560.0,30.0,314.0,155.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.47,1.809,14.46,0.203,5.15,9.05,3.16,1.08,0.28,12.0,53.0,40.0,335.0,563.0,26.0,324.0,154.0,34.0,10.7,25.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.73,1.877,15.06,0.194,4.86,8.96,2.74,0.71,0.277,24.0,78.0,41.0,342.0,475.0,18.0,329.0,158.0,35.0,10.0,53.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.73,1.89,15.07,0.205,5.19,9.21,2.67,0.75,0.284,18.0,54.0,39.0,346.0,469.0,23.0,320.0,158.0,33.0,10.6,42.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
51.04,1.917,15.46,0.269,5.28,9.29,2.77,0.32,0.274,15.0,62.0,36.0,364.0,402.0,9.0,323.0,158.0,31.0,13.5,35.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.28,1.826,14.71,0.191,4.26,8.88,3.1,1.41,0.331,9.0,49.0,32.0,326.0,642.0,32.0,331.0,164.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.64,2.051,14.33,0.221,4.39,9.0,3.02,0.97,0.348,14.0,47.0,40.0,331.0,512.0,23.0,317.0,164.0,34.0,11.0,26.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.87,1.847,14.48,0.186,5.0,8.67,3.17,1.06,0.291,14.0,40.0,38.0,319.0,451.0,22.0,311.0,153.0,32.0,9.5,31.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.33,1.939,14.24,0.204,4.17,7.89,2.91,1.7,0.37,12.0,28.0,33.0,324.0,594.0,35.0,312.0,164.0,38.0,11.0,17.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.29,1.864,14.73,0.184,4.9,8.96,2.66,0.79,0.289,21.0,56.0,39.0,335.0,458.0,22.0,314.0,163.0,39.0,11.9,35.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.01,1.907,13.84,0.204,4.79,8.52,3.15,1.0,0.315,4.0,43.0,40.0,321.0,483.0,26.0,308.0,159.0,36.0,13.0,20.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.44,1.908,14.08,0.206,5.04,8.71,3.05,1.06,0.298,12.0,37.0,39.0,322.0,476.0,26.0,306.0,159.0,33.0,10.5,33.0,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
