SiO2,TiO2,Al2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Cu,Formation,Member,MemberID,Source,FormationID,Polarity
52.75,1.891,14.15,0.212,4.83,9.17,2.98,0.86,0.323,161.0,181.0,28.0,310.0,182.0,9.0,378.0,120.0,23.0,8.3,190.0,PictureGorge,PictureGorge,6,WolffGRData,2.0,1.0
53.12,1.861,14.24,0.211,4.84,8.62,3.44,1.12,0.289,184.0,358.0,28.0,288.0,160.0,7.0,402.0,96.0,22.0,6.1,113.0,PictureGorge,PictureGorge,6,WolffGRData,2.0,1.0
51.45,1.636,14.88,0.201,5.86,10.36,3.16,0.52,0.229,149.0,238.0,35.0,235.0,80.0,3.0,160.0,37.0,18.0,1.8,124.0,PictureGorge,PictureGorge,6,WolffGRData,2.0,1.0
55.19557902,2.280982193,13.86334082,0.201405377,3.517964581,7.443687928,3.173544419,1.664817682,0.3693431,13.8305,5.4725,32.3375,365.961,686.0525,44.3625,342.52875,203.56752,45.4715,13.333,72.5355,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
53.09000758,2.079598872,14.34215177,0.244441171,3.992188875,8.136393203,3.536374895,1.324957227,0.411207558,29.1535,23.5815,37.9095,398.597,598.592,22.23,276.0528,176.98836,42.4865,12.8355,215.517,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.84031314,1.878293925,14.16131511,0.205242587,4.57756816,8.739839605,3.328091776,1.036857098,0.282715363,22.70425,27.186,40.188,393.16275,403.60375,18.432,220.7385,168.0604538,41.41925,11.426,247.67825,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.41,1.175,16.91,0.179,6.55,11.72,2.73,0.43,0.144,17.0,16.0,37.0,370.0,566.0,29.0,315.0,160.0,35.0,10.8,30.0,PictureGorge,PictureGorge,6,WolffGRData,2.0,1.0
50.46951772,1.927778074,15.19999293,0.21211151,6.137750297,10.09511033,3.096565002,0.768508905,0.314768782,38.009,138.0065,42.586,333.8225,378.697,9.945,300.51189,114.1173144,28.5565,8.358,170.6425,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.50035735,1.781694451,15.57598358,0.19248694,6.39079659,9.561347072,3.17306379,0.692541805,0.254016264,72.52,99.715,36.456,330.064,330.946,12.672,393.225,125.57034,30.478,6.664,158.27,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.68324753,1.187745135,17.50280244,0.174501281,4.841346386,8.498835412,3.580790205,0.875965526,0.399762945,73.63,7.562,26.268,240.4915,481.4805,9.2625,501.3606,112.18878,23.88,7.363,140.9915,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.28439635,1.559022327,15.90131333,0.188565877,6.289517322,10.73086174,3.004541838,0.488716643,0.224519429,68.058,179.0005,42.586,340.7875,267.456,6.1425,290.15991,86.12472,28.457,6.0695,187.259,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
48.62196457,1.306537665,17.74966208,0.182906333,7.336695456,10.24609216,3.109358002,0.255109339,0.176996196,152.163,164.241,33.165,210.276,247.896,3.762,408.672,86.0,27.027,3.069,108.405,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.18448536,1.72621493,15.96870645,0.192743479,6.816760891,10.94274579,2.938844268,0.459789327,0.253428048,73.953,198.891,41.778,336.699,272.25,6.93,291.753,85.3,27.819,4.851,180.972,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
53.58,0.87,17.25,0.135,6.7,10.38,2.8,0.5,0.228,62.0,229.0,32.0,216.0,339.0,8.0,386.0,85.0,24.0,4.7,27.0,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.79875738,1.471117195,15.45295126,0.206339934,6.168760133,10.2858673,2.782650214,0.646816683,0.217038524,70.79075,120.3545,39.79325,369.8665,336.10625,12.0,213.00725,84.34775,33.357,5.84525,208.58375,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.51009486,1.585505164,16.8636931,0.177427292,6.551039248,11.06875493,2.778644202,0.567523325,0.22991945,75.057,150.0155,37.9225,327.02,248.1215,8.9745,310.294,83.528,26.1025,4.728,173.2615,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.46910207,1.530634324,15.7815564,0.204344699,7.224324428,10.77355561,2.794484446,0.494235874,0.226022689,70.247,175.6175,41.193,331.4345,233.1285,5.5575,292.69716,83.123,28.457,5.174,183.478,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.32297795,1.424031774,18.25239883,0.167591576,5.923517951,9.95088677,2.644868874,0.204116238,0.320407405,131.373,276.903,38.61,252.054,348.777,2.134,327.294,83.013,27.918,6.534,102.465,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.38790973,1.513075286,16.07516865,0.196583513,7.346306585,10.9238778,2.623337879,0.419222456,0.21142611,83.9,173.0,41.8,332.5,240.2,8.232,275.73,82.6,27.0,4.9,186.8,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.70612714,2.080126682,13.8358023,0.224118122,4.293202047,8.524453813,2.972024504,0.938595845,0.346449938,30.2505,22.311,44.9235,528.228,472.752,17.533,227.8335,113.2750575,41.9085,6.9345,240.999,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.2221543,1.760223837,15.81283503,0.196080095,7.210790548,10.40524548,2.705179652,0.613147617,0.248879144,70.092,185.625,41.679,339.273,303.732,8.439,269.673,80.982,25.74,5.247,173.745,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.68238521,1.384641942,15.37252845,0.192406538,6.202359679,10.14913672,2.885444621,0.743473279,0.217064396,64.582,145.824,39.151,334.278,366.618,18.528,232.75,86.387,29.841,5.586,183.848,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.27332826,1.507497561,16.01008298,0.188652609,7.213044192,10.73734826,2.81112326,0.451768344,0.20943255,84.348,174.834,41.382,332.838,245.619,6.887,268.273,80.883,27.126,5.148,188.694,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.83490648,1.18025573,17.75597288,0.16899974,6.623261731,10.23957282,2.900480809,0.446574223,0.253135299,182.9805,235.019,31.1435,252.929,270.7395,5.07,376.42641,80.497,23.3825,5.8705,109.251,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.49389501,1.705348973,16.14501539,0.170858106,7.443243642,10.45489182,2.629427923,0.461077054,0.249529623,73.598,209.818,39.2,306.838,240.688,6.336,240.125,80.066,25.97,5.096,165.522,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.34806572,1.069105883,17.77128287,0.158690829,7.464930912,9.970220606,2.837715531,0.587480175,0.258850722,184.871,173.8265,27.064,226.064,288.8485,7.215,436.407,79.79,20.497,6.4675,68.058,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.63253314,0.962995697,16.80288502,0.161250943,7.243211541,9.826509312,2.495423441,0.878653502,0.222983483,120.54,216.776,31.458,218.148,403.172,17.568,289.22,79.772,22.246,3.626,76.048,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.52035784,1.81826391,15.8378427,0.193577971,6.926276338,10.63576999,2.629027645,0.586895518,0.272684702,58.9,157.6,40.6,314.4,270.2,8.526,278.2,79.6,25.6,6.0,230.8,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.71271463,1.018710528,18.06311245,0.150254662,6.773481401,9.786035976,2.856457072,0.547975018,0.24811716,147.658,176.0155,28.656,232.034,355.414,6.045,413.97771,79.184,23.1835,5.373,80.197,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.49122297,1.675981032,15.9319977,0.18330466,7.30495309,10.51944691,2.749662146,0.440191525,0.228915582,71.7395,155.7175,41.0935,330.0415,241.387,5.07,259.10397,78.376,25.1735,4.8755,173.2295,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.68405945,1.602220631,16.91752037,0.182904607,6.613113387,11.11592983,2.523320542,0.381786007,0.202809113,64.64,138.067,35.148,299.364,224.826,6.039,294.718,77.467,25.048,6.161,171.599,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.62048112,1.808655578,16.42515956,0.183395819,6.221758583,11.06677783,2.776452516,0.519508423,0.282145856,49.5,185.6,39.2,320.7,257.5,7.35,295.4,77.4,25.9,5.8,165.9,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
48.95627324,1.835538171,16.06105019,0.188548961,7.492381899,10.60328271,2.721968553,0.425539676,0.253060286,89.7,175.0,38.8,327.1,219.1,5.782,281.4,76.9,26.7,5.9,173.0,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.2620274,1.813801739,16.19319177,0.175346621,7.008092921,10.7512063,2.73100963,0.448246025,0.247124214,88.1,178.9,40.15,324.4,258.6,7.154,297.7,76.8,26.5,6.1,168.6,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.59896245,1.529570116,16.90072156,0.184682763,6.370446206,10.81712889,2.806068882,0.519808206,0.216066012,75.3215,153.3295,38.1085,319.395,249.0485,6.86,302.878,80.6265,24.1785,4.8755,161.2895,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.89017654,1.875989395,15.33845585,0.200136795,6.603209487,10.43115953,2.802292287,0.666952761,0.285118992,48.2,181.2,42.8,342.4,319.6,7.938,265.2,86.6,27.9,6.3,182.8,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.55102878,1.179644195,16.34870626,0.181045011,6.847470216,10.64345713,2.756965055,0.55937756,0.189400934,91.8385,93.132,37.9095,287.8535,322.0815,10.14,300.91785,81.103,26.069,5.771,160.593,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.53399616,1.17192462,17.67807194,0.165357806,6.462330062,10.18348822,2.884809365,0.536350952,0.283539382,151.767,178.299,29.205,222.552,354.024,6.305,436.256,87.714,23.859,6.138,90.486,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.77891731,1.883110317,15.4490527,0.198337977,6.701744411,10.44587452,2.829959897,0.606566321,0.286720342,51.4,167.4,42.7,337.4,296.0,8.134,263.0,86.8,27.7,6.1,172.5,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.14253614,1.991083552,13.90178042,0.232288072,4.794298779,8.848174945,3.011049287,0.896713906,0.33636539,34.65,21.087,44.055,491.337,440.847,17.325,215.424,111.1,41.877,5.742,247.401,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.84749742,1.439309319,16.39535575,0.252296392,7.822464189,9.925471758,2.911754552,0.689514862,0.255328236,210.741,333.6235,27.263,211.2385,226.263,11.6025,368.10423,108.89214,22.7855,8.955,83.2815,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.10012617,1.904851195,14.61026587,0.243551691,4.909973338,9.337615881,3.198082419,0.676409333,0.302649894,35.739,39.501,41.283,468.369,407.781,19.4,222.878,107.486,38.709,6.138,280.368,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
48.19920255,3.614140391,12.6030638,0.248890914,5.094724087,9.433525969,3.655381875,0.733159049,0.344228371,17.1855,4.221,52.662,665.913,306.123,10.1455,314.6655,106.51392,34.0695,8.5425,195.774,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.36401554,1.465394062,16.62964836,0.168645971,6.277015378,9.865093168,3.115574701,0.73053401,0.387056327,68.95,139.1805,29.747,262.995,359.722,9.7465,464.197,105.414,24.3295,7.88,62.843,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.8114489,1.456121879,16.72666193,0.165628109,6.063620418,9.790101408,3.057092627,0.732665086,0.380306531,69.4455,142.911,31.4565,261.3,340.9965,9.5545,456.9735,105.26571,23.919,8.3415,62.31,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.19770833,1.264212433,16.51544468,0.184004091,6.515297656,10.44157759,2.817351167,0.752350352,0.228172323,79.6,168.354,37.9095,280.8885,308.052,10.335,255.04437,103.12302,28.7555,7.363,146.663,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.89164977,1.61975293,15.18185921,0.207443149,5.277291405,10.47534448,3.054657141,0.829721686,0.256694733,36.218,95.6195,45.8695,359.991,339.3945,12.3825,262.65612,103.02,32.3375,7.4625,180.692,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.13020113,1.747889025,16.942813,0.118248396,5.13125747,9.610804915,3.239231652,0.625481803,0.26594819,57.918,171.981,44.128,361.101,312.5405,7.913,304.822,102.763,28.0725,6.9935,186.362,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.29009565,1.590946065,15.20170285,0.195215151,5.996664748,10.25872841,2.866373395,0.650639263,0.227478339,51.3,146.0,44.5,355.1,276.9,9.114,226.9,102.051,32.2,6.8,192.5,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.79388966,1.620018355,15.14809488,0.199297874,5.39724676,9.683301949,2.870793807,0.711597704,0.224016596,50.904,112.716,42.319,388.143,376.73,12.474,214.221,101.085345,36.966,6.06,272.7,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
52.15698512,2.084561355,13.87065368,0.249524881,4.700069648,8.863971541,2.981487489,0.840440922,0.351662112,34.029,22.7855,44.775,538.096,471.63,13.9425,230.335,111.942,39.999,5.6715,201.786,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
53.5560861,0.920887358,16.77581135,0.152933695,6.790345273,9.390390455,2.682651481,1.018033664,0.226718651,112.0104,192.8406,28.2012,202.1748,496.5,20.3565,295.2189,98.6,20.9523,3.972,77.0568,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.95454624,1.421446404,15.93730287,0.171920326,6.285793846,10.31512967,2.904507662,0.821328308,0.347995585,54.945,174.141,34.749,268.686,337.788,12.028,398.36,99.698,25.74,7.029,53.163,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.62671679,1.246350494,17.40969775,0.166561308,7.946379497,10.27786725,2.883510641,0.639645097,0.360714246,159.6975,236.81,32.238,258.4015,348.25,6.1425,449.39772,87.77304,22.487,6.0695,76.5155,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.24999587,1.142706508,17.48480163,0.171476979,5.780535268,9.405752814,3.25208236,0.739540099,0.285221609,100.296,16.6165,26.467,254.4215,315.216,7.41,439.85766,89.6274,22.885,5.8705,145.5685,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.43458153,1.793720233,16.25297361,0.179537486,6.509229716,10.41766825,3.086710845,0.504600635,0.28693518,64.078,167.0605,37.611,301.9825,294.719,2.73,303.96255,91.99686,26.268,6.567,173.8265,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.71187841,2.022955531,15.01939864,0.207926907,6.432943011,11.05386106,2.897766717,0.373342814,0.313770203,44.775,161.6875,42.984,351.235,268.849,4.1925,290.66736,92.61498,28.258,6.169,180.095,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.06366223,1.569647626,15.60889414,0.204103814,6.109403019,10.55023551,2.950610473,0.705358029,0.258045321,51.6405,154.1255,41.193,329.345,332.6285,9.4575,266.30976,93.02706,29.7505,5.97,173.0305,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.32850735,1.220935887,17.18973331,0.162284324,6.818430581,9.881391001,3.03086341,0.677105975,0.222599914,47.6605,184.9705,31.044,205.6665,315.216,11.2125,383.42922,93.521556,22.089,5.4725,30.845,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.60504533,1.485564354,15.85590388,0.189308308,5.660271775,10.31364313,2.832923709,0.642273597,0.196232244,50.6,168.8,42.8,333.8,305.2,11.074,273.2,94.2,27.9,7.4,198.5,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.5309481,1.620298939,15.53283959,0.194429158,5.948509335,10.53291056,3.00341219,0.802421109,0.264922264,49.76125,157.395,44.60525,339.6,358.3725,11.001,265.96125,94.87118,30.114,6.076,169.13725,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
49.53604467,1.796431532,15.99520375,0.181354489,6.946886731,9.852102075,3.036438242,0.646876756,0.297205064,63.481,162.4835,36.7155,299.495,296.51,6.1425,282.34518,95.8333248,26.666,7.363,166.165,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.882764,1.508891217,15.38155274,0.194985118,6.52504652,10.59388868,3.027447282,0.614167089,0.224818799,62.055,170.3065,45.901,338.5445,312.639,8.077,265.2605,97.3,28.8605,5.91,180.5505,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
50.46790701,1.242585369,17.00196627,0.145397156,7.505574962,9.866116667,3.029821338,0.642218141,0.309907886,156.7125,169.548,28.855,248.0535,292.0325,7.8,407.48235,93.2331,22.487,7.4625,89.948,PictureGorge,PictureGorge,6,Cahoon2021,2.0,1.0
51.64,2.757,13.42,0.244,4.4,8.59,3.21,0.83,0.434,16.0,45.0,38.0,404.0,377.0,24.0,302.0,224.0,47.0,18.6,111.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.08,2.347,13.69,0.221,4.24,8.13,3.36,1.14,0.444,24.0,16.0,38.0,409.0,510.0,28.0,307.0,217.0,50.0,16.2,111.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.25,2.378,13.61,0.239,4.33,7.84,3.37,1.24,0.446,44.0,46.0,39.0,411.0,522.0,27.0,289.0,217.0,47.0,13.6,85.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.83,2.413,13.78,0.209,4.03,7.91,3.19,1.43,0.41,13.0,38.0,33.0,368.0,534.0,39.0,318.0,199.0,40.0,15.3,74.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.2,2.229,14.02,0.219,4.31,8.44,3.39,1.02,0.425,35.0,32.0,38.0,428.0,525.0,16.0,326.0,198.0,45.0,11.7,122.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.2,2.229,14.01,0.22,4.31,8.44,3.39,1.02,0.425,29.0,32.0,38.0,428.0,524.0,16.0,326.0,198.0,45.0,11.7,122.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
54.58,2.249,13.84,0.24,4.03,7.46,3.46,1.48,0.45,21.0,31.0,34.0,341.0,649.0,32.0,351.0,197.0,40.0,12.0,65.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
50.74,2.485,14.23,0.216,5.29,9.18,3.09,0.76,0.39,72.0,72.0,36.0,379.0,360.0,19.0,336.0,196.0,44.0,15.2,162.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.64,2.431,14.12,0.199,4.65,8.72,2.85,1.28,0.375,39.0,82.0,33.0,334.0,501.0,38.0,357.0,187.0,35.0,13.6,46.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.63,2.431,14.11,0.198,4.65,8.72,2.85,1.28,0.375,33.0,82.0,33.0,334.0,501.0,38.0,357.0,187.0,35.0,13.6,46.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
54.67,2.175,13.85,0.235,3.95,7.33,3.48,1.48,0.442,21.0,37.0,29.0,331.0,606.0,31.0,347.0,186.0,39.0,14.9,66.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.29,2.128,13.85,0.229,4.36,8.16,3.05,1.41,0.426,36.0,102.0,31.0,387.0,463.0,30.0,316.0,186.0,40.0,15.0,128.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.08,2.442,14.05,0.183,4.73,8.8,2.87,1.29,0.353,24.0,54.0,34.0,343.0,460.0,40.0,352.0,185.0,37.0,15.1,48.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.28,2.285,13.99,0.186,4.75,8.73,2.93,1.19,0.323,25.0,61.0,32.0,331.0,476.0,28.0,348.0,184.0,36.0,13.4,50.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.65,2.158,13.84,0.219,4.34,8.0,3.41,1.2,0.411,18.0,35.0,32.0,410.0,477.0,25.0,309.0,184.0,40.0,14.8,139.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.85,2.346,14.06,0.194,4.55,8.59,2.82,1.27,0.395,37.0,81.0,33.0,328.0,491.0,40.0,351.0,180.0,35.0,16.2,42.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.62,2.347,13.94,0.2,4.64,8.62,2.95,1.28,0.361,32.0,79.0,33.0,318.0,451.0,28.0,340.0,176.0,33.0,17.1,40.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.0,2.222,14.2,0.2,5.06,8.9,3.14,0.98,0.338,25.0,73.0,33.0,337.0,658.0,25.0,346.0,175.0,33.0,11.8,68.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.3,2.412,14.0,0.205,4.73,8.71,2.97,1.28,0.367,28.0,74.0,34.0,338.0,503.0,30.0,346.0,187.0,34.0,13.4,44.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
53.5,2.172,13.97,0.215,4.24,8.35,3.37,1.01,0.417,30.0,44.0,35.0,418.0,500.0,15.0,319.0,183.0,43.0,15.3,115.0,GrandeRonde,BuckhornSprings,7,WolffDatabase,3.0,0.0
52.68,2.53,13.39,0.205,3.65,7.43,3.68,1.56,0.408,1.0,52.0,33.0,432.0,671.0,33.0,370.0,180.0,41.0,11.2,200.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
56.38,2.348,14.49,0.243,2.96,7.55,3.21,1.66,0.394,7.0,5.0,33.0,375.0,981.0,45.0,364.0,210.0,47.0,13.6,51.0,GrandeRonde,BirchCreek,8,CruzandStreck2022,3.0,0.0
55.92,1.98,14.09,0.18,3.88,7.47,3.26,1.79,0.312,10.0,23.0,32.0,294.0,629.0,50.0,346.0,179.0,34.0,12.7,47.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
53.17,2.438,14.0,0.188,3.89,7.06,3.41,2.0,0.44,16.0,54.0,26.0,370.0,734.0,37.0,431.0,181.0,33.0,11.2,200.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
56.02,1.992,14.36,0.232,4.1,7.88,3.45,1.58,0.352,10.0,25.0,27.0,312.0,741.0,43.0,355.0,183.0,35.0,14.5,63.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
52.78,2.347,13.38,0.206,3.49,7.35,3.6,1.37,0.424,3.0,26.0,28.0,386.0,587.0,26.0,348.0,185.0,38.0,14.1,40.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
53.0,2.363,13.34,0.201,3.37,7.33,3.27,1.4,0.431,1.0,26.0,31.0,374.0,595.0,30.0,348.0,189.0,38.0,14.8,36.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
55.75,1.997,13.82,0.167,3.86,7.25,3.14,1.9,0.32,10.0,22.0,27.0,291.0,757.0,58.0,340.0,190.0,34.0,14.9,54.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.860001,2.515,13.89,0.183,3.57,7.54,3.02,1.76,0.372,0.5,18.0,38.0,321.0,566.0,50.0,331.0,191.0,38.0,16.6,4.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
56.07,2.066,14.66,0.192,3.97,8.0,3.35,1.7,0.331,15.0,22.0,28.0,308.0,745.0,37.0,376.0,192.0,38.0,15.3,58.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
53.150002,2.253,13.48,0.215,3.88,7.77,3.01,1.48,0.466,11.0,15.0,42.0,419.0,467.0,36.0,318.0,194.0,50.0,15.1,102.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.220001,2.432,13.99,0.203,4.09,7.82,3.12,1.38,0.36,24.0,97.0,33.0,370.0,500.0,30.0,346.0,195.0,33.0,16.9,33.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.490002,2.33,13.48,0.207,3.38,7.52,2.94,1.77,0.486,7.0,15.0,37.0,351.0,624.0,57.0,327.0,196.0,45.0,16.6,62.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
59.32,1.769,15.47,0.172,2.51,5.96,3.79,2.09,0.765,2.0,0.2,24.0,132.0,896.0,35.0,358.0,194.0,53.0,11.5,4.0,GrandeRonde,HunterCreek,8,CruzandStreck2022,3.0,0.0
52.91,2.325,13.23,0.182,3.59,7.26,3.35,1.53,0.368,5.0,28.0,34.0,394.0,567.0,37.0,311.0,197.0,40.0,15.1,73.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.619999,2.659,13.48,0.188,3.78,7.1,3.27,1.62,0.424,8.0,21.0,35.0,359.0,573.0,45.0,302.0,199.0,43.0,18.9,50.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.07,2.327,13.5,0.191,3.58,7.52,2.92,1.71,0.486,8.0,11.0,34.0,355.0,621.0,54.0,328.0,199.0,45.0,16.6,64.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.610001,2.513,13.86,0.202,4.05,7.53,3.32,1.5,0.382,7.0,32.0,32.0,359.0,516.0,33.0,345.0,202.0,37.0,15.5,33.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.360001,2.493,13.95,0.203,3.89,7.73,2.96,1.85,0.379,24.0,95.0,32.0,357.0,508.0,42.0,347.0,203.0,36.0,17.0,35.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
52.68,2.568,14.84,0.2,3.72,8.3,2.89,0.93,0.379,29.0,101.0,34.0,372.0,442.0,24.0,377.0,206.0,39.0,17.1,48.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
55.34,2.353,13.4,0.279,3.24,6.7,3.21,1.94,0.497,2.0,18.0,32.0,321.0,761.0,44.0,329.0,219.0,48.0,16.0,33.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
54.32,2.325,13.15,0.247,3.02,6.76,3.4,1.77,0.489,0.5,13.0,26.0,319.0,734.0,42.0,327.0,220.0,48.0,16.1,34.0,GrandeRonde,BirchCreek,8,ReidelinComm,3.0,0.0
52.93,2.542,13.45,0.211,3.67,7.47,3.7,1.57,0.41,1.0,52.0,33.0,432.0,671.0,33.0,370.0,180.0,41.0,11.2,200.0,GrandeRonde,BirchCreek,8,WolffDatabase,3.0,0.0
55.97,2.005,13.87,0.171,3.88,7.28,3.15,1.91,0.321,10.0,22.0,27.0,291.0,757.0,58.0,340.0,190.0,34.0,14.9,54.0,GrandeRonde,BirchCreek,8,WolffDatabase,3.0,0.0
53.49,2.616,13.75,0.219,4.1,8.16,3.01,1.55,0.406,15.0,25.0,34.0,353.0,566.0,46.0,328.0,205.0,40.0,13.7,52.0,GrandeRonde,BirchCreek,8,WolffDatabase,3.0,0.0
54.33,2.434,13.59,0.239,3.48,7.59,3.11,1.72,0.518,11.0,11.0,33.0,356.0,609.0,48.0,318.0,213.0,44.0,14.1,73.0,GrandeRonde,BirchCreek,8,WolffDatabase,3.0,0.0
56.04,2.383,13.57,0.284,3.28,6.78,3.25,1.96,0.503,2.0,18.0,32.0,321.0,761.0,44.0,329.0,219.0,48.0,16.0,33.0,GrandeRonde,BirchCreek,8,WolffDatabase,3.0,0.0
