SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation,Member,MemberID,Source,FormationID,Polarity
55.54999924,2.085000038,15.27000046,nan,nan,nan,0.136000007,3.630000114,8.220000267,3.269999981,1.159999967,0.338999987,39,39,42,325,615,27,341,167,41,10.80000019,22,26,nan,5,23,37,3,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.00999832,2.088999987,13.26000023,nan,nan,nan,0.201000005,3.369999886,6.880000114,3.220000029,1.559999943,0.356999993,12,12,34,362,619,43,288,170,38,11.19999981,22,6,nan,9,27,51,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.52999878,2.010999918,14.69999981,nan,nan,nan,0.165000007,3.819999933,7.369999886,3.160000086,1.75,0.340999991,27,27,38,332,748,43,341,170,39,12.69999981,20,22,nan,9,28,51,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.70000076,2.096999884,13.35999966,nan,nan,nan,0.194000006,3.299999952,6.909999847,3.269999981,1.559999943,0.35800001,11,11,33,362,633,43,294,171,37,11.5,21,5,nan,9,24,51,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.11824,1.85841,14.43617,nan,nan,nan,0.15349,3.83143,7.60184,2.97055,1.85856,0.30266,5.821955896,15.9,34.9,324.2,972.9,42.8,332.6,171.6,45.5,9.6,19.1,20.1,nan,6.3,32.2,48.2,3.7,1.6,GrandeRonde,WinterWater,28,Wells2020,3,1
55.06000137,2.09100008,13.23999977,nan,nan,nan,0.200000003,3.309999943,6.809999943,3.25,1.580000043,0.35800001,10,10,33,351,634,44,292,172,38,11.5,21,5,nan,10,25,59,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.70000076,2.112999916,13.38000011,nan,nan,nan,0.191,3.440000057,6.880000114,3.299999952,1.570000052,0.360000014,6,11,34,367,626,43,299,172,41,12.60000038,22,5,nan,9,25,54,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.56,1.964,13.44,nan,nan,nan,0.187,3.48,6.88,3.13,1.71,0.332,11,17,31,332,692,43,296,172,33,8.4,21,19,nan,6,26,44,1,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.34999847,1.998000026,13.64999962,nan,nan,nan,0.213,4,7.460000038,3.309999943,1.450000048,0.328000009,5,5,35,361,562,38,304,173,37,12,21,4,nan,9,26,60,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.95999908,2.160000086,15.56999969,nan,nan,nan,0.134000003,3.75999999,8.470000267,3.160000086,1.450000048,0.361999989,40,40,40,346,700,34,357,175,41,11.60000038,24,34,nan,5,21,45,4,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.75999832,2.056999922,13.43999958,nan,nan,nan,0.200000003,3.319999933,6.889999866,3.359999895,1.590000033,0.361000001,5,7,34,343,660,43,298,176,37,12,20,5,nan,9,22,58,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
52.20999908,2.253000021,15.97999954,nan,nan,nan,0.123000003,3.049999952,6.369999886,2.720000029,0.769999981,0.354000002,11,40,43,355,950,8,288,176,166,11.69999981,23,30,nan,8,123,53,4,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.58655167,2.069129944,13.9675703,nan,nan,nan,0.195559993,3.733069897,7.661849976,3.183180094,1.613049984,0.323960006,8.899999619,8.899999619,36.09999847,383.6000061,606,41,328.7999878,176.3999939,40.90000153,12.10000038,23.39999962,12.10000038,nan,8.699999809,28.29999924,54.40000153,6.099999905,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.79999924,2.029000044,13.27999973,nan,nan,nan,0.210999995,3.5,7.25,3.200000048,1.580000043,0.342000008,18,18,41,335,619,43,307,177,38,13.30000019,23,16,nan,6,20,53,8,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.97000122,1.934000015,14.89000034,nan,nan,nan,0.150999993,3.680000067,7.590000153,3.059999943,1.840000033,0.31099999,29,29,40,356,896,49,349,177,48,11.30000019,18,10,nan,12,26,69,8,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.70000076,2.063999891,13.39000034,nan,nan,nan,0.206,3.170000076,6.869999886,3.049999952,1.960000038,0.36500001,8,8,33,340,685,51,302,178,38,11.60000038,22,4,nan,11,25,59,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.66999817,2.138000011,13.39999962,nan,nan,nan,0.200000003,3.539999962,6.889999866,3.289999962,1.590000033,0.363000005,27,27,31,345,621,42,302,178,39,13.10000038,24,16,nan,6,20,59,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.09000015,2.092000008,13.61999989,nan,nan,nan,0.207000002,3.579999924,7.300000191,3.160000086,1.49000001,0.354000002,20,20,30,332,613,35,309,178,37,13.19999981,20,10,nan,5,22,53,8,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.40000153,2.145999908,13.31000042,nan,nan,nan,0.194999993,3.420000076,7.010000229,3.25,1.580000043,0.367000014,32,32,30,359,614,42,306,179,40,12.80000019,22,12,nan,8,21,70,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.95000076,2.148000002,13.53999996,nan,nan,nan,0.197999999,3.549999952,7.21999979,3,1.919999957,0.375999987,20,20,34,370,615,45,311,179,39,12.89999962,19,7,nan,7,10,55,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.02999878,1.985000014,13.60000038,nan,nan,nan,0.192000002,3.539999962,7.210000038,3,1.909999967,0.347000003,25,25,36,317,680,47,312,180,37,13.80000019,23,21,nan,11,40,33,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.25999832,2.157999992,14.55000019,nan,nan,nan,0.149000004,3.25999999,7.099999905,3.089999914,1.710000038,0.347000003,9,9,36,381,765,48,343,180,41,11.5,24,6,nan,10,24,49,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.29999924,2.141000032,13.46000004,nan,nan,nan,0.200000003,3.319999933,6.949999809,3.269999981,1.590000033,0.352999985,26,26,36,384,658,46,309,181,40,12.19999981,21,0.5,nan,7,25,45,9,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.79999924,2.164999962,13.78999996,nan,nan,nan,0.197999999,3.329999924,6.920000076,3.440000057,1.629999995,0.374000013,5,10,36,370,659,45,312,181,42,12.19999981,23,4,nan,9,22,57,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.49000168,2.16899991,14.44999981,nan,nan,nan,0.215000004,3.619999886,7.480000019,3.150000095,1.309999943,0.360000014,9,9,36,373,882,27,324,181,39,12,23,7,nan,8,26,50,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.67,2.126,14.71,nan,nan,nan,0.154,4.07,8.46,3.18,1.32,0.352,18,35,40,344,672,32,349,181,43,12,22,46,nan,6,24,56,4,3,GrandeRonde,WinterWater,28,Wells2020,3,1
56.95999908,2.102999926,13.72000027,nan,nan,nan,0.194000006,3.180000067,6.760000229,3.390000105,1.659999967,0.368999988,7,7,34,349,667,46,312,182,41,12,24,5,nan,9,28,55,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.63000107,2.15199995,13.81000042,nan,nan,nan,0.206,3.630000114,7.079999924,3.470000029,1.659999967,0.372000009,5,5,33,368,663,44,314,182,40,12.39999962,21,5,nan,9,24,50,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.26276016,2.139260054,14.29868984,nan,nan,nan,0.188189998,3.564810038,7.540229797,3.340980053,1.601169944,0.331369996,11.19999981,11.19999981,36.90000153,397.7000122,611.2000122,43.59999847,329.1000061,182.1999969,40.59999847,12,21.5,7.800000191,nan,8.600000381,22.60000038,56.29999924,5.900000095,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.20000076,2.066999912,13.35999966,nan,nan,nan,0.216000006,3.220000029,6.679999828,3.180000067,1.639999986,0.356999993,20,20,35,352,646,47,301,183,42,13.19999981,20,0.5,nan,13,27,40,10,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.97999954,2.176000118,13.96000004,nan,nan,nan,0.191,3.559999943,7.03000021,3.5,1.690000057,0.372999996,3,3,35,378,655,46,322,183,41,12.80000019,22,5,nan,9,27,56,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.86000061,2.069999933,13.18999958,nan,nan,nan,0.202000007,3.24000001,6.820000172,3.180000067,1.789999962,0.360000014,6,6,31,338,644,50,306,184,38,13.19999981,20,8,nan,10,24,53,4,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.77000046,2.127000093,13.42000008,nan,nan,nan,0.213,3.319999933,7.179999828,3.079999924,1.850000024,0.356000006,24,24,38,399,641,48,314,184,41,12.30000019,17,0.5,nan,8,17,52,10,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.40000153,2.119999886,13.89000034,nan,nan,nan,0.185000002,3.170000076,6.820000172,3.130000114,1.889999986,0.375999987,8,8,34,348,771,47,317,184,44,11.69999981,25,4,nan,10,28,55,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.5,2.190999985,14.21000004,nan,nan,nan,0.202000007,3.730000019,7.320000172,3.269999981,1.870000005,0.372999996,3,3,34,384,733,44,324,184,39,12.69999981,22,5,nan,11,23,54,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.27806091,2.104820013,13.41046047,nan,nan,nan,0.190909997,3.305449963,6.77147007,3.177999973,1.849599957,0.354339987,6.400000095,6.400000095,32.29999924,355.7000122,746.4000244,51.09999847,303.7000122,184.6999969,40,12.10000038,20.29999924,22.60000038,nan,10.19999981,26.60000038,54.90000153,6.900000095,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.40000153,2.055000067,13.19999981,nan,nan,nan,0.204999998,3.190000057,6.840000153,3.160000086,1.600000024,0.349000007,18,18,39,359,642,46,307,185,41,13.30000019,24,0.5,nan,10,32,49,11,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.25,2.137000084,13.76000023,nan,nan,nan,0.159999996,2.779999971,6.460000038,3.049999952,2.099999905,0.375,8,8,34,349,684,53,320,185,38,12.19999981,23,4,nan,11,24,56,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.31000137,2.240999937,13.82999992,nan,nan,nan,0.214000002,3.470000029,7.139999866,3.24000001,1.940000057,0.386000007,23,23,41,370,701,51,330,185,39,12.60000038,22,13,nan,10,38,54,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.06000137,2.130000114,13.84000015,nan,nan,nan,0.189999998,3.50999999,7.210000038,3.00999999,2.079999924,0.375999987,20,20,28,345,686,49,323,185,39,13.19999981,20,8,nan,11,61,55,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.65000153,2.211999893,14.18000031,nan,nan,nan,0.169,3.549999952,7.420000076,3.019999981,1.809999943,0.377000004,31,31,35,346,933,43,347,185,44,13.80000019,21,24,nan,5,23,42,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.61000061,2.15199995,13.35999966,nan,nan,nan,0.202000007,3.24000001,7.010000229,3.24000001,1.610000014,0.363000005,22,22,36,367,682,45,310,186,44,13.39999962,21,0.5,nan,8,34,58,9,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.59000015,2.13499999,13.93999958,nan,nan,nan,0.192000002,3.400000095,7.110000134,3.269999981,1.889999986,0.386000007,23,23,32,344,650,48,325,186,41,14.30000019,19,8,nan,11,23,50,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.5930481,2.178450108,14.80381966,nan,nan,nan,0.194220006,3.721839905,7.658549786,3.319979906,1.418740034,0.340759993,9.399999619,9.399999619,38.70000076,400.2000122,798.2000122,32.59999847,332.7000122,186.6000061,41.79999924,12.60000038,24.10000038,8.300000191,nan,9.5,28.79999924,55,5.800000191,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.06999969,2.16899991,13.82999992,nan,nan,nan,0.195999995,3.519999981,7.510000229,3.109999895,1.600000024,0.351999998,26,26,36,369,792,44,334,187,47,13.80000019,21,10,nan,10,18,58,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.00999832,2.187999964,14.02999973,nan,nan,nan,0.204999998,3.549999952,6.96999979,3.5,1.700000048,0.377999991,4,4,35,369,661,46,321,187,41,12.5,22,7,nan,9,22,53,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.04000092,2.026000023,14.34000015,nan,nan,nan,0.144999996,3.170000076,6.75,3.069999933,2.00999999,0.338,9,7,33,314,994,56,343,187,42,12.89999962,24,11,nan,10,32,59,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.59409,2.15487,13.52473,nan,nan,nan,0.20557,3.44314,7.21086,3.08362,1.89393,0.36577,0.5,10.2,33,363.3,1048.1,45.7,323,187.1,39.8,11.6,20.2,10.1,nan,7.3,28.1,49.4,4.5,2,GrandeRonde,WinterWater,28,Wells2020,3,1
56.38000107,2.072999954,13.63000011,nan,nan,nan,0.210999995,3.529999971,7.130000114,3.210000038,2.039999962,0.367000014,1,1,33,341,659,50,317,188,39,12.60000038,24,6,nan,11,30,58,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.31000137,2.117000103,13.65999985,nan,nan,nan,0.201000005,3.289999962,7.090000153,3.059999943,2.099999905,0.363000005,23,23,34,369,891,52,322,188,45,12.80000019,19,0.5,nan,12,20,56,12,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.72999954,2.102999926,13.68000031,nan,nan,nan,0.213,3.24000001,6.869999886,3.309999943,1.669999957,0.360000014,21,21,40,366,667,47,312,188,45,14,18,0.5,nan,10,24,60,11,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.68,1.958,13.84,nan,nan,nan,0.178,3.52,7.09,3.05,1.71,0.333,10,9,32,322,711,50,331,188,41,15.4,22,18,nan,12,28,56,5,1,GrandeRonde,WinterWater,28,Wells2020,3,1
56.20000076,2.108999968,13.89999962,nan,nan,nan,0.173999995,3.279999971,6.53000021,3.269999981,1.649999976,0.365999997,1,1,33,356,1019,40,304,188,43,12.89999962,24,3,nan,10,29,56,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.13000107,2.114000082,13.94999981,nan,nan,nan,0.202000007,3.49000001,7.119999886,3.400000095,1.899999976,0.379000008,3,3,33,347,668,47,323,188,43,12.69999981,23,2,nan,10,28,55,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
55.00999832,2.092000008,13.56000042,nan,nan,nan,0.175999999,3.039999962,6.429999828,3.349999905,1.690000057,0.367000014,8,7,34,339,742,48,306,190,56,13.60000038,23,9,nan,9,41,62,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.83000183,2.119999886,13.77999973,nan,nan,nan,0.187000006,3.170000076,6.989999771,3,2.069999933,0.367000014,20,20,33,366,689,53,324,190,39,13.60000038,23,0.5,nan,10,21,68,11,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.83000183,2.229000092,14.18999958,nan,nan,nan,0.180000007,3.299999952,6.880000114,3.549999952,1.720000029,0.384000003,2,2,34,382,679,46,341,191,50,13,25,8,nan,14,30,63,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.38999939,2.263000011,14.51000023,nan,nan,nan,0.144999996,3.109999895,6.909999847,3.269999981,2,0.39199999,5,13,37,372,889,53,344,191,57,12.39999962,23,7,nan,9,33,51,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.36000061,2.200000048,14.46000004,nan,nan,nan,0.158000007,3.150000095,6.900000095,3.339999914,1.970000029,0.382999986,4,7,35,357,869,53,336,193,44,13.60000038,24,2,nan,13,25,59,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.65000153,2.055999994,14.60000038,nan,nan,nan,0.158999994,3.329999924,6.860000134,3.079999924,1.669999957,0.335999995,7,7,33,326,1142,46,351,193,50,11.80000019,23,12,nan,8,34,57,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.08700943,2.156419992,13.91084003,nan,nan,nan,0.216000006,3.400330067,6.889870167,3.175209999,1.917070031,0.374769986,6.599999905,6.599999905,34.5,354.6000061,700.4000244,50.09999847,320.1000061,193.3999939,42.59999847,12.89999962,23.89999962,8.199999809,nan,9.600000381,30.20000076,57.20000076,6.5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.75,2.329999924,14.43999958,nan,nan,nan,0.136999995,2.849999905,6.179999828,3.450000048,1.74000001,0.398000002,25,25,36,393,717,50,340,194,68,15.19999981,25,10,nan,7,38,53,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.81999969,2.052000046,14.53999996,nan,nan,nan,0.151999995,2.99000001,6.980000019,3.130000114,2.039999962,0.34799999,6,6,32,335,1180,51,342,194,51,12.30000019,21,13,nan,9,31,55,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.72999954,2.213999987,14.56999969,nan,nan,nan,0.149000004,2.980000019,6.880000114,3.279999971,2.089999914,0.386000007,7,7,33,357,845,54,346,194,45,12.60000038,24,4,nan,11,26,57,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.59999847,2.160000086,13.90999985,nan,nan,nan,0.194000006,3.160000086,6.909999847,3.25,1.730000019,0.370000005,23,23,43,377,691,45,318,195,44,13.69999981,22,0.5,nan,13,34,64,9,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.49000168,2.336999893,14.89999962,nan,nan,nan,0.167999998,3.529999971,7.269999981,3.089999914,1.909999967,0.388000011,20,20,37,376,965,45,349,195,47,14.10000038,24,10,nan,7,43,51,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.13999939,2.27699995,15.28999996,nan,nan,nan,0.150000006,3.529999971,7.46999979,3.200000048,1.399999976,0.338999987,10,10,40,410,850,32,359,195,47,14.19999981,26,6,nan,9,34,53,4,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.38214111,2.151819944,14.00681019,nan,nan,nan,0.212019995,3.212510109,6.78467989,3.176450014,2.012520075,0.368750006,6.5,6.5,35,351.1000061,704.5,51.90000153,333.2000122,195.1000061,44.90000153,13.39999962,22.29999924,7.300000191,nan,10.19999981,27.29999924,60.59999847,6.900000095,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.25,2.193000078,13.85000038,nan,nan,nan,0.188999996,3.269999981,6.980000019,3.049999952,2.109999895,0.388000011,19,19,35,343,1046,49,339,196,45,13.39999962,23,10,nan,12,26,46,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.75999832,2.180000067,13.93000031,nan,nan,nan,0.162,3.069999933,6.699999809,3.119999886,2.109999895,0.379999995,7,7,34,346,769,56,339,196,43,13.69999981,24,7,nan,10,28,60,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.04000092,2.246000051,14.26000023,nan,nan,nan,0.181999996,3.220000029,6.989999771,3.24000001,2.079999924,0.395000011,19,19,29,358,916,52,343,196,51,13.5,22,2,nan,8,14,51,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.4146,2.18846,13.89258,nan,nan,nan,0.18586,3.24105,6.79551,3.16636,2.13187,0.37131,20.06126558,5.3,33.5,360.9,1136.1,53.6,333.2,197.6,43.2,12.4,20.6,24.3,nan,7,30.8,59.4,4.7,2.7,GrandeRonde,WinterWater,28,Wells2020,3,1
56.90000153,2.160000086,14.06000042,nan,nan,nan,0.150999993,2.920000076,6.610000134,3.279999971,2.049999952,0.379999995,8,8,34,350,1687,56,381,198,47,13.30000019,22,8,nan,9,34,56,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.47,2.066,14.3,nan,nan,nan,0.155,3.38,7,3.15,2.11,0.367,9,14,33,337,989,61,353,198,41,15.1,24,19,nan,11,24,55,6,2,GrandeRonde,WinterWater,28,Wells2020,3,1
57.68999863,2.226999998,14.53999996,nan,nan,nan,0.159999996,3.309999943,6.960000038,3.210000038,2.059999943,0.39199999,1,1,34,350,879,49,358,199,49,13.80000019,24,4,nan,11,30,63,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.93999863,2.25999999,14.56999969,nan,nan,nan,0.152999997,3.029999971,6.829999924,3.430000067,1.950000048,0.407000005,19,19,36,364,866,51,355,201,46,15.19999981,24,9,nan,7,39,41,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.785979,2.225436061,14.01618096,nan,nan,nan,0.211342609,3.343550523,7.099063942,3.261450187,2.090560537,0.393027517,6.65106437,5.139458831,35.67389071,362.7853292,730.2062488,55.82863122,355.3280753,201.7489525,42.12340767,14.00754466,22.87563048,9.775049149,nan,8.968859529,29.52669485,60.46422154,6.953385477,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
57.09000015,2.299000025,14.68000031,nan,nan,nan,0.208000004,3.160000086,7.199999809,3.24000001,1.830000043,0.384000003,21,21,44,395,1225,45,350,202,47,13.69999981,23,0.5,nan,12,30,72,10,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
58.75999832,2.266000032,14.75,nan,nan,nan,0.175999999,3.210000038,6.869999886,3.380000114,2.24000001,0.404000014,0.5,0.2,34,386,780,57,372,202,47,14.10000038,23,7,nan,11,28,52,6,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
58.29999924,2.285000086,14.86999989,nan,nan,nan,0.104000002,2.180000067,6.139999866,3.220000029,2.24000001,0.400999993,7,7,34,371,970,63,358,202,44,12.80000019,24,6,nan,9,30,60,8,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.22000122,2.318000078,14.73999977,nan,nan,nan,0.149000004,3.24000001,6.960000038,3.25999999,1.950000048,0.388000011,23,23,39,379,967,45,352,204,44,13.80000019,25,22,nan,14,35,53,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
58.27000046,2.411999941,15.18999958,nan,nan,nan,0.112000003,2.599999905,6.489999771,3.230000019,2.109999895,0.400999993,27,27,34,403,1095,54,366,204,73,14.69999981,24,9,nan,10,56,76,5,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
56.82471,2.28392,14.49725,nan,nan,nan,0.16909,3.06533,6.89419,3.4126,1.89989,0.38975,0.5,5.7,36.3,368.4,1230.7,47.3,351.1,208.1,43.5,13.5,23.6,8.8,nan,8.6,29.5,58.2,4.7,2.4,GrandeRonde,WinterWater,28,Wells2020,3,1
57.86000061,2.374000072,15.25,nan,nan,nan,0.143999994,3.029999971,6.869999886,3.380000114,1.950000048,0.411000013,22,22,36,381,1164,47,357,210,66,15.5,24,6,nan,16,43,75,7,nan,GrandeRonde,WinterWater,28,Wells2020,3,1
54.77,2.05,13.65,12.76,nan,nan,0.21,3.88,7.7,3.01,1.65,0.31,8,11,37,373,565,39,316,175,36,10.9,22,10,127,7,24,50,6,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
56.35,2.038,13.76,11.53,nan,nan,0.2,3.92,7.39,2.7,1.77,0.359,8,25,33,339,687,52,312,181,37,11.4,22,4,116,9,9,37,2,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.76,2.149,13.7,12.3,nan,nan,0.209,3.5,7.29,3.51,1.2,0.361,3,9,34,359,631,45,313,184,37,12.3,21,10,135,8,27,52,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.8,2.18,13.63,12.02,nan,nan,0.21,3.52,7.37,3.16,1.75,0.36,0.5,8,35,366,634,45,326,186,38,11.3,21,9,131,8,28,55,6,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
56.03,2.106,13.8,12,nan,nan,0.221,3.46,7.24,3.44,1.31,0.383,2,5,34,338,628,45,316,188,36,11.8,22,11,134,8,24,52,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.7,2.113,13.72,12.4,nan,nan,0.214,3.44,7.21,3.55,1.27,0.372,1,4,34,338,631,44,317,190,37,12.9,21,8,133,7,25,51,6,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.84,2.085,13.61,12.6,nan,nan,0.212,3.33,6.87,3.37,1.72,0.365,2,5,30,326,645,47,301,191,36,11.9,20,12,133,7,25,54,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
56.16,2.114,13.65,11.99,nan,nan,0.222,3.3,7.33,3.63,1.22,0.388,1,5,32,339,648,50,316,191,37,12.5,23,10,134,8,24,58,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.83,2.124,13.61,12.51,nan,nan,0.214,3.29,6.81,3.6,1.64,0.365,1,5,32,329,681,46,300,192,38,12.1,21,9,120,5,26,53,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.98,2.13,13.63,12.54,nan,nan,0.195,3.29,7.25,3.33,1.29,0.371,2,2,33,332,542,40,296,192,37,12.1,20,7,77,4,28,55,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.84,2.162,13.54,12.55,nan,nan,0.204,3.27,6.78,3.54,1.74,0.373,2,4,33,338,694,48,297,193,37,13,21,10,126,7,26,59,7,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.69,2.147,13.76,12.64,nan,nan,0.304,3.46,7.08,3.61,0.93,0.376,1,3,33,333,629,13,358,193,37,12,20,10,134,7,26,55,5,nan,GrandeRonde,WinterWater,28,WellsFieldTripGuide,3,1
55.45,2.192,13.4,12.56,nan,nan,0.21,3.53,7.22,3.56,1.27,0.379,1,29,36,342,566,65,307,153,36,12.2,19,34,121,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.32,2.042,13.77,12.08,nan,nan,0.21,4.06,7.8,2.58,1.6,0.319,10,24,38,368,543,40,308,167,36,14,21,20,123,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.41,2.075,13.63,12.13,nan,nan,0.21,3.7,7.55,3.18,1.55,0.337,4,21,36,374,586,40,306,174,37,14.1,21,10,123,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.86,2.015,13.6,12.29,nan,nan,0.2,3.56,7.17,3.18,1.56,0.338,1,13,24,332,578,42,317,175,35,14,22,23,126,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
54.65,2.046,13.62,12.73,nan,nan,0.21,3.87,7.68,3,1.65,0.309,8,11,37,373,565,39,316,175,36,10.9,22,10,127,7,24,50,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.2,2.206,13.19,13.17,nan,nan,0.21,3.34,7.19,3.61,1.27,0.383,0.5,19,35,317,597,45,309,177,39,15.9,25,7,131,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.77,2.15,13.32,12.53,nan,nan,0.21,3.4,7.04,3.47,1.51,0.377,0.5,13,35,343,612,45,305,178,39,16.5,23,9,129,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.73,2.13,13.33,12.65,nan,nan,0.21,3.35,7.09,3.36,1.57,0.382,4,16,32,321,588,45,312,178,37,15,22,5,124,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.37,2.141,13.48,12.69,nan,nan,0.213,3.39,7.13,3.36,1.63,0.377,0.5,19,31,324,596,48,309,178,36,14.1,23,12,124,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
55.76,2.152,13.37,12.49,nan,nan,0.204,3.38,7.07,3.41,1.55,0.383,0.5,17,35,324,615,45,310,179,38,13.3,21,3,131,7,24,53,6,nan,GrandeRonde,WinterWater,28,WolffDatabase,3,1
