SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation,Member,MemberID,Source,FormationID,Polarity
48.96,1.76,15.33,nan,7.6,3.9,0.18,7.39,10.26,2.82,0.46,0.21,179,193,27.52,292,372,11,367,123,23,7,19,132,85,2.01,9.3,23.15,0.93,0.34,Steens,LowerSteens,0,Day2021,1,0
48.6,1.82,15.18,nan,8,3.4,0.19,7.64,10.54,2.79,0.43,0.22,179,188,27.77,293,279,9,354,121,24,7,19,148,83,2.06,9.25,23.01,0.95,0.27,Steens,LowerSteens,0,Day2021,1,0
48.37,2.22,15.32,nan,6.3,6.9,0.19,7.03,9.5,2.82,0.53,0.32,160,180,28.82,337,258,6,407,154,28,10,21,171,95,2.66,13.91,33.47,1.16,0.37,Steens,LowerSteens,0,Day2021,1,0
48.63,2.12,15.31,nan,6.4,6.1,0.19,7.35,9.34,2.73,0.5,0.3,162,181,27.51,313,258,4,403,145,26,10,21,128,93,2.48,13.04,31.41,1.05,0.35,Steens,LowerSteens,0,Day2021,1,0
49.5,2.16,14.61,nan,6.9,5.7,0.17,6.55,9.75,2.95,0.81,0.29,93,113,31.74,354,226,36,397,146,28,10,21,200,94,3.04,12.44,30.75,1.24,0.41,Steens,LowerSteens,0,Day2021,1,0
49.62,1.88,16.08,nan,5.1,6.5,0.2,4.91,11.44,2.9,0.42,0.25,104,123,27,319,189,6,458,127,28,8,20,163,93,nan,10,24,nan,nan,Steens,LowerSteens,0,Day2021,1,0
48.43,1.92,14.65,nan,8.2,3.9,0.19,7.79,9.71,2.98,0.63,0.27,137,142,28.69,320,212,10,405,134,26,9,20,145,89,2.76,11.7,28.79,1.17,0.39,Steens,LowerSteens,0,Day2021,1,0
48.65,1.98,14.74,nan,6.6,5.8,0.17,8.34,9.54,2.71,0.56,0.26,131,147,29.51,320,205,6,379,132,25,9,20,463,92,2.63,11.35,27.53,1.13,0.36,Steens,LowerSteens,0,Day2021,1,0
48.46,1.83,15.18,nan,7.5,4.4,0.2,7.97,10.21,2.81,0.54,0.22,176,187,27.78,300,160,12,342,121,24,8,19,155,86,2.07,9.38,23.37,0.96,0.29,Steens,LowerSteens,0,Day2021,1,0
49.08,1.88,15.76,nan,6.4,4.6,0.18,7.29,10.43,3.02,0.5,0.22,150,248,27.54,289,179,9,364,123,23,8,20,166,82,2.21,9.67,24.1,1.05,0.33,Steens,LowerSteens,0,Day2021,1,0
49.18,1.7,15.45,nan,5.8,5.2,0.17,8.13,10.69,2.41,0.23,0.19,169,314,28.35,283,127,5,304,116,22,7,19,140,79,2.35,9.22,22.55,1.19,0.37,Steens,LowerSteens,0,Day2021,1,0
48.87,1.76,14.8,nan,7.7,3.3,0.18,9.01,10.11,2.47,0.55,0.22,228,425,29.63,292,158,7,304,127,24,8,19,164,82,2.37,10.32,25.1,1.28,0.41,Steens,LowerSteens,0,Day2021,1,0
49.29,1.629,14.36,nan,10.68,nan,0.175,10.74,10.37,2.22,0.37,0.171,280,592,nan,293,92,nan,243,109,nan,8.8,nan,176,90,nan,nan,4,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.66,1.63,16.65,nan,9.62,nan,0.165,8.41,10.39,2.68,0.59,0.205,179,333,nan,296,129,nan,402,109,nan,8.1,nan,103,84,nan,nan,17,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
47.9,1.783,15.76,nan,11.32,nan,0.174,8.98,10.12,2.72,0.41,0.25,206.5,176.5,26.2,264.5,127.4,3.7,455.1,113.4,23.4,9.3,nan,95.3,99.2,3.5,2.2,25.8,nan,0.8,Steens,LowerSteens,0,Camp2013Sections,1,0
47.51,1.777,15.45,nan,11.3,nan,0.172,8.77,10.26,2.65,0.41,0.245,226.1,212.5,27.5,281.2,142.6,3.2,436.5,114.6,23.3,9.4,nan,102.4,97.4,3.6,11.7,35.8,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.21,1.727,15.06,nan,10.12,nan,0.176,8.94,10.82,2.36,0.39,0.192,188,404,nan,320,105,nan,257,115,nan,8.9,nan,173,90,nan,nan,4,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
47.47,1.86,15.18,nan,11.13,nan,0.159,9.3,9.78,2.5,0.35,0.224,206.9,194,25.1,257.3,112.5,4,404,116.9,23.9,9,nan,67.9,106.2,2.2,10.1,24,nan,0.7,Steens,LowerSteens,0,Camp2013Sections,1,0
49.42,1.67,14.22,nan,10.72,nan,0.18,10.72,9.92,2.44,0.51,0.21,240,606,nan,290,150,nan,340,117,nan,10.4,nan,121,86,nan,nan,14,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
49.49,1.845,16.13,nan,10.16,nan,0.166,8.44,10.5,2.58,0.48,0.19,192,321,nan,309,89,nan,342,120,nan,9.4,nan,84,82,nan,nan,6,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.03,1.798,15.79,nan,10.96,nan,0.172,9.79,10.74,2.26,0.28,0.182,261,424,nan,302,66,nan,302,122,nan,10.4,nan,113,86,nan,nan,5,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
48.71,1.763,15.28,nan,10.48,nan,0.146,8.66,10.29,2.52,0.48,0.258,138.2,224,26.1,257,169.7,8.1,428.1,122.9,22.8,11,nan,46,97.4,3.3,13.7,35.1,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.82,1.722,13.39,nan,11.34,nan,0.185,12.02,9.6,2.14,0.57,0.205,345,890,nan,299,138,nan,301,123,nan,9.7,nan,118,88,nan,nan,9,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
48.95,1.605,14.06,nan,10.37,nan,0.132,9.45,9.24,2.19,0.29,0.217,259.6,488.7,26.3,245.2,221.2,1.4,382.7,124,21,9.4,nan,99,101.3,3.5,5.4,34,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.57,1.823,14.82,nan,9.55,nan,0.17,9.76,10.05,2.46,0.59,0.213,261,474,nan,293,139,nan,296,125,nan,11.2,nan,179,82,nan,nan,6,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.5,2.007,15.88,nan,10.61,nan,0.181,8.16,10.01,2.89,0.52,0.251,162,269,nan,337,139,nan,391,125,nan,9.6,nan,147,96,nan,nan,14,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.37,1.89,15.95,nan,11.56,nan,0.175,8.05,9.02,3.06,0.64,0.285,125,177,nan,336,223,nan,448,125,nan,7.1,nan,214,102,nan,nan,0.5,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
49.06,1.786,14.35,nan,10.89,nan,0.177,10.66,9.99,2.31,0.57,0.209,285,461,nan,291,136,nan,314,126,nan,9.7,nan,116,87,nan,nan,6,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
47.25,1.931,16.2,nan,11.63,nan,0.107,4.34,10.38,2.68,0.39,0.219,213.3,217.4,32.8,306.8,176.4,3.8,474.4,126.9,28.1,8.9,nan,74,105.2,2.6,12.9,32.9,nan,0.3,Steens,LowerSteens,0,Camp2013Sections,1,0
49.43,1.81,14.77,nan,10.37,nan,0.17,9.82,10.28,2.58,0.56,0.21,248,463,nan,298,148,nan,300,127,nan,10.9,nan,109,83,nan,nan,0.5,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.23,1.827,15.26,nan,10.13,nan,0.165,8.61,10.3,2.6,0.68,0.207,196,385,nan,300,131,nan,303,128,nan,10.9,nan,125,84,nan,nan,16,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.61,1.825,14.87,nan,10.21,nan,0.168,9.87,10.24,2.45,0.53,0.225,260,484,nan,303,147,nan,303,129,nan,10.7,nan,162,85,nan,nan,19,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.25,1.941,16.56,nan,11.09,nan,0.186,7.53,9.69,2.74,0.72,0.289,116,137,nan,320,262,nan,568,130,nan,7.2,nan,189,95,nan,nan,17,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.69,1.691,14.03,nan,10.7,nan,0.187,8.91,9.79,2.26,0.17,0.226,256.1,441,24.4,240.3,174.4,0.3,408.7,130.1,22,9.4,nan,109.3,98.3,3,11.8,33.7,nan,1.3,Steens,LowerSteens,0,Camp2013Sections,1,0
49.86,1.978,16.28,nan,10.45,nan,0.168,7.73,9.76,2.96,0.59,0.233,158,167,nan,294,149,nan,380,131,nan,10.9,nan,186,88,nan,nan,7,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.05,1.736,14.23,nan,10.53,nan,0.154,9.24,9.33,2.43,0.52,0.231,226.3,436.7,25.9,247.2,242.3,8.8,392,131.3,22.1,10.1,nan,87.5,101.4,2.6,15.4,42.2,nan,0.2,Steens,LowerSteens,0,Camp2013Sections,1,0
49.34,1.81,14.32,nan,11.06,nan,0.18,10.09,9.88,2.45,0.64,0.23,261,650,nan,311,203,nan,327,132,nan,10.4,nan,129,90,nan,nan,14,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
47.83,1.938,16.18,nan,11.09,nan,0.156,7.38,10.62,2.86,0.35,0.293,167.6,117.8,30.1,297.9,202.8,3.9,519.7,132.8,25.2,11.8,nan,69.2,108.4,2.6,11.4,36.4,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.87,2.087,15.84,nan,11.22,nan,0.179,7.99,10.16,2.89,0.53,0.243,163,297,nan,354,140,nan,370,133,nan,10.1,nan,148,96,nan,nan,11,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
48.83,2.033,15.16,nan,10.95,nan,0.181,8.58,11.36,2.33,0.36,0.214,164,407,nan,351,77,nan,285,134,nan,12.5,nan,127,88,nan,nan,16,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.07,2.031,17.39,nan,10.24,nan,0.168,6.05,9.82,3.27,0.67,0.297,82,86,nan,329,224,nan,490,134,nan,9.9,nan,148,101,nan,nan,22,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.97,1.734,14.16,nan,10.64,nan,0.153,8.84,9.49,2.45,0.55,0.24,219.7,450.9,26.1,250.3,253.5,9.3,402.3,135.4,22.9,10.1,nan,64.5,102.4,2.8,14.2,33.2,nan,0.3,Steens,LowerSteens,0,Camp2013Sections,1,0
48.77,1.857,15.85,nan,10.77,nan,0.146,7.82,9.82,2.75,0.58,0.3,123.4,160,24.2,251.7,214.6,3.8,471.4,135.8,24.5,12,nan,56.8,97.5,4.2,15.9,37.7,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.19,1.744,13.99,nan,10.81,nan,0.164,9.54,9.31,2.45,0.54,0.236,236.7,500.3,25.4,255.7,261.4,9.7,389.6,135.9,22.8,9.9,nan,98.4,103.6,3.6,12.3,40,nan,0.2,Steens,LowerSteens,0,Camp2013Sections,1,0
50.15,1.936,14.66,nan,10.63,nan,0.179,8.57,10.6,2.39,0.66,0.228,176,489,nan,323,187,nan,330,138,nan,10.4,nan,126,89,nan,nan,0.5,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.44,2.236,15.15,nan,12.07,nan,0.199,7.5,9.27,3.14,0.69,0.302,103,141,nan,408,228,nan,430,138,nan,9.3,nan,227,107,nan,nan,13,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
50.9,1.96,16.09,nan,9.76,nan,0.17,7.01,10.32,2.87,0.69,0.23,134,274,nan,324,175,nan,309,138,nan,10.9,nan,166,85,nan,nan,4,nan,4,Steens,LowerSteens,0,Camp2013Sections,1,0
49.4,1.923,16.84,nan,10.38,nan,0.166,7.12,10.78,2.67,0.5,0.222,146,292,nan,294,167,nan,378,138,nan,10.8,nan,148,81,nan,nan,5,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.78,1.982,16.16,nan,9.94,nan,0.169,6.93,10.33,2.78,0.68,0.235,137,278,nan,321,189,nan,310,140,nan,11,nan,150,84,nan,nan,16,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
50.42,2.043,16.44,nan,9.96,nan,0.167,6.66,10.65,2.76,0.67,0.234,120,281,nan,322,178,nan,360,140,nan,11.2,nan,161,85,nan,nan,11,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.88,1.97,18.11,nan,9.53,nan,0.16,6.01,10.42,3.04,0.59,0.29,107,153,nan,311,196,nan,486,140,nan,11.5,nan,147,87,nan,nan,0.5,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.17,1.738,14.06,nan,10.68,nan,0.158,8.18,9.55,2.44,0.39,0.233,218.5,445.2,27.6,276.1,292.6,6.2,412.2,140.1,23.2,10.4,nan,101.7,108.2,3,16.8,35,nan,0.3,Steens,LowerSteens,0,Camp2013Sections,1,0
50.26,2,17.74,nan,9.73,nan,0.12,6.1,9.99,2.99,0.77,0.29,110,146,nan,302,211,nan,450,143,nan,11.2,nan,188,85,nan,nan,2,nan,2,Steens,LowerSteens,0,Camp2013Sections,1,0
49.01,2.23,15.51,nan,11.66,nan,0.18,7.31,10.16,2.94,0.69,0.3,119,238,nan,376,238,nan,407,148,nan,11.4,nan,149,101,nan,nan,9,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.15,2.23,15.34,nan,11.41,nan,0.19,7.52,10.21,2.93,0.74,0.3,126,241,nan,381,216,nan,408,149,nan,11.2,nan,169,103,nan,nan,3,nan,5,Steens,LowerSteens,0,Camp2013Sections,1,0
49.85,2.09,18.39,nan,9.84,nan,0.16,5.03,10.62,3.14,0.6,0.29,101,189,nan,296,238,nan,476,150,nan,12.7,nan,185,88,nan,nan,12,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.45,2.03,14.71,nan,11.49,nan,0.18,8.89,9.18,2.85,0.89,0.33,215,500,nan,289,263,nan,399,151,nan,13.8,nan,104,92,nan,nan,8,nan,2,Steens,LowerSteens,0,Camp2013Sections,1,0
48.76,1.856,15.86,nan,10.52,nan,0.149,7.11,9.15,2.82,0.78,0.304,87,67.1,22.4,257.8,296.1,14.1,476.3,151.4,25.5,12.2,nan,40.5,104.4,3.7,12.5,43.1,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.5,1.87,15.57,nan,10.95,nan,0.161,6.75,9.25,2.79,0.78,0.301,84.1,63,22.3,246.9,292,13,478.3,152.8,25.8,11.8,nan,38.2,103,4.2,17.6,51.9,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.97,2.243,14.76,nan,11.2,nan,0.184,7.43,10.83,2.52,0.61,0.265,113,330,nan,366,148,nan,336,154,nan,12.2,nan,149,91,nan,nan,23,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.16,2.197,14.92,nan,11.15,nan,0.168,7.31,10.63,2.52,0.7,0.253,120,329,nan,362,143,nan,337,154,nan,12.4,nan,207,95,nan,nan,3,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
49.71,2.22,16.27,nan,11.19,nan,0.17,6.96,9.26,3.02,0.88,0.31,112,160,nan,338,243,nan,432,161,nan,14.4,nan,226,91,nan,nan,13,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.91,2.22,16.55,nan,11.24,nan,0.18,6.64,10.13,3.14,0.69,0.31,112,160,nan,338,243,nan,432,161,nan,14.4,nan,226,91,nan,nan,13,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
48.93,2.485,14.71,nan,11.99,nan,0.192,7.33,11.08,2.48,0.54,0.263,120,276,nan,390,106,nan,322,165,nan,15.4,nan,132,99,nan,nan,11,nan,2,Steens,LowerSteens,0,Camp2013Sections,1,0
50.24,2.32,14.77,nan,11.81,nan,0.18,6.51,10.23,2.87,0.79,0.28,94,296,nan,347,205,nan,346,165,nan,12.8,nan,185,91,nan,nan,10,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.19,2.639,15.02,nan,11.51,nan,0.196,6.23,10.07,3.17,0.68,0.309,75,176,nan,412,197,nan,360,169,nan,13.2,nan,200,110,nan,nan,11,nan,1,Steens,LowerSteens,0,Camp2013Sections,1,0
49.06,2.66,14.89,nan,12.82,nan,0.197,6.29,10.43,2.81,0.53,0.31,85,296,nan,374,235,nan,347,183,nan,14.9,nan,234,99,nan,nan,20,nan,4,Steens,LowerSteens,0,Camp2013Sections,1,0
51.56,2.77,15.32,nan,11.02,nan,0.19,5.15,9.19,3.25,1.17,0.376,57,76,nan,390,287,nan,390,189,nan,15.7,nan,223,107,nan,nan,14,nan,0.1,Steens,LowerSteens,0,Camp2013Sections,1,0
50.72,2.72,14.73,nan,12.02,nan,0.197,5.68,9.27,3.17,1.09,0.39,59,132,nan,406,286,nan,374,190,nan,14.9,nan,171,110,nan,nan,6,nan,5,Steens,LowerSteens,0,Camp2013Sections,1,0
51.57,2.72,14.69,nan,12.01,nan,0.196,5.22,8.81,3.01,1.38,0.394,50,108,nan,377,363,nan,379,198,nan,18,nan,184,113,nan,nan,24,nan,3,Steens,LowerSteens,0,Camp2013Sections,1,0
66.68,0.945,13.55,nan,5.94,nan,0.07,0.86,3.32,3,3.36,0.223,3,7.8,16.5,53.3,1842.6,127.9,299.4,322.1,45.4,21.4,nan,12.9,131.3,8.7,49.9,101.9,nan,3.6,Steens,LowerSteens,0,Camp2013Sections,1,0
47.47248827,1.548035397,17.59673465,11.23367616,nan,nan,0.178419779,8.354486281,10.17221795,2.509360268,0.750826996,0.183754251,165.726,41.679,29.403,285.219,220.671,22.77,446.688,84.7215,20.988,7.029,17.226,148.698,82.863,0.693,7.227,23.661,2.574,1.188,Steens,LowerSteens,0,Moore2018,1,0
48.4025189,1.719798183,15.4330843,11.1557274,nan,nan,0.16430224,8.920647548,11.10657856,2.396411785,0.511992748,0.188928048,171.9555,435.366,35.4765,346.725,175.875,8.5425,373.3575,95.5755,22.4115,5.3265,19.095,149.544,86.43,2.3115,6.3315,20.4015,1.3065,0.201,Steens,LowerSteens,0,Moore2018,1,0
48.09995935,1.757921616,16.82539402,11.22643268,nan,nan,0.172793734,7.782020128,10.17598631,3.020760062,0.666942492,0.271789603,162.006,115.977,28.743,302.0025,265.4205,9.045,536.67,107.6355,24.8235,6.7335,19.698,159.996,96.48,3.1155,10.854,31.8585,1.5075,0.804,Steens,LowerSteens,0,Moore2018,1,0
49.15463639,1.655739584,14.79416744,11.0125921,nan,nan,0.179178455,9.508519675,10.60268195,2.400857395,0.519042339,0.172574528,247.5315,533.655,30.351,296.1735,127.3335,9.7485,260.295,115.2735,24.2205,6.633,17.286,98.9925,88.038,2.3115,8.442,21.306,1.5075,0.3015,Steens,LowerSteens,0,Moore2018,1,0
49.00162,1.677147882,14.18642264,11.49952059,nan,nan,0.183449397,10.47111974,9.956684053,2.374859076,0.440462667,0.208713964,254.3655,635.8635,30.8535,282.9075,179.493,5.628,343.911,116.982,23.517,8.7435,16.08,177.3825,91.1535,1.5075,12.1605,23.0145,0.603,0.1005,Steens,LowerSteens,0,Moore2018,1,0
49.16298104,1.79479302,14.97781779,10.78662988,nan,nan,0.173354,8.851106856,11.00607207,2.634926459,0.380599929,0.231688773,153.8655,359.4885,30.4515,279.8925,167.5335,4.5225,416.874,118.389,24.8235,10.452,17.3865,57.084,96.3795,1.005,13.266,23.4165,1.407,0.402,Steens,LowerSteens,0,Moore2018,1,0
49.02672883,1.851975388,15.97464197,11.51085524,nan,nan,0.173946208,7.494042041,10.04148126,2.957697466,0.675230291,0.293381246,150.311,220.5415,30.338,308.305,242.507,11.426,480.089,119.7,25.7085,7.9785,18.912,189.8095,95.6435,2.955,14.8735,29.944,1.4775,1.576,Steens,LowerSteens,0,Moore2018,1,0
48.58125897,1.947691619,15.53087853,11.92528523,nan,nan,0.176224697,8.010014252,10.10190708,2.774872874,0.6561145,0.295742183,149.842,241.276,32.732,331.436,242.648,10.976,439.824,119.798,27.44,6.958,19.012,174.146,97.706,2.156,12.642,28.812,1.666,1.568,Steens,LowerSteens,0,Moore2018,1,0
49.6782027,1.802876182,14.78262021,10.94659278,nan,nan,0.166797299,9.060048891,10.51344551,2.516074859,0.343467078,0.189874479,223.4115,441.2955,31.4565,302.907,140.298,4.422,261.4005,120.6,26.4315,8.241,18.1905,100.3995,89.244,1.9095,8.1405,28.944,1.9095,0.7035,Steens,LowerSteens,0,Moore2018,1,0
48.46525348,1.800089852,13.78912018,11.66967686,nan,nan,0.188302513,10.90379012,10.1521595,2.337713604,0.471432441,0.222461441,301.6005,812.1405,30.2505,297.9825,184.8195,8.1405,319.6905,129.846,24.723,8.7435,15.879,140.097,95.9775,2.01,12.864,26.4315,1.206,0.1,Steens,LowerSteens,0,Moore2018,1,0
48.98673875,1.850852725,18.54785103,9.941849266,nan,nan,0.155053818,6.057457344,10.67410955,3.026860918,0.508382275,0.250844325,126.228,191.0505,24.4215,293.7615,220.095,6.9345,509.6355,130.5495,24.6225,9.849,20.6025,134.9715,87.7365,2.211,13.869,28.542,3.015,0.1,Steens,LowerSteens,0,Moore2018,1,0
49.35402271,1.821174967,14.57327477,10.79096832,nan,nan,0.17204949,9.776953847,10.21059343,2.531500081,0.561566299,0.207896085,278.0835,518.0775,29.8485,300.3945,174.5685,10.7535,307.8315,130.7505,26.4315,9.849,18.1905,102.309,90.45,1.608,8.7435,26.4315,2.1105,0.5025,Steens,LowerSteens,0,Moore2018,1,0
48.76683096,2.111887364,16.56507943,11.65172311,nan,nan,0.153899561,7.38788886,9.699434917,2.743529702,0.677979544,0.241746547,144.648,156.408,28.028,325.066,193.648,12.838,361.62,134.0265,25.186,8.036,20.776,190.904,93.982,1.47,11.172,32.438,1.666,0.686,Steens,LowerSteens,0,Moore2018,1,0
48.58379711,2.128131914,16.63531748,11.51332661,nan,nan,0.186876332,6.478584313,10.4895207,3.10280384,0.603618711,0.278022989,104.52,197.181,31.557,363.207,211.854,7.437,459.9885,139.5945,29.346,9.246,19.5975,185.523,101.2035,3.3165,13.3665,33.165,1.206,1.1055,Steens,LowerSteens,0,Moore2018,1,0
48.51526767,2.086001736,16.56218531,11.5306542,nan,nan,0.181320481,7.017700478,10.13849,3.064797688,0.650609146,0.252963088,129.645,199.392,28.0395,330.1425,192.0555,9.246,358.383,144.519,28.2405,9.246,20.2005,198.4875,97.887,2.814,10.452,29.145,0.402,2.01,Steens,LowerSteens,0,Moore2018,1,0
49.36037946,1.950375294,15.15284188,11.18002353,nan,nan,0.186844993,8.340042973,10.50003279,2.616350873,0.469364919,0.243763713,195.171,506.118,31.557,307.6305,302.706,6.7335,364.5135,144.8205,27.135,9.7485,18.5925,164.82,95.877,2.9145,10.653,25.527,2.412,0.5025,Steens,LowerSteens,0,Moore2018,1,0
50.05212317,1.967795332,14.72287216,11.05237966,nan,nan,0.177821196,8.150318538,10.20288933,2.643722124,0.790015793,0.240062699,174.87,460.9935,30.753,316.6755,222.4065,15.7785,341.901,146.127,27.0345,9.7485,19.3965,129.5445,95.877,3.417,12.1605,35.175,2.211,2.3115,Steens,LowerSteens,0,Moore2018,1,0
48.22312823,2.155194965,16.88895614,12.32754359,nan,nan,0.168799365,6.751964129,8.961256088,3.264790244,0.911905817,0.346471892,133.5645,48.642,27.135,314.766,329.9415,13.668,490.9425,146.529,28.4415,10.251,20.904,223.0095,113.2635,3.618,15.1755,38.793,1.809,1.1055,Steens,LowerSteens,0,Moore2018,1,0
48.86377926,2.214190688,18.0508012,11.2196428,nan,nan,0.174041411,4.820505257,10.16143852,3.452124341,0.725387538,0.318088992,77.184,85.5255,27.738,356.373,275.772,9.1455,519.183,146.6295,29.547,9.9495,21.2055,162.9105,103.917,2.3115,14.1705,30.6525,1.206,0.1,Steens,LowerSteens,0,Moore2018,1,0
48.94241724,2.147487064,16.04497894,11.69787976,nan,nan,0.161618208,7.574883577,9.39097488,2.944681428,0.792751469,0.302316907,159.795,168.7395,25.929,315.0675,250.848,13.3665,415.065,148.2375,27.537,10.854,20.301,177.7845,101.6055,2.9145,10.9545,40.0995,1.407,0.1,Steens,LowerSteens,0,Moore2018,1,0
50.08311991,2.015458298,15.13565852,11.03987035,nan,nan,0.180181784,7.141949695,10.69802106,2.65127547,0.803079876,0.251385042,141.2025,384.4125,32.0595,307.932,218.1855,16.884,353.4585,149.8455,28.4415,9.7485,19.9995,194.2665,94.3695,2.412,15.678,31.2555,1.9095,1.206,Steens,LowerSteens,0,Moore2018,1,0
49.81274765,2.033561887,16.47273551,11.48781179,nan,nan,0.17915702,6.157171247,9.197591752,3.188084489,1.098834435,0.372294122,94.248,106.128,28.413,314.523,403.227,18.414,460.647,150.2475,30.195,8.811,19.998,139.887,102.861,5.247,15.642,38.313,3.168,0.99,Steens,LowerSteens,0,Moore2018,1,0
49.75253109,2.127550706,16.41961384,11.84982866,nan,nan,0.186268362,5.773483601,9.251469613,3.026726766,1.24130078,0.371226572,91.377,111.375,29.7,301.653,424.215,13.167,487.08,150.6495,30.789,9.108,20.295,232.749,103.455,4.455,13.761,41.085,1.683,1.287,Steens,LowerSteens,0,Moore2018,1,0
49.08014893,2.181042475,18.33733939,10.87569955,nan,nan,0.144136756,5.061162801,9.580614752,3.438270017,0.935326288,0.366269457,72.4605,93.063,25.2255,303.51,336.3735,17.688,526.017,154.8705,28.542,10.7535,21.6075,224.4165,100.299,3.417,12.9645,39.798,1.9095,1.407,Steens,LowerSteens,0,Moore2018,1,0
49.1630401,2.144531167,17.16276449,11.49764573,nan,nan,0.175382424,5.63541045,9.875381106,3.320390829,0.720953584,0.304500121,109.2435,127.635,29.2455,334.665,294.3645,10.854,470.139,156.177,30.351,9.5475,21.8085,201.3015,103.0125,4.02,14.3715,39.798,1.809,1.5075,Steens,LowerSteens,0,Moore2018,1,0
49.05352989,2.17639548,15.3483624,11.87666753,nan,nan,0.223316627,7.707460989,9.484771768,2.954210911,0.857070015,0.318203899,165.3225,175.071,25.125,317.0775,267.531,18.1905,408.834,156.378,27.8385,11.3565,19.3965,186.2265,109.0425,2.5125,10.9545,35.4765,1.7085,0.1,Steens,LowerSteens,0,Moore2018,1,0
50.39102889,1.923190812,17.08035684,9.952577606,nan,nan,0.159281399,6.095041113,10.40411659,2.990853818,0.739111529,0.264421117,124.5195,245.22,26.934,281.4,218.3865,14.1705,382.302,158.991,29.0445,9.849,20.904,154.971,87.7365,2.211,11.859,34.572,2.1105,0.3015,Steens,LowerSteens,0,Moore2018,1,0
50.46414345,2.080523836,17.7803808,10.4021152,nan,nan,0.165377091,4.846152536,9.705539674,3.18653542,1.076589037,0.292632883,75.2745,101.706,24.12,304.8165,306.2235,22.6125,469.0335,159.4935,30.0495,10.3515,20.8035,160.599,97.083,3.7185,16.7835,36.2805,2.9145,1.5075,Steens,LowerSteens,0,Moore2018,1,0
48.79420131,2.115888208,15.12988358,11.77224458,nan,nan,0.187001313,8.554362751,9.478999388,2.885560457,0.746604454,0.33525397,232.959,554.157,28.6425,295.47,302.907,10.1505,421.3965,159.6945,29.145,12.1605,19.7985,140.1975,106.8315,3.1155,15.879,36.582,3.1155,1.206,Steens,LowerSteens,0,Moore2018,1,0
48.92343544,2.241801257,18.26602369,10.92251348,nan,nan,0.158572515,5.168075328,9.560521514,3.405993347,0.971651629,0.381432589,75.978,85.626,24.924,306.525,336.072,18.1905,513.8565,160.0965,29.2455,11.457,21.6075,216.678,102.309,3.417,18.492,43.9185,1.608,1.005,Steens,LowerSteens,0,Moore2018,1,0
