SiO2,TiO2,Al2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Formation,Member,MemberID,Source,FormationID,Polarity
53.75,1.742,14.22,0.2,5.33,8.99,3.08,1.0,0.272,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.13000107,1.909999967,14.14000034,0.237000003,4.71999979,8.840000153,2.819999933,1.149999976,0.310000002,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.83000183,1.922999978,14.28999996,0.195999995,4.659999847,8.81000042,3.019999981,1.129999995,0.308999985,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.26103,1.87213,13.86484,0.20842,4.63507,8.75039,2.95669,0.91735,0.2951,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
51.52999878,1.886000037,13.80000019,0.27700001,4.449999809,8.529999733,2.970000029,1.080000043,0.308999985,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.70999908,1.983999968,14.14999962,0.171000004,4.21999979,8.31000042,2.769999981,0.980000019,0.321999997,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.43136978,1.908650041,13.84146023,0.198469996,4.941709995,8.356550217,3.0088799,1.079710007,0.311910003,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.83000183,1.922999978,14.35999966,0.191,4.800000191,9.130000114,2.960000038,1.159999967,0.30399999,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.27000046,2.01699996,14.51000023,0.193000004,4.550000191,8.609999657,2.849999905,0.819999993,0.32100001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.61999893,1.963000059,14.64999962,0.173999995,4.21999979,8.569999695,3.140000105,1.080000043,0.308999985,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.71041107,1.901229978,13.87499046,0.215020001,4.72510004,8.488610268,3.047460079,1.000360012,0.312220007,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.09999847,1.95599997,13.73999977,0.224999994,4.820000172,8.619999886,2.980000019,0.970000029,0.324000001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.5,1.932000041,13.93999958,0.186000004,4.510000229,8.5,2.819999933,1.100000024,0.305000007,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.75,1.952999949,14.19999981,0.264999986,4.789999962,8.600000381,2.940000057,1.080000043,0.32100001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.70000076,1.878000021,14.21000004,0.231999993,4.650000095,8.899999619,2.890000105,1.120000005,0.291999996,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.52999878,1.921000004,14.25,0.202000007,4.980000019,8.739999771,2.859999895,1.110000014,0.307999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.97000122,1.850999951,14.60000038,0.191,4.679999828,8.739999771,3.039999962,1.24000001,0.248999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.30448914,1.918480039,13.83551979,0.190880001,4.816740036,8.296429634,3.040420055,1.064970016,0.316689998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.83000183,2.003999949,14.14000034,0.230000004,4.650000095,8.779999733,2.829999924,1.24000001,0.324000001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.94449997,1.920289993,13.90192986,0.201769993,4.640240192,8.542059898,3.082940102,1.025930047,0.316769987,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.31999969,1.995000005,13.89999962,0.221000001,4.659999847,8.720000267,2.859999895,1.220000029,0.331999987,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.40000153,1.975000024,14.53999996,0.179000005,4.550000191,8.850000381,2.900000095,1.230000019,0.323000014,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.90999985,1.922999978,14.18999958,0.172999993,4.309999943,8.470000267,2.839999914,1.139999986,0.310000002,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.72999954,2.006000042,14.59000015,0.199000001,4.369999886,8.949999809,2.970000029,1.289999962,0.328000009,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.26274872,1.970720053,13.7632103,0.223340005,4.660439968,8.471199989,2.948060036,1.244860053,0.3301,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.46533966,1.983739972,13.95448017,0.209879994,4.751709938,8.532409668,2.940540075,1.238219976,0.328610003,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.04577,1.94061,13.62926,0.22328,4.56064,8.47987,3.02423,0.99135,0.32,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.40000153,1.983999968,13.64999962,0.197999999,4.510000229,8.470000267,2.99000001,1.080000043,0.331,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.72000122,1.963999987,14.11999989,0.216000006,4.559999943,8.75,2.930000067,1.179999948,0.307999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.93999863,1.968000054,13.71000004,0.240999997,4.440000057,8.460000038,2.980000019,1.100000024,0.323000014,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.83000183,1.825000048,14.10999966,0.201000005,4.53000021,8.720000267,2.819999933,1.120000005,0.289000005,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.93999863,1.934999943,14.14999962,0.219999999,4.739999771,8.569999695,2.880000114,1.110000014,0.314999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.08000183,1.914000034,14.34000015,0.194000006,4.78000021,7.710000038,2.309999943,0.970000029,0.289000005,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.11000061,1.832999945,14.18000031,0.219999999,4.539999962,8.81000042,2.819999933,1.049999952,0.287999988,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.52999878,2.017999887,14.27000046,0.201000005,4.590000153,8.81000042,3.00999999,1.289999962,0.340000004,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
51.49000168,2.150000095,13.78999996,0.239999995,4.53000021,9.25,2.940000057,0.949999988,0.324999988,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
50.93999863,2.141000032,13.71000004,0.266000003,4.849999905,9.449999809,3.019999981,1.019999981,0.31099999,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.49000168,1.98300004,14.28999996,0.338999987,4.309999943,8.670000076,3.029999971,1.090000033,0.326999992,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.67066956,1.979859948,14.00020981,0.209429994,4.7428298,8.515060425,2.974950075,1.247480035,0.328480005,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.77000046,2.017999887,14.0,0.201000005,4.650000095,8.600000381,3.00999999,1.190000057,0.335999995,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.49000168,2.211999893,16.10000038,0.203999996,5.079999924,8.899999619,2.839999914,0.75999999,0.338999987,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
57.02999878,2.079999924,14.32999992,0.170000002,3.589999914,7.239999771,3.200000048,1.980000019,0.361999989,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.64793,2.10988,13.17792,0.20335,3.50643,6.79919,3.24112,1.5614,0.36217,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.87027962,2.183535129,15.16524739,0.207610298,3.994938018,8.608299821,2.988516401,1.325111327,0.349975119,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
46.88999939,2.354000092,17.04000092,0.217999995,5.130000114,6.96999979,1.779999971,0.230000004,0.35800001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
50.41965,3.071,12.82541,0.26421,4.02869,8.00824,2.8489,1.46905,0.67611,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
49.31999969,3.296000004,13.71000004,0.400999993,3.339999914,8.340000153,2.890000105,1.190000057,0.726999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
57.37,2.098,14.28,0.195,3.42,7.02,3.24,2.07,0.369,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
46.36999893,2.674999952,18.54999924,0.236000001,4.920000076,6.980000019,1.570000052,0.219999999,0.411000013,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.98,1.851,14.51,0.186,5.01,8.69,3.18,1.06,0.292,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
53.99,1.954,13.93,0.21,4.77,8.69,2.95,1.11,0.29,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
54.01,1.896,14.07,0.21,5.04,8.83,2.86,1.31,0.3,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
54.66,2.022,14.08,0.213,4.66,8.57,2.63,1.36,0.319,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
53.94,1.836,14.3,0.2,5.06,8.9,2.87,1.27,0.29,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
55.75,2.15199995,15.14000034,0.175999999,4.110000134,8.25,3.200000048,1.159999967,0.354000002,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.8,2.014,14.36,0.207,4.45,8.88,2.64,1.29,0.303,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
55.78,1.887,14.73,0.202,4.6,8.78,2.65,1.46,0.367,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
55.13,1.84,14.41,0.202,4.7,8.73,2.64,1.17,0.354,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
53.97,1.98,13.99,0.22,4.88,8.69,2.95,1.21,0.33,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
53.65,1.984,14.18,0.215,4.73,8.85,3.21,0.79,0.324,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
54.52,1.805,14.17,0.2,4.81,8.5,3.01,1.3,0.33,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
55.92,2.156,14.94,0.19,3.96,9.13,2.72,1.39,0.352,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
53.69,1.736,14.25,0.197,5.4,9.19,3.11,0.97,0.261,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.04,1.849,14.3,0.203,4.95,9.03,3.15,1.02,0.287,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.12,1.707,14.39,0.187,5.12,8.76,2.92,1.04,0.255,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.73,1.686,14.15,0.201,5.03,8.87,2.84,0.9,0.25,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.13,1.729,14.3,0.193,4.91,8.78,2.9,1.05,0.263,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.87,1.706,14.53,0.208,5.25,9.15,2.93,0.97,0.267,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.94,1.742,14.24,0.199,5.01,8.92,2.78,1.02,0.266,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.99,1.729,14.28,0.187,5.06,8.78,2.96,1.06,0.263,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.55,1.912,14.11,0.206,5.05,8.73,3.06,1.06,0.299,GrandeRonde,SentinelBluffs,30,WellsFieldTripGuide,3.0,1.0
54.03,1.714,14.29,0.194,5.12,8.86,2.92,1.05,0.26,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.86999893,2.015000105,15.05000019,0.170000002,4.449999809,8.319999695,3.279999971,1.159999967,0.287999988,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.43675601,2.067191281,14.2268281,0.213415253,4.063916487,8.83044675,3.028213953,1.451379488,0.350942426,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.02999878,2.049999952,14.31000042,0.194000006,4.46999979,8.920000076,2.950000048,1.309999943,0.335000008,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.04999924,2.019000053,14.64000034,0.186000004,4.380000114,8.789999962,3.180000067,1.149999976,0.335999995,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.16999817,2.099999905,15.39999962,0.187000006,4.849999905,8.989999771,2.910000086,1.100000024,0.324000001,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.38999939,2.049000025,14.47000027,0.172999993,4.28000021,8.699999809,2.890000105,1.200000048,0.340000004,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.88776918,1.957360401,13.83050722,0.215523228,4.717862039,8.530733473,3.086021782,1.043318081,0.329146857,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.40999985,2.038000107,14.52999973,0.192000002,4.400000095,8.989999771,2.970000029,1.25999999,0.337000012,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.66999817,2.052000046,14.97999954,0.197999999,4.46999979,8.359999657,2.539999962,1.00999999,0.335000008,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.84999847,1.863000035,14.31999969,0.180000007,4.389999866,8.229999542,3.019999981,1.309999943,0.252999991,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.25,2.124000072,15.06000042,0.171000004,4.53000021,9.050000191,3.140000105,1.309999943,0.347000003,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.58011499,1.98576618,13.80465254,0.21381929,4.747148425,8.503677425,3.003688883,1.285970441,0.338634273,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.52,2.009,14.05,0.213,4.64,8.49,3.06,1.3,0.309,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.75999832,1.996999979,14.18999958,0.202999994,4.409999847,8.590000153,3.0,1.129999995,0.319999993,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.79999924,2.049999952,14.46000004,0.187999994,4.409999847,8.920000076,2.950000048,1.309999943,0.326000005,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.13999939,1.937000036,14.47999954,0.179000005,4.539999962,8.270000458,3.119999886,1.419999957,0.268999994,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.49,2.077,14.35,0.195,4.39,8.83,3.05,1.45,0.344,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.15000153,1.902999997,14.47999954,0.187000006,4.329999924,8.380000114,3.150000095,1.379999995,0.264999986,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.61586,2.01772,14.14149,0.19695,4.37572,8.70849,2.96235,1.32911,0.33394,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.83,1.983,13.79,0.208,4.55,8.52,2.89,1.15,0.33,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.41,1.985,13.91,0.211,4.63,8.61,3.03,1.24,0.325,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.40000153,2.121999979,15.17000008,0.155000001,4.139999866,8.789999962,3.109999895,1.379999995,0.351000011,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.17613719,2.042403486,14.46541307,0.203149939,4.499232448,8.703994432,3.073584822,1.422109543,0.318717328,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.89734031,2.026663883,14.02862067,0.206505242,4.475133549,8.692444326,3.021757782,1.365592114,0.346692141,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
53.7161847,2.022515983,14.00621792,0.208014891,4.526375691,8.651041282,2.859331907,1.032363078,0.341668633,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.89108,2.04064,14.39583,0.21395,4.56436,8.71357,2.92263,1.16415,0.33605,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.93,1.8,14.4,0.203,4.8,8.87,2.85,1.34,0.314,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
57.11999893,1.934000015,14.82999992,0.165999994,3.920000076,7.630000114,2.980000019,1.710000038,0.324999988,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
56.25999832,1.919999957,14.88000011,0.191,4.170000076,7.920000076,3.019999981,1.669999957,0.312000006,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
52.15999985,2.118999958,14.89000034,0.203999996,4.539999962,8.850000381,2.829999924,0.829999983,0.360000014,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.65999985,2.112999916,15.06999969,0.174999997,4.519999981,8.68999958,3.130000114,1.360000014,0.351999998,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.58038561,1.882362835,14.63537452,0.189395298,4.241683987,8.556264403,3.036518124,1.530526293,0.357980114,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
55.04999924,2.14199996,14.60000038,0.199000001,4.550000191,8.800000191,2.970000029,1.25,0.344000012,GrandeRonde,SentinelBluffs,30,Wells2020,3.0,1.0
54.05,1.786,14.42,0.18,5.07,8.79,3.2,1.01,0.273,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.53,1.829,14.2,0.21,5.19,8.87,2.96,1.12,0.292,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.19,1.81,14.58,0.191,5.29,9.22,2.95,0.96,0.264,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.39,1.91,14.04,0.212,4.55,8.44,2.9,1.48,0.426,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.61,1.967,15.1,0.196,5.12,9.45,2.79,0.63,0.353,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.79,2.151,14.9,0.19,3.95,9.11,2.71,1.39,0.351,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.12,1.92,14.13,0.197,4.72,8.68,2.81,1.21,0.315,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.31,1.998,13.76,0.214,4.46,8.14,3.36,1.27,0.453,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.71,2.177,14.77,0.19,4.82,9.09,3.14,0.84,0.319,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.27,1.987,13.89,0.203,4.52,7.93,3.11,1.27,0.452,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
51.96,2.025,15.99,0.183,4.63,9.55,3.01,0.43,0.295,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.16,1.962,15.56,0.19,4.67,8.23,2.58,0.77,0.302,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.07,2.053,14.07,0.203,4.51,8.48,3.1,1.39,0.425,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.76,1.981,14.75,0.207,4.98,9.04,2.64,0.75,0.314,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
55.22,1.881,14.38,0.205,4.28,8.51,2.91,1.42,0.385,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.4,1.993,13.97,0.215,4.65,8.59,2.88,1.31,0.426,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.63,1.963,13.93,0.217,4.59,8.44,2.9,1.3,0.426,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.4,1.954,15.51,0.198,5.17,9.17,2.63,0.65,0.293,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.75,1.754,14.24,0.223,4.73,8.43,2.9,1.32,0.328,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.16,1.999,13.92,0.217,4.68,8.73,2.91,1.13,0.342,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.98,1.87,13.94,0.211,4.7,8.53,3.1,1.0,0.311,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.94,1.87,14.0,0.205,4.9,8.72,3.12,0.88,0.307,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.2,1.952,14.01,0.205,4.57,8.69,3.04,0.88,0.285,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.49,1.736,14.15,0.192,4.84,8.48,3.09,1.22,0.315,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.69,1.704,14.2,0.196,4.72,8.49,3.02,1.2,0.315,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.51,1.827,14.26,0.231,5.11,8.95,2.91,1.01,0.289,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.66,1.823,14.27,0.198,4.98,8.93,3.14,1.04,0.292,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.817,14.29,0.195,5.06,8.91,3.04,1.13,0.287,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.37,1.843,14.4,0.179,4.92,8.51,3.26,1.13,0.286,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.25,1.855,14.47,0.167,4.18,8.35,2.96,1.28,0.321,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.32,1.695,14.48,0.196,4.81,8.56,2.91,1.12,0.297,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.1,1.832,14.58,0.184,4.82,9.12,3.22,1.12,0.285,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.2,1.854,14.67,0.177,5.03,8.96,3.17,1.1,0.281,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.31,1.877,15.09,0.2,5.35,9.28,2.55,0.63,0.262,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.62,1.866,15.16,0.186,5.31,8.98,3.09,0.89,0.288,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.33,1.942,13.72,0.202,4.56,8.26,3.21,1.09,0.3,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.89,1.892,14.04,0.21,5.03,8.81,2.85,1.31,0.299,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.27,1.737,14.24,0.19,4.93,8.49,3.22,1.2,0.306,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.58,1.84,14.28,0.18,4.17,8.15,3.2,1.16,0.308,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.88,1.836,14.32,0.223,5.15,9.1,2.94,1.16,0.281,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.01,1.736,14.36,0.192,4.86,8.58,3.21,1.13,0.298,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.87,1.817,14.43,0.195,5.16,8.94,2.67,0.9,0.269,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.65,1.865,14.43,0.204,4.96,9.05,2.77,1.04,0.318,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.54,2.018,14.05,0.213,4.65,8.55,2.62,1.36,0.318,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.7,1.825,14.11,0.249,5.05,8.9,2.94,1.14,0.301,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.74,1.832,14.23,0.206,5.16,8.91,3.02,1.12,0.301,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.832,14.27,0.2,5.05,8.88,2.86,1.27,0.289,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.68,2.01,14.33,0.207,4.44,8.86,2.63,1.29,0.302,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.88,1.95,13.9,0.21,4.76,8.67,2.94,1.11,0.289,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.16,1.912,13.79,0.207,4.47,8.35,3.21,1.1,0.301,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.32,1.955,13.71,0.206,4.62,8.31,3.14,1.14,0.306,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.4,1.839,14.89,0.176,5.03,9.31,3.13,1.22,0.289,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.77,1.821,14.65,0.188,5.18,9.0,2.93,0.88,0.268,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
52.59,1.822,14.83,0.205,5.3,9.2,2.93,0.73,0.267,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.31,1.906,13.82,0.21,4.46,8.39,3.19,1.0,0.3,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.95,1.868,13.89,0.203,4.98,8.62,3.1,0.96,0.295,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.13,1.814,14.11,0.189,5.22,8.45,3.24,1.14,0.307,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.48,1.818,14.11,0.19,4.67,8.56,3.11,1.17,0.289,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.18,1.79,14.14,0.197,4.6,8.67,3.12,1.18,0.291,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.24,1.793,14.18,0.172,4.95,8.38,3.21,1.11,0.293,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.82,1.813,14.18,0.194,5.02,8.82,3.07,1.0,0.286,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.85,1.802,14.21,0.193,4.97,9.02,3.11,1.13,0.288,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.9,1.821,14.23,0.197,4.59,8.86,3.01,1.01,0.298,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.02,1.808,14.3,0.191,4.67,9.46,3.13,1.08,0.29,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.61,1.694,14.36,0.194,4.77,8.47,2.88,1.2,0.306,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.78,1.823,14.39,0.172,5.04,8.55,3.21,1.13,0.301,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.37,1.861,14.62,0.192,4.73,9.04,2.9,0.88,0.285,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.02,1.884,14.41,0.198,4.72,8.89,3.26,1.19,0.292,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.27,1.84,14.63,0.248,4.99,8.99,2.89,0.88,0.281,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
54.26,1.925,13.77,0.21,4.52,8.36,3.1,1.14,0.302,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.89,1.838,13.98,0.21,4.78,8.77,3.08,0.88,0.304,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.95,1.843,14.05,0.198,5.04,8.82,2.83,1.24,0.298,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.78,1.794,14.11,0.347,4.82,8.99,2.92,1.05,0.285,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
53.83,1.78,14.17,0.196,5.07,8.97,3.2,1.01,0.285,GrandeRonde,SentinelBluffs,30,WolffDatabase,3.0,1.0
