SiO2,TiO2,Al2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Formation,Member,MemberID,Source,FormationID,Polarity
54.56,2.235,13.82,0.196,3.78,7.39,3.15,1.75,0.378,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.07,2.251,13.87,0.213,4.0,7.4,3.63,1.54,0.427,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
58.68,2.086,12.99,0.155,3.07,6.37,3.11,1.81,0.362,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.7,2.157,13.69,0.189,3.66,7.4,2.97,1.63,0.39,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.74,2.202,14.13,0.192,3.97,7.31,3.0,1.74,0.372,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.35,2.132,13.96,0.188,3.65,7.14,3.36,1.72,0.342,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.16,2.239,13.82,0.215,4.04,7.58,3.51,1.53,0.425,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.42,2.242,13.73,0.222,3.77,7.49,3.34,1.38,0.4,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.96,2.132,13.88,0.204,3.69,7.48,3.24,1.42,0.384,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.04,2.249,13.98,0.201,3.97,7.84,2.92,1.4,0.379,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.78,2.229,14.07,0.204,3.76,7.42,3.42,1.75,0.421,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.88,2.214,14.16,0.237,3.88,7.85,3.2,1.26,0.396,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.09,2.227,13.65,0.207,3.81,7.59,3.29,1.58,0.416,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.97,2.106,13.94,0.198,4.0,7.3,3.2,1.54,0.409,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.63,2.307,13.5,0.221,4.02,7.69,3.35,1.39,0.46,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.89,2.239,13.65,0.207,3.72,7.37,3.47,1.39,0.383,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.18,2.178,13.67,0.214,4.08,7.83,3.21,1.47,0.375,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
57.65,2.135,13.67,0.181,3.22,6.85,3.18,1.79,0.377,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.98,2.234,13.76,0.21,3.87,7.81,3.34,1.3,0.393,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.63,2.046,14.01,0.187,3.75,7.2,3.28,1.69,0.331,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.06,2.15,14.22,0.207,3.83,7.24,3.05,1.52,0.362,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.52,2.126,13.65,0.202,3.77,7.6,3.04,1.76,0.407,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.53,2.127,13.65,0.202,3.77,7.61,3.04,1.76,0.407,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.66,2.121,13.78,0.219,3.26,7.27,3.22,1.51,0.401,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.23,2.255,13.71,0.199,3.52,7.26,3.04,1.58,0.447,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.64,2.346,13.68,0.2,3.53,7.3,3.12,1.85,0.406,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.06,2.225,13.79,0.214,3.47,7.21,3.28,1.54,0.416,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.02,2.207,13.93,0.202,3.91,8.01,3.01,1.48,0.381,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.94,2.218,13.79,0.194,3.39,6.92,3.0,2.19,0.382,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.67,2.226,13.8,0.203,3.83,7.58,3.43,1.29,0.395,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.47,2.27,13.83,0.192,3.45,6.9,3.24,1.85,0.462,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.07,2.245,13.85,0.196,3.36,7.11,3.11,2.19,0.382,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.92,2.135,13.9,0.187,3.28,6.81,3.11,1.9,0.394,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.92,2.135,13.9,0.187,3.28,6.81,3.11,1.9,0.394,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.63,2.371,13.92,0.188,3.47,7.51,2.7,1.77,0.384,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.97,2.281,13.76,0.193,3.45,7.13,3.21,1.81,0.432,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.07,2.263,13.95,0.194,3.69,7.23,3.19,1.62,0.358,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.33,2.21,13.75,0.197,3.81,7.71,3.22,1.76,0.419,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.11,2.282,13.76,0.2,3.53,7.21,3.34,1.68,0.36,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.19,2.251,13.79,0.201,3.82,7.86,3.13,1.53,0.386,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.41,2.175,13.8,0.179,3.41,6.5,3.36,1.87,0.446,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.53,2.313,13.86,0.217,3.63,7.53,3.43,1.52,0.381,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.47,2.233,13.88,0.213,3.76,7.66,3.16,1.79,0.421,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
57.27,2.099,13.91,0.185,2.97,6.29,3.07,2.11,0.367,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.79,2.241,13.7,0.187,3.28,6.97,3.21,1.8,0.391,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.08,2.29,13.71,0.2,3.54,7.22,3.32,1.68,0.357,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.47,2.22,13.7,0.193,3.31,6.8,3.54,1.89,0.458,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.96,2.209,13.65,0.187,3.52,7.6,3.23,1.7,0.386,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.64,2.228,13.56,0.239,3.93,7.78,3.07,1.6,0.385,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.94,2.288,13.68,0.202,3.56,7.2,3.41,1.66,0.369,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.86,2.29,13.69,0.201,3.6,7.2,3.39,1.65,0.367,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.48,2.156,13.75,0.194,3.68,7.14,3.4,1.5,0.357,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.19,2.552,13.76,0.211,3.66,7.74,3.3,1.37,0.412,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.1,2.204,13.79,0.202,3.6,7.33,3.46,1.43,0.364,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.29,2.349,13.8,0.21,3.42,7.66,2.77,1.65,0.379,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.88,2.327,14.44,0.216,3.45,7.42,3.31,1.67,0.393,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.26,2.237,13.53,0.197,3.51,6.99,3.43,1.75,0.381,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.23,2.235,13.56,0.201,3.6,7.24,3.11,1.79,0.423,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.91,2.292,13.66,0.201,3.57,7.2,3.4,1.65,0.367,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.93,2.295,13.68,0.201,3.56,7.22,3.4,1.65,0.371,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.02,2.214,13.89,0.192,3.92,7.94,3.06,1.52,0.382,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.68,2.271,13.95,0.2,3.52,7.03,3.13,1.8,0.361,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.68,2.271,13.95,0.204,3.52,7.04,3.13,1.79,0.361,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.88,2.242,14.0,0.209,3.71,7.45,3.35,1.76,0.425,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.16,2.342,14.16,0.197,3.77,7.67,3.06,1.45,0.377,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.2,2.165,13.85,0.193,3.68,7.07,3.26,1.66,0.378,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.67,2.272,13.61,0.189,3.02,6.54,3.43,1.79,0.469,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.37,2.124,13.86,0.211,3.64,7.05,3.34,1.57,0.351,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.45,2.261,13.57,0.222,3.78,7.48,3.36,1.44,0.411,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.46,2.263,13.97,0.223,3.39,7.06,3.13,1.91,0.395,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.11999893,2.349999905,14.14999962,0.194999993,3.319999933,7.449999809,3.029999971,1.960000038,0.381000012,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.00999832,2.385999918,13.81000042,0.179000005,3.289999962,6.860000134,3.00999999,2.049999952,0.370000005,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.47999954,2.332000017,13.78999996,0.188999996,3.440000057,7.159999847,3.049999952,2.029999971,0.367000014,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.52000046,2.367000103,13.64999962,0.187999994,3.25,7.050000191,3.049999952,1.970000029,0.365999997,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.58000183,2.39199996,13.77000046,0.191,3.25,7.070000172,3.079999924,2.00999999,0.370000005,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.61,2.099,13.44,0.206,3.26,6.88,3.2,1.84,0.369,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.02,2.65,14.96,0.18,3.61,7.43,2.54,1.77,0.41,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
53.83,2.47,14.96,0.19,3.88,7.25,2.45,1.2,0.39,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
55.12,2.37,14.98,0.19,3.49,6.89,2.85,1.75,0.38,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
53.71,2.51,14.98,0.18,3.57,7.54,2.66,1.21,0.36,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
54.25,2.41,14.98,0.22,3.72,7.31,2.01,1.79,0.41,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
54.8,2.64,14.99,0.19,3.58,7.27,2.4,1.82,0.42,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
56.37,2.29,15.01,0.21,3.37,7.27,2.73,1.95,0.37,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
54.52,2.44,15.11,0.2,3.82,7.32,2.67,1.84,0.42,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
55.78,2.48,15.12,0.2,3.46,7.18,2.72,2.03,0.44,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
54.45,2.32,15.13,0.18,3.42,7.23,2.74,1.51,0.41,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
55.74,2.29,15.22,0.23,3.33,7.25,2.77,2.1,0.36,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
55.01,2.45,15.29,0.2,3.93,7.43,2.66,1.81,0.42,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
53.71,1.483,18.34,0.185,2.92,8.48,3.68,1.53,0.467,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
53.2,1.466,18.47,0.176,3.92,7.79,4.15,1.52,0.455,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
56.40999985,2.411000013,14.13000011,0.195999995,3.49000001,7.079999924,3.099999905,1.970000029,0.386000007,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
53.82,2.342,13.64,0.227,4.0,7.78,3.28,1.42,0.467,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.22000122,2.382999897,13.72000027,0.203999996,3.460000038,7.079999924,2.980000019,2.00999999,0.370999992,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.95000076,2.359999895,14.07999992,0.194000006,3.450000048,7.099999905,3.160000086,2.069999933,0.381999999,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
54.23,2.198,13.84,0.21,3.89,7.63,3.23,1.43,0.428,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.26,2.121,13.63,0.215,4.01,7.81,3.23,1.48,0.367,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.73,2.579,12.8,0.22,3.92,7.68,3.24,1.44,0.372,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.01,2.248,13.67,0.211,3.9,7.67,3.04,1.44,0.44,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.41,2.236,13.79,0.187,3.66,7.68,2.92,1.46,0.428,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.84,2.172,13.84,0.206,4.01,7.79,3.18,1.42,0.367,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.87,2.225,13.91,0.214,3.83,7.75,3.17,1.45,0.434,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.27,2.258,13.75,0.222,3.93,7.63,3.14,1.41,0.448,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.47,2.245,14.09,0.212,3.81,7.73,3.24,1.4,0.434,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.71,2.244,13.46,0.221,3.96,7.67,3.42,1.39,0.449,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.31,2.17,13.95,0.196,3.84,7.73,2.9,1.39,0.37,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.32,2.17,13.95,0.196,3.84,7.73,2.9,1.39,0.37,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.07,2.306,14.0,0.187,3.63,7.83,2.93,1.4,0.467,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.56,2.055,13.82,0.191,3.54,6.98,3.07,1.35,0.353,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.0,2.246,13.75,0.184,3.54,7.09,3.32,1.48,0.407,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.26,2.257,14.2,0.212,3.84,7.7,3.19,1.39,0.427,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.64,2.237,14.15,0.227,4.24,7.82,3.02,1.29,0.437,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.27,2.258,13.75,0.222,3.93,7.63,3.14,1.41,0.448,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.27,2.258,13.75,0.222,3.93,7.63,3.14,1.41,0.448,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.8,2.379,13.99,0.192,3.55,7.32,3.42,1.52,0.369,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
56.18999863,2.41899991,13.89000034,0.192000002,3.180000067,7.019999981,3.029999971,2.0,0.375,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.47000122,2.372999907,14.15999985,0.187000006,3.690000057,7.260000229,3.059999943,2.269999981,0.381999999,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.79999924,2.378000021,14.15999985,0.199000001,3.690000057,7.340000153,3.220000029,2.180000067,0.379999995,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.95999908,2.427000046,14.42000008,0.169,3.25,6.880000114,3.029999971,2.029999971,0.388999999,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.47000122,2.354000092,13.88000011,0.167999998,3.440000057,7.0,3.0,2.210000038,0.368000001,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
57.02999878,2.430999994,14.44999981,0.192000002,3.49000001,7.289999962,3.25,2.140000105,0.386000007,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.5,2.381999969,13.94999981,0.181999996,3.130000114,6.769999981,2.960000038,2.220000029,0.375999987,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.63999939,2.430999994,14.38000011,0.175999999,3.440000057,7.079999924,3.140000105,2.059999943,0.382999986,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
58.5,2.319000006,14.73999977,0.153999999,3.190000057,6.860000134,3.380000114,2.359999895,0.395999998,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
56.20999908,2.47300005,14.35999966,0.145999998,3.24000001,6.849999905,3.190000057,2.24000001,0.382999986,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
57.40999985,2.482000113,14.77000046,0.142000005,3.319999933,7.050000191,3.190000057,2.349999905,0.39199999,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
51.97000122,2.423000097,18.62000084,0.136999995,3.220000029,6.760000229,3.170000076,0.579999983,0.363000005,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
55.36,2.35,13.54,0.2,3.42,7.11,3.22,1.79,0.4,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
55.43,2.355,13.83,0.211,3.43,7.68,2.78,1.65,0.38,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
55.77,2.377,13.95,0.188,3.48,7.53,2.71,1.77,0.385,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
54.67,2.319,13.9,0.218,3.64,7.55,3.44,1.52,0.382,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
55.57,2.36,13.85,0.2,3.52,7.15,3.08,2.04,0.37,GrandeRonde,WapshillaRidge,21,WellsFieldTripGuide,3.0,0.0
55.93999863,2.401000023,13.81999969,0.191,3.150000095,7.0,2.950000048,2.00999999,0.375,GrandeRonde,WapshillaRidge,21,Wells2020,3.0,0.0
53.47,2.399,14.12,0.219,3.79,7.63,3.08,1.46,0.369,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.85,2.288,13.6,0.188,2.98,6.57,3.48,1.81,0.465,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.96,2.22,14.93,0.21,3.84,7.43,2.54,1.75,0.35,GrandeRonde,WapshillaRidge,21,MiscellaneousWapshilla,3.0,0.0
54.27,2.394,14.75,0.273,3.73,7.02,3.14,1.46,0.448,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.01,2.449,13.83,0.205,3.44,7.12,3.2,1.91,0.6,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.04,2.568,13.85,0.195,3.39,7.42,3.03,1.72,0.486,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.39,2.528,13.85,0.224,3.44,7.26,3.16,1.69,0.474,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.78,2.591,13.89,0.205,3.51,7.37,3.06,1.76,0.46,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.15,2.569,13.89,0.197,3.41,7.42,3.04,1.73,0.485,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.16,2.664,14.27,0.227,3.56,7.3,2.83,1.78,0.471,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.17,2.665,14.27,0.226,3.56,7.3,2.83,1.78,0.471,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.73,2.722,15.19,0.209,3.29,7.27,3.32,1.44,0.55,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.72,2.721,15.19,0.213,3.29,7.27,3.32,1.44,0.55,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.83,2.725,15.2,0.212,3.34,7.21,3.24,1.43,0.546,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.77,2.372,13.49,0.205,3.37,7.09,3.08,2.08,0.482,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.92,2.339,13.6,0.249,3.29,6.98,3.23,1.81,0.456,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.83,2.456,13.7,0.214,3.41,7.23,3.09,1.83,0.454,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.24,2.531,13.73,0.214,3.62,7.32,3.04,1.91,0.453,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.6,2.565,13.79,0.203,3.4,7.35,3.11,1.8,0.461,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.06,2.571,14.0,0.208,3.46,7.39,2.98,1.66,0.439,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.56,2.569,14.11,0.176,3.5,6.95,3.45,1.84,0.459,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.76,2.439,14.35,0.186,2.59,6.23,3.23,1.59,0.477,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.16,2.588,14.11,0.193,3.17,7.38,2.91,1.92,0.524,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.0,2.508,14.0,0.214,3.47,7.12,3.14,2.09,0.562,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.28,2.439,13.92,0.2,3.35,7.14,3.15,1.51,0.493,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.37,2.354,13.65,0.213,3.33,7.07,3.15,1.85,0.466,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
53.06,2.475,14.1,0.215,3.64,7.62,3.2,1.54,0.458,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.78,2.517,13.81,0.202,3.49,7.22,3.03,2.08,0.537,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.14,2.589,14.1,0.194,3.17,7.38,2.9,1.9,0.524,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.66,2.461,13.87,0.202,3.33,7.09,3.18,1.95,0.622,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.73,2.529,13.85,0.203,3.49,7.17,2.99,1.74,0.45,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.28,2.352,13.58,0.215,3.36,7.07,3.13,1.96,0.459,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.21,2.547,14.11,0.17,3.01,6.73,3.43,1.82,0.546,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.87,2.535,14.0,0.181,3.26,7.01,3.34,1.68,0.522,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.57,2.347,13.75,0.217,3.32,7.11,3.17,1.81,0.484,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
57.15,2.362,14.07,0.192,3.23,6.95,3.1,2.33,0.44,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.6,2.587,13.92,0.204,3.52,7.41,3.06,1.74,0.463,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.17,2.539,13.77,0.201,3.59,7.33,3.01,1.8,0.447,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.27,2.574,13.77,0.202,3.61,7.38,3.0,1.7,0.447,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.43,2.421,13.88,0.249,3.2,6.99,3.13,1.74,0.462,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.42,2.56,14.38,0.172,3.38,7.17,3.24,2.08,0.592,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.21,2.604,13.97,0.211,3.65,7.65,3.08,1.57,0.445,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.91,2.328,13.77,0.214,3.24,6.97,3.42,1.95,0.471,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.11,2.347,13.76,0.194,3.46,7.1,3.39,1.73,0.385,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.11,2.343,13.75,0.195,3.47,7.13,3.41,1.68,0.383,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.59,2.453,13.96,0.203,3.43,7.32,3.13,2.05,0.468,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.33,2.345,13.71,0.206,3.4,6.71,3.45,1.75,0.466,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.73,2.395,15.01,0.167,2.91,6.4,3.38,1.63,0.436,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
56.71,2.458,13.94,0.204,3.42,7.33,3.13,2.07,0.467,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.76,2.305,13.75,0.181,3.55,6.51,3.41,1.78,0.462,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.98,2.313,13.68,0.205,3.53,7.24,3.51,1.46,0.426,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.5,2.295,13.64,0.2,3.4,7.0,3.06,1.86,0.445,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.85,2.288,13.6,0.188,2.98,6.57,3.48,1.81,0.465,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
55.34,2.306,13.54,0.195,2.98,6.71,3.36,1.84,0.47,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
52.94,2.665,14.43,0.194,3.75,7.53,2.92,1.35,0.514,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.21,2.549,13.69,0.198,3.58,7.33,3.1,1.74,0.459,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.24,2.567,13.75,0.2,3.66,7.39,3.16,1.74,0.461,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
54.59,2.561,13.74,0.201,3.44,7.35,3.09,1.77,0.457,GrandeRonde,WapshillaRidge,21,WolffDatabase,3.0,0.0
