SiO2,TiO2,Al2O3,FeO*,MnO,MgO,CaO,Na2O,K2O,P2O5,Sc,Cr,Rb,Sr,Ba,La,Ce,Th,Formation,FormationID
57.19,2.225,13.57,11.23,0.181,3.12,6.69,3.29,1.94,0.321,30,23,57,324,671,23,57,6,GrandeRonde,2
56.58,2.163,13.47,11.82,0.193,3.21,6.84,3.22,1.94,0.308,31,55,52,320,676,26,57,6,GrandeRonde,2
57.06,2.234,13.45,11.4,0.189,3.02,6.71,3.17,2.2,0.32,31,10,58,324,715,26,57,6,GrandeRonde,2
56.45,1.972,13.92,11.38,0.185,3.55,7.13,3.03,1.78,0.347,33,11,52,332,786,28,57,6,GrandeRonde,2
54.57,2.243,13.8,12.17,0.189,4.08,7.68,3.15,1.52,0.362,33,31,42,322,566,31,57,6,GrandeRonde,2
51.52,3.125,13.06,14.26,0.224,4.23,8.26,2.86,1.57,0.642,46,25,33,315,597,33,57,6,Wanapum,1
52.44,1.692,15.35,10.19,0.167,6.11,9.68,2.47,1.29,0.368,28,145,27,261,574,40,57,6,SaddleMountains,0
49.7,3.765,12.93,14.94,0.309,4.43,8.78,2.8,1.26,0.814,40,30,25,299,654,19,58,6,Wanapum,1
54.77,2.372,13.49,12.81,0.205,3.37,7.09,3.08,2.08,0.482,33,16,56,329,715,26,58,6,GrandeRonde,2
51.36,2.936,14,13.14,0.213,4.39,8.79,2.78,1.5,0.667,28,25,33,355,525,28,58,6,SaddleMountains,0
51.36,2.937,14,13.14,0.213,4.39,8.78,2.78,1.5,0.668,28,25,33,355,525,28,58,6,SaddleMountains,0
55.03,2.331,13.6,12.7,0.192,3.49,6.84,3.35,1.78,0.429,32,0.1,47,319,714,28,58,6,GrandeRonde,2
54.73,2.529,13.85,12.58,0.203,3.49,7.17,2.99,1.74,0.45,32,12,47,324,752,28,58,6,GrandeRonde,2
51.08,3.237,13.68,12.73,0.219,5.07,9.2,2.72,1.07,0.757,45,98,24,282,479,30,58,6,Wanapum,1
49.86,3.282,13.48,13.79,0.225,5.23,9.28,2.64,1.17,0.794,39,103,25,300,533,33,58,6,Wanapum,1
49.62,3.202,13.38,14.15,0.232,5.39,9.22,2.68,1.12,0.757,30,95,26,287,554,20,59,6,Wanapum,1
50.13,3.31,13.57,13.6,0.225,5.09,9.34,2.55,1.16,0.789,30,99,28,294,505,21,59,6,Wanapum,1
55.53,2.539,13.64,11.1,0.269,2.92,7.13,3.58,2.01,0.987,42,4,50,356,1181,24,59,6,Wanapum,1
51.66,3.064,13.16,14.39,0.217,4.16,8.2,2.8,1.45,0.637,39,32,34,314,568,28,59,6,Wanapum,1
